date,US,Eurozone,UK,Japan,date_popup
2020-04-09,106.69,100.39,102.07,104.91,09 Apr 2020
2020-04-08,106.93,100.65,101.75,105.09,08 Apr 2020
2020-04-07,106.84,100.66,101.58,104.92,07 Apr 2020
2020-04-06,108.03,100.61,101.83,105.61,06 Apr 2020
2020-04-05,108.03,100.61,101.83,105.61,05 Apr 2020
2020-04-04,108.03,100.61,101.83,105.61,04 Apr 2020
2020-04-03,107.8,100.53,101.73,106.03,03 Apr 2020
2020-04-02,107.18,101.14,102.29,106.97,02 Apr 2020
2020-04-01,107.15,101.44,101.59,106.83,01 Apr 2020
2020-03-31,106.87,101.38,101.36,105.56,31 Mar 2020
2020-03-30,106.52,101.84,101.36,105.77,30 Mar 2020
2020-03-29,106.52,101.84,101.36,105.77,29 Mar 2020
2020-03-28,106.52,101.84,101.36,105.77,28 Mar 2020
2020-03-27,106.51,101.43,100.11,105.25,27 Mar 2020
2020-03-26,106.54,101.59,98.33,104.42,26 Mar 2020
2020-03-25,108.03,101.06,97.79,103.2,25 Mar 2020
2020-03-24,108.19,101.31,97.24,103.92,24 Mar 2020
2020-03-23,108.4,101.24,96.24,104.54,23 Mar 2020
2020-03-22,108.4,101.24,96.24,104.54,22 Mar 2020
2020-03-21,108.4,101.24,96.24,104.54,21 Mar 2020
2020-03-20,107.81,100.15,97.74,104.21,20 Mar 2020
2020-03-19,108.25,101.3,96.26,105.11,19 Mar 2020
2020-03-18,107.03,101.22,97.17,106.25,18 Mar 2020
2020-03-17,105.63,100.82,98.56,106.37,17 Mar 2020
2020-03-16,104.78,101.5,98.94,107.29,16 Mar 2020
2020-03-15,104.78,101.5,98.94,107.29,15 Mar 2020
2020-03-14,104.78,101.5,98.94,107.29,14 Mar 2020
2020-03-13,103.55,100.21,100.37,104.88,13 Mar 2020
2020-03-12,103.52,101.03,101.45,108.2,12 Mar 2020
2020-03-11,102.07,100.67,102.46,106.5,11 Mar 2020
2020-03-10,101.78,100.92,103,106.82,10 Mar 2020
2020-03-09,101.66,101.22,103.2,108.77,09 Mar 2020
2020-03-08,101.66,101.22,103.2,108.77,08 Mar 2020
2020-03-07,101.66,101.22,103.2,108.77,07 Mar 2020
2020-03-06,101.06,100.13,102.8,105.67,06 Mar 2020
2020-03-05,101.07,99.15,102.76,103.91,05 Mar 2020
2020-03-04,100.73,98.65,102.2,103.28,04 Mar 2020
2020-03-03,101.25,99.02,102.23,103.55,03 Mar 2020
2020-03-02,101.41,99.14,102.16,103.51,02 Mar 2020
2020-03-01,101.41,99.14,102.16,103.51,01 Mar 2020
2020-02-29,101.41,99.14,102.16,103.51,29 Feb 2020
2020-02-28,101.88,98.24,103.78,102.99,28 Feb 2020
2020-02-27,101.66,98.02,104.07,101.92,27 Feb 2020
2020-02-26,101.7,97.44,104.76,101.59,26 Feb 2020
2020-02-25,101.64,97.1,105.21,101.42,25 Feb 2020
2020-02-24,101.95,97.11,104.94,100.91,24 Feb 2020
2020-02-23,101.95,97.11,104.94,100.91,23 Feb 2020
2020-02-22,101.95,97.11,104.94,100.91,22 Feb 2020
2020-02-21,101.8,96.84,105.21,100.25,21 Feb 2020
2020-02-20,101.51,96.7,104.67,100.08,20 Feb 2020
2020-02-19,101.03,96.36,105.36,101.05,19 Feb 2020
2020-02-18,101.03,96.42,105.63,101.78,18 Feb 2020
2020-02-17,100.79,96.39,105.29,101.41,17 Feb 2020
2020-02-16,100.79,96.39,105.29,101.41,16 Feb 2020
2020-02-15,100.79,96.39,105.29,101.41,15 Feb 2020
2020-02-14,100.84,96.45,105.37,101.46,14 Feb 2020
2020-02-13,100.78,96.57,105.25,101.53,13 Feb 2020
2020-02-12,100.64,96.88,104.55,101.1,12 Feb 2020
2020-02-11,100.79,96.92,104.22,101.36,11 Feb 2020
2020-02-10,100.84,97.35,104.13,101.51,10 Feb 2020
2020-02-09,100.84,97.35,104.13,101.51,09 Feb 2020
2020-02-08,100.84,97.35,104.13,101.51,08 Feb 2020
2020-02-07,100.82,97.47,104.11,101.43,07 Feb 2020
2020-02-06,100.43,97.43,103.95,101.07,06 Feb 2020
2020-02-05,100.34,97.49,104.51,101.12,05 Feb 2020
2020-02-04,100.47,97.85,104.18,101.87,04 Feb 2020
2020-02-03,100.57,98.09,104.47,102.57,03 Feb 2020
2020-02-02,100.57,98.09,104.47,102.57,02 Feb 2020
2020-02-01,100.57,98.09,104.47,102.57,01 Feb 2020
2020-01-31,100.35,97.77,105.01,101.86,31 Jan 2020
2020-01-30,100.31,97.57,104.88,101.92,30 Jan 2020
2020-01-29,100.22,97.32,104.18,101.5,29 Jan 2020
2020-01-28,100.3,97.33,104.16,101.55,28 Jan 2020
2020-01-27,100.28,97.39,104.52,101.59,27 Jan 2020
2020-01-26,100.28,97.39,104.52,101.59,26 Jan 2020
2020-01-25,100.28,97.39,104.52,101.59,25 Jan 2020
2020-01-24,100.02,97.28,104.53,100.76,24 Jan 2020
2020-01-23,99.88,97.61,104.53,100.74,23 Jan 2020
2020-01-22,99.68,97.47,104.5,100.16,22 Jan 2020
2020-01-21,99.69,97.71,103.91,100.09,21 Jan 2020
2020-01-20,99.57,97.42,103.4,99.77,20 Jan 2020
2020-01-19,99.57,97.42,103.4,99.77,19 Jan 2020
2020-01-18,99.57,97.42,103.4,99.77,18 Jan 2020
2020-01-17,99.52,97.47,103.65,99.75,17 Jan 2020
2020-01-16,99.44,97.86,103.48,99.86,16 Jan 2020
2020-01-15,99.57,97.75,103.13,100.02,15 Jan 2020
2020-01-14,99.65,97.58,103.09,99.9,14 Jan 2020
2020-01-13,99.59,97.72,102.99,100.06,13 Jan 2020
2020-01-12,99.59,97.72,102.99,100.06,12 Jan 2020
2020-01-11,99.59,97.72,102.99,100.06,11 Jan 2020
2020-01-10,99.77,97.52,104.07,100.49,10 Jan 2020
2020-01-09,99.73,97.68,103.58,100.77,09 Jan 2020
2020-01-08,99.76,97.74,104.16,101.52,08 Jan 2020
2020-01-07,99.66,98.14,104.04,101.69,07 Jan 2020
2020-01-06,99.68,98.32,104.13,102.12,06 Jan 2020
2020-01-05,99.68,98.32,104.13,102.12,05 Jan 2020
2020-01-04,99.68,98.32,104.13,102.12,04 Jan 2020
2020-01-03,99.83,98.05,104.06,102.15,03 Jan 2020
2020-01-02,99.6,98.2,104.54,101.33,02 Jan 2020
2020-01-01,99.45,98.42,104.36,101.35,01 Jan 2020
2019-12-31,99.45,98.42,104.36,101.35,31 Dec 2019
2019-12-30,99.76,98.32,104.13,101.03,30 Dec 2019
2019-12-29,99.76,98.32,104.13,101.03,29 Dec 2019
2019-12-28,99.76,98.32,104.13,101.03,28 Dec 2019
2019-12-27,100.01,98.24,104.15,100.87,27 Dec 2019
2019-12-26,100.35,97.94,103.41,101.32,26 Dec 2019
2019-12-25,100.35,97.94,103.41,101.32,25 Dec 2019
2019-12-24,100.35,97.94,103.41,101.32,24 Dec 2019
2019-12-23,100.4,97.94,103.18,101.34,23 Dec 2019
2019-12-22,100.4,97.94,103.18,101.34,22 Dec 2019
2019-12-21,100.4,97.94,103.18,101.34,21 Dec 2019
2019-12-20,100.25,97.95,103.94,101.33,20 Dec 2019
2019-12-19,100.29,98.14,104.15,101.19,19 Dec 2019
2019-12-18,100.28,98.11,104.15,101.07,18 Dec 2019
2019-12-17,100.12,98.31,104.7,100.97,17 Dec 2019
2019-12-16,100.16,98.09,106.3,101.15,16 Dec 2019
2019-12-15,100.16,98.09,106.3,101.15,15 Dec 2019
2019-12-14,100.16,98.09,106.3,101.15,14 Dec 2019
2019-12-13,100.05,98.18,106.24,100.84,13 Dec 2019
2019-12-12,100.5,98.34,104.94,102.31,12 Dec 2019
2019-12-11,100.84,98.06,105.13,102.39,11 Dec 2019
2019-12-10,100.83,98.09,105.38,102.56,10 Dec 2019
2019-12-09,100.89,98.1,105.22,102.65,09 Dec 2019
2019-12-08,100.89,98.1,105.22,102.65,08 Dec 2019
2019-12-07,100.89,98.1,105.22,102.65,07 Dec 2019
2019-12-06,100.82,98.17,104.93,102.49,06 Dec 2019
2019-12-05,100.92,98.27,104.96,102.4,05 Dec 2019
2019-12-04,101.18,98.26,104.78,102.6,04 Dec 2019
2019-12-03,101.38,98.34,104.06,102.65,03 Dec 2019
2019-12-02,101.46,98.11,103.84,101.9,02 Dec 2019
2019-12-01,101.46,98.11,103.84,101.9,01 Dec 2019
2019-11-30,101.46,98.11,103.84,101.9,30 Nov 2019
2019-11-29,101.48,97.85,103.64,101.76,29 Nov 2019
2019-11-28,101.47,98.03,103.82,101.89,28 Nov 2019
2019-11-27,101.29,97.98,103.45,102.12,27 Nov 2019
2019-11-26,101.34,98.09,103.19,102.37,26 Nov 2019
2019-11-25,101.26,97.96,103.37,102.41,25 Nov 2019
2019-11-24,101.26,97.96,103.37,102.41,24 Nov 2019
2019-11-23,101.26,97.96,103.37,102.41,23 Nov 2019
2019-11-22,101.12,98.26,102.99,102.68,22 Nov 2019
2019-11-21,101.04,98.36,103.61,102.47,21 Nov 2019
2019-11-20,101.11,98.22,103.3,102.68,20 Nov 2019
2019-11-19,100.83,98.25,103.5,102.29,19 Nov 2019
2019-11-18,100.84,98.13,103.73,102.04,18 Nov 2019
2019-11-17,100.84,98.13,103.73,102.04,17 Nov 2019
2019-11-16,100.84,98.13,103.73,102.04,16 Nov 2019
2019-11-15,100.88,97.95,103.18,102.31,15 Nov 2019
2019-11-14,101.19,97.84,103.12,102.56,14 Nov 2019
2019-11-13,101.18,97.94,103.04,102.38,13 Nov 2019
2019-11-12,100.87,97.87,102.93,101.89,12 Nov 2019
2019-11-11,100.75,98.01,103.13,102.06,11 Nov 2019
2019-11-10,100.75,98.01,103.13,102.06,10 Nov 2019
2019-11-09,100.75,98.01,103.13,102.06,09 Nov 2019
2019-11-08,100.67,97.89,102.52,101.45,08 Nov 2019
2019-11-07,100.44,98.04,102.28,101.51,07 Nov 2019
2019-11-06,100.5,98.13,102.88,101.75,06 Nov 2019
2019-11-05,100.38,98.19,102.83,101.79,05 Nov 2019
2019-11-04,100.34,98.54,102.77,102.35,04 Nov 2019
2019-11-03,100.34,98.54,102.77,102.35,03 Nov 2019
2019-11-02,100.34,98.54,102.77,102.35,02 Nov 2019
2019-11-01,100.48,98.48,103.17,102.75,01 Nov 2019
2019-10-31,100.45,98.62,103.11,102.65,31 Oct 2019
2019-10-30,100.63,98.48,102.91,102.16,30 Oct 2019
2019-10-29,100.62,98.44,102.71,102.2,29 Oct 2019
2019-10-28,100.62,98.36,102.66,102.33,28 Oct 2019
2019-10-27,100.62,98.36,102.66,102.33,27 Oct 2019
2019-10-26,100.62,98.36,102.66,102.33,26 Oct 2019
2019-10-25,100.64,98.56,102.46,102.62,25 Oct 2019
2019-10-24,100.61,98.66,102.92,102.57,24 Oct 2019
2019-10-23,100.7,98.68,102.78,102.74,23 Oct 2019
2019-10-22,100.68,98.73,103.24,102.62,22 Oct 2019
2019-10-21,100.56,98.92,103.56,102.51,21 Oct 2019
2019-10-20,100.56,98.92,103.56,102.51,20 Oct 2019
2019-10-19,100.56,98.92,103.56,102.51,19 Oct 2019
2019-10-18,100.82,98.92,102.91,102.74,18 Oct 2019
2019-10-17,100.96,98.88,102.36,102.66,17 Oct 2019
2019-10-16,101.36,98.54,102.45,103.02,16 Oct 2019
2019-10-15,101.3,98.37,101.7,103.34,15 Oct 2019
2019-10-14,101.24,98.57,100.7,103.31,14 Oct 2019
2019-10-13,101.24,98.57,100.7,103.31,13 Oct 2019
2019-10-12,101.24,98.57,100.7,103.31,12 Oct 2019
2019-10-11,101.44,98.69,101.35,103.27,11 Oct 2019
2019-10-10,101.72,99,98.4,104.49,10 Oct 2019
2019-10-09,101.87,98.7,98.55,104.72,09 Oct 2019
2019-10-08,101.94,98.77,98.66,105.29,08 Oct 2019
2019-10-07,101.86,98.67,99.35,105.33,07 Oct 2019
2019-10-06,101.86,98.67,99.35,105.33,06 Oct 2019
2019-10-05,101.86,98.67,99.35,105.33,05 Oct 2019
2019-10-04,101.88,98.5,99.37,105.37,04 Oct 2019
2019-10-03,102.17,98.45,99.61,105.34,03 Oct 2019
2019-10-02,102.29,98.44,99.38,104.95,02 Oct 2019
2019-10-01,102.39,98.28,99.28,104.25,01 Oct 2019
2019-09-30,102.21,98.03,99.58,104.41,30 Sep 2019
2019-09-29,102.21,98.03,99.58,104.41,29 Sep 2019
2019-09-28,102.21,98.03,99.58,104.41,28 Sep 2019
2019-09-27,102,98.28,99.5,104.11,27 Sep 2019
2019-09-26,101.92,98.24,99.81,104.58,26 Sep 2019
2019-09-25,101.86,98.53,99.82,104.68,25 Sep 2019
2019-09-24,101.57,98.47,100.42,104.24,24 Sep 2019
2019-09-23,101.69,98.49,100.19,104.55,23 Sep 2019
2019-09-22,101.69,98.49,100.19,104.55,22 Sep 2019
2019-09-21,101.69,98.49,100.19,104.55,21 Sep 2019
2019-09-20,101.47,98.59,100.41,103.74,20 Sep 2019
2019-09-19,101.39,98.85,99.99,103.79,19 Sep 2019
2019-09-18,101.33,98.73,99.92,103.53,18 Sep 2019
2019-09-17,101.58,98.67,99.77,103.7,17 Sep 2019
2019-09-16,101.32,98.45,100,103.72,16 Sep 2019
2019-09-15,101.32,98.45,100,103.72,15 Sep 2019
2019-09-14,101.32,98.45,100,103.72,14 Sep 2019
2019-09-13,101.1,98.83,99.57,103.43,13 Sep 2019
2019-09-12,101.46,98.08,99.25,103.98,12 Sep 2019
2019-09-11,101.59,98.59,99.33,104.27,11 Sep 2019
2019-09-10,101.52,98.84,99.3,104.52,10 Sep 2019
2019-09-09,101.5,98.73,99.26,104.98,09 Sep 2019
2019-09-08,101.5,98.73,99.26,104.98,08 Sep 2019
2019-09-07,101.5,98.73,99.26,104.98,07 Sep 2019
2019-09-06,101.68,98.76,98.85,104.95,06 Sep 2019
2019-09-05,101.67,98.98,99.07,105.39,05 Sep 2019
2019-09-04,102.11,98.94,98.24,106.12,04 Sep 2019
2019-09-03,102.74,98.86,97.43,106.72,03 Sep 2019
2019-09-02,102.63,99.02,97.61,106.34,02 Sep 2019
2019-09-01,102.63,99.02,97.61,106.34,01 Sep 2019
2019-08-31,102.63,99.02,97.61,106.34,31 Aug 2019
2019-08-30,102.28,99.34,98.12,106.13,30 Aug 2019
2019-08-29,102.16,99.48,98.27,106.04,29 Aug 2019
2019-08-28,102.16,99.59,98.02,106.71,28 Aug 2019
2019-08-27,101.99,99.59,98.47,106.58,27 Aug 2019
2019-08-26,101.94,99.64,98.1,106.4,26 Aug 2019
2019-08-25,101.94,99.64,98.1,106.4,25 Aug 2019
2019-08-24,101.94,99.64,98.1,106.4,24 Aug 2019
2019-08-23,101.88,99.12,98.16,105.6,23 Aug 2019
2019-08-22,101.68,99.26,97.46,105.38,22 Aug 2019
2019-08-21,101.49,99.27,97.02,105.28,21 Aug 2019
2019-08-20,101.71,99.19,96.87,105.54,20 Aug 2019
2019-08-19,101.46,99.26,96.95,105.18,19 Aug 2019
2019-08-18,101.46,99.26,96.95,105.18,18 Aug 2019
2019-08-17,101.46,99.26,96.95,105.18,17 Aug 2019
2019-08-16,101.35,98.86,97.34,105.37,16 Aug 2019
2019-08-15,101.32,99.52,96.82,105.51,15 Aug 2019
2019-08-14,101.05,99.67,96.05,105.6,14 Aug 2019
2019-08-13,101.18,99.96,96.09,106.6,13 Aug 2019
2019-08-12,101.11,99.65,96.13,106.55,12 Aug 2019
2019-08-11,101.11,99.65,96.13,106.55,11 Aug 2019
2019-08-10,101.11,99.65,96.13,106.55,10 Aug 2019
2019-08-09,100.9,99.57,95.85,105.67,09 Aug 2019
2019-08-08,101.04,99.5,96.58,105.49,08 Aug 2019
2019-08-07,101.1,99.6,96.38,105.8,07 Aug 2019
2019-08-06,100.91,99.36,96.81,104.9,06 Aug 2019
2019-08-05,100.94,99.41,96.79,105.44,05 Aug 2019
2019-08-04,100.94,99.41,96.79,105.44,04 Aug 2019
2019-08-03,100.94,99.41,96.79,105.44,03 Aug 2019
2019-08-02,100.55,98.59,96.64,104.19,02 Aug 2019
2019-08-01,100.52,97.99,96.66,101.92,01 Aug 2019
2019-07-31,99.86,98.44,96.45,101.77,31 Jul 2019
2019-07-30,99.89,98.47,96.43,101.82,30 Jul 2019
2019-07-29,100.02,98.2,97.63,101.79,29 Jul 2019
2019-07-28,100.02,98.2,97.63,101.79,28 Jul 2019
2019-07-27,100.02,98.2,97.63,101.79,27 Jul 2019
2019-07-26,99.86,98.12,98.53,101.59,26 Jul 2019
2019-07-25,99.7,97.77,99.1,102.08,25 Jul 2019
2019-07-24,99.77,97.99,99.03,102.07,24 Jul 2019
2019-07-23,99.68,98.24,98.39,101.98,23 Jul 2019
2019-07-22,99.48,98.44,98.38,102.09,22 Jul 2019
2019-07-21,99.48,98.44,98.38,102.09,21 Jul 2019
2019-07-20,99.48,98.44,98.38,102.09,20 Jul 2019
2019-07-19,99.38,98.44,98.76,102.19,19 Jul 2019
2019-07-18,99.5,98.51,98.55,102.24,18 Jul 2019
2019-07-17,99.58,98.59,98.04,101.82,17 Jul 2019
2019-07-16,99.42,98.55,98.11,102.05,16 Jul 2019
2019-07-15,99.24,98.75,98.7,101.95,15 Jul 2019
2019-07-14,99.24,98.75,98.7,101.95,14 Jul 2019
2019-07-13,99.24,98.75,98.7,101.95,13 Jul 2019
2019-07-12,99.45,98.77,98.8,101.76,12 Jul 2019
2019-07-11,99.32,98.85,98.85,101.75,11 Jul 2019
2019-07-10,99.81,98.78,98.62,101.33,10 Jul 2019
2019-07-09,99.65,98.65,98.49,101.44,09 Jul 2019
2019-07-08,99.54,98.6,98.87,101.55,08 Jul 2019
2019-07-07,99.54,98.6,98.87,101.55,07 Jul 2019
2019-07-06,99.54,98.6,98.87,101.55,06 Jul 2019
2019-07-05,99.36,98.67,98.84,101.79,05 Jul 2019
2019-07-04,99.24,98.76,98.88,102.04,04 Jul 2019
2019-07-03,99.35,98.88,98.93,102.19,03 Jul 2019
2019-07-02,99.38,98.94,99.34,101.58,02 Jul 2019
2019-07-01,99.16,99.1,99.14,101.26,01 Jul 2019
2019-06-30,99.16,99.1,99.14,101.26,30 Jun 2019
2019-06-29,99.16,99.1,99.14,101.26,29 Jun 2019
2019-06-28,99.17,99.37,99.4,101.88,28 Jun 2019
2019-06-27,99.25,99.34,99.64,101.83,27 Jun 2019
2019-06-26,99.34,99.35,99.44,102.02,26 Jun 2019
2019-06-25,99.29,99.45,99.66,102.56,25 Jun 2019
2019-06-24,99.26,99.53,99.85,102.38,24 Jun 2019
2019-06-23,99.26,99.53,99.85,102.38,23 Jun 2019
2019-06-22,99.26,99.53,99.85,102.38,22 Jun 2019
2019-06-21,99.42,99.17,99.51,102.37,21 Jun 2019
2019-06-20,99.26,99.02,99.73,102.13,20 Jun 2019
2019-06-19,100.2,98.92,99.78,102.15,19 Jun 2019
2019-06-18,100.41,98.91,99.33,102.58,18 Jun 2019
2019-06-17,100.38,99.24,99.78,102.13,17 Jun 2019
2019-06-16,100.38,99.24,99.78,102.13,16 Jun 2019
2019-06-15,100.38,99.24,99.78,102.13,15 Jun 2019
2019-06-14,100.15,99.3,99.98,102.39,14 Jun 2019
2019-06-13,100.06,99.44,100.23,102.1,13 Jun 2019
2019-06-12,99.91,99.56,100.48,102.05,12 Jun 2019
2019-06-11,99.92,99.58,100.16,101.69,11 Jun 2019
2019-06-10,100.14,99.55,99.95,101.98,10 Jun 2019
2019-06-09,100.14,99.55,99.95,101.98,09 Jun 2019
2019-06-08,100.14,99.55,99.95,101.98,08 Jun 2019
2019-06-07,100.52,99.37,100.5,102.13,07 Jun 2019
2019-06-06,100.52,99.25,100.54,102.38,06 Jun 2019
2019-06-05,100.4,99.13,100.38,102.14,05 Jun 2019
2019-06-04,100.6,99.2,100.28,102.44,04 Jun 2019
2019-06-03,100.87,98.97,100.24,102.42,03 Jun 2019
2019-06-02,100.87,98.97,100.24,102.42,02 Jun 2019
2019-06-01,100.87,98.97,100.24,102.42,01 Jun 2019
2019-05-31,101.05,98.92,100.1,102.28,31 May 2019
2019-05-30,100.74,98.79,100.64,101.4,30 May 2019
2019-05-29,100.8,99.06,100.75,101.81,29 May 2019
2019-05-28,100.56,99.21,100.69,101.54,28 May 2019
2019-05-27,100.42,99.16,100.84,101.37,27 May 2019
2019-05-26,100.42,99.16,100.84,101.37,26 May 2019
2019-05-25,100.42,99.16,100.84,101.37,25 May 2019
2019-05-24,100.5,99.15,100.72,101.31,24 May 2019
2019-05-23,100.74,99.03,100.89,101.17,23 May 2019
2019-05-22,100.53,99.14,100.75,100.7,22 May 2019
2019-05-21,100.64,99.05,101.5,100.65,21 May 2019
2019-05-20,100.63,99.04,101.48,101.21,20 May 2019
2019-05-19,100.63,99.04,101.48,101.21,19 May 2019
2019-05-18,100.63,99.04,101.48,101.21,18 May 2019
2019-05-17,100.7,99.09,101.56,101.52,17 May 2019
2019-05-16,100.25,99.02,101.68,101.04,16 May 2019
2019-05-15,100.46,98.93,102.4,101.39,15 May 2019
2019-05-14,100.34,99.16,102.68,101.06,14 May 2019
2019-05-13,100.31,99.29,103.24,101.15,13 May 2019
2019-05-12,100.31,99.29,103.24,101.15,12 May 2019
2019-05-11,100.31,99.29,103.24,101.15,11 May 2019
2019-05-10,100.1,99,103.16,100.52,10 May 2019
2019-05-09,100.18,98.84,103.21,100.56,09 May 2019
2019-05-08,99.9,98.69,103.14,99.99,08 May 2019
2019-05-07,99.86,98.49,103.58,99.45,07 May 2019
2019-05-06,99.84,98.49,103.8,99.21,06 May 2019
2019-05-05,99.84,98.49,103.8,99.21,05 May 2019
2019-05-04,99.84,98.49,103.8,99.21,04 May 2019
2019-05-03,99.92,98.18,103.18,98.54,03 May 2019
2019-05-02,99.6,98.46,103.2,98.39,02 May 2019
2019-05-01,99.6,98.47,102.82,98.47,01 May 2019
2019-04-30,99.6,98.47,102.82,98.47,30 Apr 2019
2019-04-29,99.8,98.1,102.44,98.21,29 Apr 2019
2019-04-28,99.8,98.1,102.44,98.21,28 Apr 2019
2019-04-27,99.8,98.1,102.44,98.21,27 Apr 2019
2019-04-26,99.96,98.04,102.39,98.3,26 Apr 2019
2019-04-25,100.15,98.11,102.32,98.36,25 Apr 2019
2019-04-24,99.54,98.28,102.34,97.93,24 Apr 2019
2019-04-23,99.29,98.38,102.53,97.7,23 Apr 2019
2019-04-22,99.15,98.27,102.44,97.56,22 Apr 2019
2019-04-21,99.15,98.27,102.44,97.56,21 Apr 2019
2019-04-20,99.15,98.27,102.44,97.56,20 Apr 2019
2019-04-19,99.15,98.27,102.44,97.56,19 Apr 2019
2019-04-18,99.15,98.27,102.44,97.56,18 Apr 2019
2019-04-17,98.88,98.42,102.4,97.28,17 Apr 2019
2019-04-16,99.01,98.54,102.75,97.38,16 Apr 2019
2019-04-15,98.83,98.51,102.84,97.31,15 Apr 2019
2019-04-14,98.83,98.51,102.84,97.31,14 Apr 2019
2019-04-13,98.83,98.51,102.84,97.31,13 Apr 2019
2019-04-12,98.8,98.54,102.88,97.29,12 Apr 2019
2019-04-11,99.07,98.24,102.8,98.15,11 Apr 2019
2019-04-10,98.95,98.25,102.92,98.14,10 Apr 2019
2019-04-09,98.98,98.28,102.61,98.02,09 Apr 2019
2019-04-08,99.31,98.18,102.73,98.06,08 Apr 2019
2019-04-07,99.31,98.18,102.73,98.06,07 Apr 2019
2019-04-06,99.31,98.18,102.73,98.06,06 Apr 2019
2019-04-05,99.32,98,102.92,97.82,05 Apr 2019
2019-04-04,99.35,97.87,103.5,98.04,04 Apr 2019
2019-04-03,99.13,97.93,103.57,97.88,03 Apr 2019
2019-04-02,99.31,97.82,102.69,98.14,02 Apr 2019
2019-04-01,99.32,97.97,103.24,98.41,01 Apr 2019
2019-03-31,99.32,97.97,103.24,98.41,31 Mar 2019
2019-03-30,99.32,97.97,103.24,98.41,30 Mar 2019
2019-03-29,99.37,98.04,103.08,98.62,29 Mar 2019
2019-03-28,99.7,98.09,103.47,98.96,28 Mar 2019
2019-03-27,99.35,98.09,104.05,98.91,27 Mar 2019
2019-03-26,99,98.1,103.8,98.7,26 Mar 2019
2019-03-25,98.96,98.37,103.6,99,25 Mar 2019
2019-03-24,98.96,98.37,103.6,99,24 Mar 2019
2019-03-23,98.96,98.37,103.6,99,23 Mar 2019
2019-03-22,98.94,98.24,103.18,98.89,22 Mar 2019
2019-03-21,98.45,98.52,102.46,98.24,21 Mar 2019
2019-03-20,98.7,98.44,102.86,97.54,20 Mar 2019
2019-03-19,98.71,98.44,103.79,97.66,19 Mar 2019
2019-03-18,98.94,98.45,103.64,97.68,18 Mar 2019
2019-03-17,98.94,98.45,103.64,97.68,17 Mar 2019
2019-03-16,98.94,98.45,103.64,97.68,16 Mar 2019
2019-03-15,99.2,98.35,103.85,97.8,15 Mar 2019
2019-03-14,99.37,98.35,104.09,97.87,14 Mar 2019
2019-03-13,99.21,98.38,103.26,97.94,13 Mar 2019
2019-03-12,99.32,98.27,102.84,98.24,12 Mar 2019
2019-03-11,99.58,98.17,102.65,98.44,11 Mar 2019
2019-03-10,99.58,98.17,102.65,98.44,10 Mar 2019
2019-03-09,99.58,98.17,102.65,98.44,09 Mar 2019
2019-03-08,99.8,98.11,103.03,98.49,08 Mar 2019
2019-03-07,99.42,98.22,103.15,97.67,07 Mar 2019
2019-03-06,99.24,98.38,103.16,97.55,06 Mar 2019
2019-03-05,99.13,98.5,102.77,97.35,05 Mar 2019
2019-03-04,99.12,98.49,103.51,97.31,04 Mar 2019
2019-03-03,99.12,98.49,103.51,97.31,03 Mar 2019
2019-03-02,99.12,98.49,103.51,97.31,02 Mar 2019
2019-03-01,98.86,98.75,103.44,97.26,01 Mar 2019
2019-02-28,98.49,98.67,103.57,97.97,28 Feb 2019
2019-02-27,98.47,98.47,103.84,98.12,27 Feb 2019
2019-02-26,98.66,98.51,103.15,98.02,26 Feb 2019
2019-02-25,98.53,98.5,102.17,98.05,25 Feb 2019
2019-02-24,98.53,98.5,102.17,98.05,24 Feb 2019
2019-02-23,98.53,98.5,102.17,98.05,23 Feb 2019
2019-02-22,98.99,98.58,101.67,98.28,22 Feb 2019
2019-02-21,98.84,98.66,102.31,98.33,21 Feb 2019
2019-02-20,98.83,98.6,102.08,98.3,20 Feb 2019
2019-02-19,99.25,98.57,101.76,98.68,19 Feb 2019
2019-02-18,99.16,98.74,101.34,98.79,18 Feb 2019
2019-02-17,99.16,98.74,101.34,98.79,17 Feb 2019
2019-02-16,99.16,98.74,101.34,98.79,16 Feb 2019
2019-02-15,99.45,98.42,100.72,99.01,15 Feb 2019
2019-02-14,99.59,98.61,100.82,98.59,14 Feb 2019
2019-02-13,99.27,98.54,101.29,98.63,13 Feb 2019
2019-02-12,99.21,98.52,101.08,98.98,12 Feb 2019
2019-02-11,99.17,98.63,101.28,99.24,11 Feb 2019
2019-02-10,99.17,98.63,101.28,99.24,10 Feb 2019
2019-02-09,99.17,98.63,101.28,99.24,09 Feb 2019
2019-02-08,98.87,98.63,101.44,99.29,08 Feb 2019
2019-02-07,98.93,98.66,101.14,99.42,07 Feb 2019
2019-02-06,98.67,98.85,101.13,99.19,06 Feb 2019
2019-02-05,98.47,98.91,101.27,98.88,05 Feb 2019
2019-02-04,98.57,99.09,101.56,99,04 Feb 2019
2019-02-03,98.57,99.09,101.56,99,03 Feb 2019
2019-02-02,98.57,99.09,101.56,99,02 Feb 2019
2019-02-01,98.37,99.1,101.31,99.73,01 Feb 2019
2019-01-31,98.12,99,101.63,99.71,31 Jan 2019
2019-01-30,98.54,98.94,101.85,99.32,30 Jan 2019
2019-01-29,98.59,98.91,102.59,99.42,29 Jan 2019
2019-01-28,98.62,98.9,102.4,99.5,28 Jan 2019
2019-01-27,98.62,98.9,102.4,99.5,27 Jan 2019
