date,US,Eurozone,UK,Japan,date_popup
2024-07-29,108.96,107.93,111.33,76.8,29 Jul 2024
2024-07-28,108.96,107.93,111.33,76.8,28 Jul 2024
2024-07-27,108.96,107.93,111.33,76.8,27 Jul 2024
2024-07-26,108.75,108.14,111.44,76.37,26 Jul 2024
2024-07-25,108.74,108.04,111.48,77.26,25 Jul 2024
2024-07-24,108.72,108.14,111.97,76.65,24 Jul 2024
2024-07-23,108.56,108.27,111.93,75.63,23 Jul 2024
2024-07-22,108.58,108.44,111.86,75.28,22 Jul 2024
2024-07-21,108.58,108.44,111.86,75.28,21 Jul 2024
2024-07-20,108.58,108.44,111.86,75.28,20 Jul 2024
2024-07-19,108.43,108.48,111.79,74.9,19 Jul 2024
2024-07-18,107.96,108.53,111.99,75.23,18 Jul 2024
2024-07-17,107.94,108.54,112.35,75.15,17 Jul 2024
2024-07-16,108.14,108.45,112.09,74.4,16 Jul 2024
2024-07-15,108.11,108.43,112.1,74.56,15 Jul 2024
2024-07-14,108.11,108.43,112.1,74.56,14 Jul 2024
2024-07-13,108.11,108.43,112.1,74.56,13 Jul 2024
2024-07-12,108.05,108.26,112,74.15,12 Jul 2024
2024-07-11,108.49,108.22,111.57,72.99,11 Jul 2024
2024-07-10,108.59,108.08,111.17,73.14,10 Jul 2024
2024-07-09,108.78,108.03,111.17,73.35,09 Jul 2024
2024-07-08,108.71,108.11,111.35,73.38,08 Jul 2024
2024-07-07,108.71,108.11,111.35,73.38,07 Jul 2024
2024-07-06,108.71,108.11,111.35,73.38,06 Jul 2024
2024-07-05,108.75,108.07,111.03,73.45,05 Jul 2024
2024-07-04,108.91,107.94,110.88,73.46,04 Jul 2024
2024-07-03,109.35,107.88,110.78,73.21,03 Jul 2024
2024-07-02,109.52,107.73,110.56,73.4,02 Jul 2024
2024-07-01,109.34,107.59,110.47,73.46,01 Jul 2024
2024-06-30,109.34,107.59,110.47,73.46,30 Jun 2024
2024-06-29,109.34,107.59,110.47,73.46,29 Jun 2024
2024-06-28,109.29,107.25,110.45,73.7,28 Jun 2024
2024-06-27,109.47,107.32,110.53,73.88,27 Jun 2024
2024-06-26,109.33,107.17,110.63,73.93,26 Jun 2024
2024-06-25,108.99,107.18,110.64,74.24,25 Jun 2024
2024-06-24,108.95,107.26,110.36,74.16,24 Jun 2024
2024-06-23,108.95,107.26,110.36,74.16,23 Jun 2024
2024-06-22,108.95,107.26,110.36,74.16,22 Jun 2024
2024-06-21,109.2,107,110.42,74.52,21 Jun 2024
2024-06-20,109.2,107.09,110.55,74.7,20 Jun 2024
2024-06-19,109.12,107.32,110.76,74.86,19 Jun 2024
2024-06-18,109.24,107.23,110.54,74.89,18 Jun 2024
2024-06-17,109.35,107.27,110.53,75.01,17 Jun 2024
2024-06-16,109.35,107.27,110.53,75.01,16 Jun 2024
2024-06-15,109.35,107.27,110.53,75.01,15 Jun 2024
2024-06-14,109.38,107.02,110.86,75.44,14 Jun 2024
2024-06-13,109.2,107.64,110.93,75.15,13 Jun 2024
2024-06-12,109.35,107.52,110.99,75.17,12 Jun 2024
2024-06-11,109.08,107.22,111.03,75.34,11 Jun 2024
2024-06-10,108.98,107.38,110.64,75.34,10 Jun 2024
2024-06-09,108.98,107.38,110.64,75.34,09 Jun 2024
2024-06-08,108.98,107.38,110.64,75.34,08 Jun 2024
2024-06-07,108,108.07,110.41,75.66,07 Jun 2024
2024-06-06,107.92,107.91,110.34,75.38,06 Jun 2024
2024-06-05,107.96,108.03,110.46,75.48,05 Jun 2024
2024-06-04,108.16,108,110.28,76.08,04 Jun 2024
2024-06-03,107.96,107.88,110.16,75.17,03 Jun 2024
2024-06-02,107.96,107.88,110.16,75.17,02 Jun 2024
2024-06-01,107.96,107.88,110.16,75.17,01 Jun 2024
2024-05-31,107.51,107.92,109.94,75.01,31 May 2024
2024-05-30,107.61,107.68,110.12,75.2,30 May 2024
2024-05-29,107.32,107.9,110.26,74.87,29 May 2024
2024-05-28,106.93,107.85,110.32,74.95,28 May 2024
2024-05-27,107.15,107.75,110.22,75,27 May 2024
2024-05-26,107.15,107.75,110.22,75,26 May 2024
2024-05-25,107.15,107.75,110.22,75,25 May 2024
2024-05-24,107.23,107.81,110.02,74.92,24 May 2024
2024-05-23,107.04,107.83,110.13,75.1,23 May 2024
2024-05-22,107.15,107.72,110.05,75.15,22 May 2024
2024-05-21,106.86,107.83,109.78,75.14,21 May 2024
2024-05-20,106.88,107.83,109.63,75.36,20 May 2024
2024-05-19,106.88,107.83,109.63,75.36,19 May 2024
2024-05-18,106.88,107.83,109.63,75.36,18 May 2024
2024-05-17,107,107.78,109.38,75.39,17 May 2024
2024-05-16,106.84,107.8,109.19,75.69,16 May 2024
2024-05-15,107.18,107.74,109.15,75.58,15 May 2024
2024-05-14,107.41,107.67,108.9,75.32,14 May 2024
2024-05-13,107.35,107.67,108.83,75.62,13 May 2024
2024-05-12,107.35,107.67,108.83,75.62,12 May 2024
2024-05-11,107.35,107.67,108.83,75.62,11 May 2024
2024-05-10,107.39,107.6,108.73,75.66,10 May 2024
2024-05-09,107.75,107.35,108.64,75.7,09 May 2024
2024-05-08,107.71,107.46,108.59,75.82,08 May 2024
2024-05-07,107.39,107.46,108.96,76.18,07 May 2024
2024-05-06,107.3,107.42,109.13,76.51,06 May 2024
2024-05-05,107.3,107.42,109.13,76.51,05 May 2024
2024-05-04,107.3,107.42,109.13,76.51,04 May 2024
2024-05-03,107.53,107.35,109.19,76.98,03 May 2024
2024-05-02,107.87,107.25,109.15,76.38,02 May 2024
2024-05-01,107.97,107.51,109.4,75.36,01 May 2024
2024-04-30,107.97,107.51,109.4,75.36,30 Apr 2024
2024-04-29,107.98,107.49,109.36,75.68,29 Apr 2024
2024-04-28,107.98,107.49,109.36,75.68,28 Apr 2024
2024-04-27,107.98,107.49,109.36,75.68,27 Apr 2024
2024-04-26,108.21,107.56,109.21,75.47,26 Apr 2024
2024-04-25,107.97,107.54,109.15,76.06,25 Apr 2024
2024-04-24,107.96,107.36,108.65,76.43,24 Apr 2024
2024-04-23,108.19,107.31,108.49,76.55,23 Apr 2024
2024-04-22,108.32,107.08,107.94,76.64,22 Apr 2024
2024-04-21,108.32,107.08,107.94,76.64,21 Apr 2024
2024-04-20,108.32,107.08,107.94,76.64,20 Apr 2024
2024-04-19,108.49,107.21,108.97,76.69,19 Apr 2024
2024-04-18,108,107.26,109.01,76.68,18 Apr 2024
2024-04-17,108.26,107.07,109.17,76.63,17 Apr 2024
2024-04-16,108.11,107.03,109.09,76.61,16 Apr 2024
2024-04-15,107.62,106.93,109.09,76.83,15 Apr 2024
2024-04-14,107.62,106.93,109.09,76.83,14 Apr 2024
2024-04-13,107.62,106.93,109.09,76.83,13 Apr 2024
2024-04-12,107.51,106.74,108.97,77.16,12 Apr 2024
2024-04-11,107.13,107.18,109.14,77.05,11 Apr 2024
2024-04-10,106.36,107.77,109.59,77.3,10 Apr 2024
2024-04-09,106.34,107.83,109.43,77.29,09 Apr 2024
2024-04-08,106.67,107.67,109.13,77.38,08 Apr 2024
2024-04-07,106.67,107.67,109.13,77.38,07 Apr 2024
2024-04-06,106.67,107.67,109.13,77.38,06 Apr 2024
2024-04-05,106.61,107.73,109.2,77.61,05 Apr 2024
2024-04-04,106.58,107.86,109.26,77.39,04 Apr 2024
2024-04-03,106.88,107.51,109.1,77.53,03 Apr 2024
2024-04-02,106.97,107.27,109.21,77.63,02 Apr 2024
2024-04-01,106.7,107.62,109.46,77.71,01 Apr 2024
2024-03-31,106.7,107.62,109.46,77.71,31 Mar 2024
2024-03-30,106.7,107.62,109.46,77.71,30 Mar 2024
2024-03-29,106.69,107.61,109.46,77.7,29 Mar 2024
2024-03-28,106.7,107.62,109.46,77.71,28 Mar 2024
2024-03-27,106.73,107.7,109.15,77.72,27 Mar 2024
2024-03-26,106.61,107.85,109.16,77.42,26 Mar 2024
2024-03-25,106.65,107.62,109.21,77.56,25 Mar 2024
2024-03-24,106.65,107.62,109.21,77.56,24 Mar 2024
2024-03-23,106.65,107.62,109.21,77.56,23 Mar 2024
2024-03-22,106.78,107.63,109.09,77.61,22 Mar 2024
2024-03-21,106.28,107.9,109.46,77.27,21 Mar 2024
2024-03-20,106.68,107.61,109.58,77.19,20 Mar 2024
2024-03-19,106.62,107.58,109.56,77.77,19 Mar 2024
2024-03-18,106.18,107.65,109.52,78.3,18 Mar 2024
2024-03-17,106.18,107.65,109.52,78.3,17 Mar 2024
2024-03-16,106.18,107.65,109.52,78.3,16 Mar 2024
2024-03-15,106.08,107.51,109.59,78.46,15 Mar 2024
2024-03-14,105.8,107.59,109.64,78.69,14 Mar 2024
2024-03-13,105.84,107.68,109.66,78.7,13 Mar 2024
2024-03-12,105.88,107.47,109.5,78.71,12 Mar 2024
2024-03-11,105.76,107.43,109.82,79.21,11 Mar 2024
2024-03-10,105.76,107.43,109.82,79.21,10 Mar 2024
2024-03-09,105.76,107.43,109.82,79.21,09 Mar 2024
2024-03-08,105.8,107.52,109.92,79.03,08 Mar 2024
2024-03-07,106.07,107.41,109.48,78.89,07 Mar 2024
2024-03-06,106.38,107.46,109.42,78.1,06 Mar 2024
2024-03-05,106.58,107.41,109.31,77.84,05 Mar 2024
2024-03-04,106.6,107.34,109.21,77.69,04 Mar 2024
2024-03-03,106.6,107.34,109.21,77.69,03 Mar 2024
2024-03-02,106.6,107.34,109.21,77.69,02 Mar 2024
2024-03-01,106.72,107.1,109.05,77.74,01 Mar 2024
2024-02-29,106.74,107.2,109.02,77.96,29 Feb 2024
2024-02-28,106.83,107.05,109.07,77.72,28 Feb 2024
2024-02-27,106.55,107.32,109.16,77.85,27 Feb 2024
2024-02-26,106.63,107.3,109.31,77.66,26 Feb 2024
2024-02-25,106.63,107.3,109.31,77.66,25 Feb 2024
2024-02-24,106.63,107.3,109.31,77.66,24 Feb 2024
2024-02-23,106.57,107.11,109.39,77.76,23 Feb 2024
2024-02-22,106.51,107.15,109.05,77.67,22 Feb 2024
2024-02-21,106.63,106.95,108.91,77.97,21 Feb 2024
2024-02-20,106.62,106.96,108.85,77.94,20 Feb 2024
2024-02-19,106.68,106.74,108.99,78.07,19 Feb 2024
2024-02-18,106.68,106.74,108.99,78.07,18 Feb 2024
2024-02-17,106.68,106.74,108.99,78.07,17 Feb 2024
2024-02-16,106.71,106.74,108.76,77.86,16 Feb 2024
2024-02-15,106.85,106.57,108.61,78.03,15 Feb 2024
2024-02-14,107,106.36,108.98,77.86,14 Feb 2024
2024-02-13,106.52,106.65,109.42,78.28,13 Feb 2024
2024-02-12,106.57,106.52,108.95,78.49,12 Feb 2024
2024-02-11,106.57,106.52,108.95,78.49,11 Feb 2024
2024-02-10,106.57,106.52,108.95,78.49,10 Feb 2024
2024-02-09,106.67,106.58,108.92,78.29,09 Feb 2024
2024-02-08,106.69,106.43,108.92,78.42,08 Feb 2024
2024-02-07,106.48,106.45,109.03,78.87,07 Feb 2024
2024-02-06,106.65,106.29,108.7,78.76,06 Feb 2024
2024-02-05,106.8,106.33,108.57,78.78,05 Feb 2024
2024-02-04,106.8,106.33,108.57,78.78,04 Feb 2024
2024-02-03,106.8,106.33,108.57,78.78,03 Feb 2024
2024-02-02,105.86,106.75,109.34,79.36,02 Feb 2024
2024-02-01,106.38,106.49,109.03,79.42,01 Feb 2024
2024-01-31,106.26,106.62,109.01,78.91,31 Jan 2024
2024-01-30,106.28,106.76,108.82,79.06,30 Jan 2024
2024-01-29,106.31,106.58,109.22,78.87,29 Jan 2024
2024-01-28,106.31,106.58,109.22,78.87,28 Jan 2024
2024-01-27,106.31,106.58,109.22,78.87,27 Jan 2024
2024-01-26,106.19,106.87,109.28,78.9,26 Jan 2024
2024-01-25,106.26,107.05,109.18,78.97,25 Jan 2024
2024-01-24,106.05,107.01,109.14,79.1,24 Jan 2024
2024-01-23,106.35,106.98,109.18,78.81,23 Jan 2024
2024-01-22,106.19,107.12,109.18,78.95,22 Jan 2024
2024-01-21,106.19,107.12,109.18,78.95,21 Jan 2024
2024-01-20,106.19,107.12,109.18,78.95,20 Jan 2024
2024-01-19,106.24,107.09,108.81,78.77,19 Jan 2024
2024-01-18,106.4,107.08,108.88,78.92,18 Jan 2024
2024-01-17,106.52,107.09,108.83,79.08,17 Jan 2024
2024-01-16,106.08,106.9,108.39,79.46,16 Jan 2024
2024-01-15,105.55,107.08,108.51,79.58,15 Jan 2024
2024-01-14,105.55,107.08,108.51,79.58,14 Jan 2024
2024-01-13,105.55,107.08,108.51,79.58,13 Jan 2024
2024-01-12,105.44,106.97,108.61,79.77,12 Jan 2024
2024-01-11,105.34,107.19,108.51,79.71,11 Jan 2024
2024-01-10,105.53,106.97,108.51,79.89,10 Jan 2024
2024-01-09,105.3,106.83,108.54,80.5,09 Jan 2024
2024-01-08,105.35,106.87,108.3,80.24,08 Jan 2024
2024-01-07,105.35,106.87,108.3,80.24,07 Jan 2024
2024-01-06,105.35,106.87,108.3,80.24,06 Jan 2024
2024-01-05,105.52,106.78,108.12,79.86,05 Jan 2024
2024-01-04,105.25,106.85,108.09,80.3,04 Jan 2024
2024-01-03,105.4,106.7,107.72,81.02,03 Jan 2024
2024-01-02,105.09,106.82,107.56,81.39,02 Jan 2024
2024-01-01,104.47,107.11,107.45,81.34,01 Jan 2024
2023-12-31,104.47,107.11,107.45,81.34,31 Dec 2023
2023-12-30,104.47,107.11,107.45,81.34,30 Dec 2023
2023-12-29,104.47,107.11,107.45,81.34,29 Dec 2023
2023-12-28,104.19,107.5,107.5,81.55,28 Dec 2023
2023-12-27,104.65,107.46,107.76,80.88,27 Dec 2023
2023-12-26,104.78,107.13,107.76,81.22,26 Dec 2023
2023-12-25,104.78,107.13,107.76,81.23,25 Dec 2023
2023-12-24,104.78,107.13,107.76,81.23,24 Dec 2023
2023-12-23,104.78,107.13,107.76,81.23,23 Dec 2023
2023-12-22,104.78,107.13,107.76,81.23,22 Dec 2023
2023-12-21,105.16,106.98,107.46,81.04,21 Dec 2023
2023-12-20,105.3,106.79,107.66,80.66,20 Dec 2023
2023-12-19,105.35,106.91,108.35,80.24,19 Dec 2023
2023-12-18,105.52,106.64,107.92,81.14,18 Dec 2023
2023-12-17,105.52,106.64,107.92,81.14,17 Dec 2023
2023-12-16,105.52,106.64,107.92,81.14,16 Dec 2023
2023-12-15,105.31,106.57,108.47,81.59,15 Dec 2023
2023-12-14,105.51,106.47,108.25,81.69,14 Dec 2023
2023-12-13,106.57,106.22,107.83,80.18,13 Dec 2023
2023-12-12,106.21,106.03,108.03,80.25,12 Dec 2023
2023-12-11,106.54,105.85,108.36,79.72,11 Dec 2023
2023-12-10,106.54,105.85,108.36,79.72,10 Dec 2023
2023-12-09,106.54,105.85,108.36,79.72,09 Dec 2023
2023-12-08,106.25,105.76,108.15,80.7,08 Dec 2023
2023-12-07,106.22,105.73,108.05,80.3,07 Dec 2023
2023-12-06,106.28,105.82,108.32,79.06,06 Dec 2023
2023-12-05,106.29,106.02,108.32,79.04,05 Dec 2023
2023-12-04,105.81,106.19,108.37,79.03,04 Dec 2023
2023-12-03,105.81,106.19,108.37,79.03,03 Dec 2023
2023-12-02,105.81,106.19,108.37,79.03,02 Dec 2023
2023-12-01,105.98,106.39,108.15,78.32,01 Dec 2023
2023-11-30,105.91,106.77,107.99,78.59,30 Nov 2023
2023-11-29,105.47,106.98,107.93,78.3,29 Nov 2023
2023-11-28,105.8,107.05,107.57,77.98,28 Nov 2023
2023-11-27,105.75,107.05,107.77,77.96,27 Nov 2023
2023-11-26,105.75,107.05,107.77,77.96,26 Nov 2023
2023-11-25,105.75,107.05,107.77,77.96,25 Nov 2023
2023-11-24,106.06,106.97,107.52,77.66,24 Nov 2023
2023-11-23,106.09,106.82,107.26,77.65,23 Nov 2023
2023-11-22,106.05,106.88,107.18,78.08,22 Nov 2023
2023-11-21,105.74,107.07,106.91,78.49,21 Nov 2023
2023-11-20,106.06,107.14,106.56,78.29,20 Nov 2023
2023-11-19,106.06,107.14,106.56,78.29,19 Nov 2023
2023-11-18,106.06,107.14,106.56,78.29,18 Nov 2023
2023-11-17,106.4,106.9,106.7,78.04,17 Nov 2023
2023-11-16,106.81,106.99,106.6,77.29,16 Nov 2023
2023-11-15,106.7,107.1,107.07,77.69,15 Nov 2023
2023-11-14,107.88,106.77,106.74,77.68,14 Nov 2023
2023-11-13,108.16,106.44,106.61,77.74,13 Nov 2023
2023-11-12,108.16,106.44,106.61,77.74,12 Nov 2023
2023-11-11,108.16,106.44,106.61,77.74,11 Nov 2023
2023-11-10,108.17,106.5,106.29,77.87,10 Nov 2023
2023-11-09,107.79,106.47,106.56,77.9,09 Nov 2023
2023-11-08,107.77,106.32,106.69,78.04,08 Nov 2023
2023-11-07,107.66,106.38,106.94,78.21,07 Nov 2023
2023-11-06,107.25,106.56,107.35,78.33,06 Nov 2023
2023-11-05,107.25,106.56,107.35,78.33,05 Nov 2023
2023-11-04,107.25,106.56,107.35,78.33,04 Nov 2023
2023-11-03,107.53,106.52,106.87,78.84,03 Nov 2023
2023-11-02,108.14,106.55,106.44,78.82,02 Nov 2023
2023-11-01,109.07,105.93,106.47,78.58,01 Nov 2023
2023-10-31,108.87,106.46,106.29,78.57,31 Oct 2023
2023-10-30,108.79,106.3,106.21,79.19,30 Oct 2023
2023-10-29,108.79,106.3,106.21,79.19,29 Oct 2023
2023-10-28,108.79,106.3,106.21,79.19,28 Oct 2023
2023-10-27,109.06,105.94,106.36,79.24,27 Oct 2023
2023-10-26,109.35,105.99,106.21,79.09,26 Oct 2023
2023-10-25,109.04,106.17,106.25,79.19,25 Oct 2023
2023-10-24,108.69,106.44,106.71,79.11,24 Oct 2023
2023-10-23,109.06,106.34,106.46,79.2,23 Oct 2023
2023-10-22,109.06,106.34,106.46,79.2,22 Oct 2023
2023-10-21,109.06,106.34,106.46,79.2,21 Oct 2023
2023-10-20,109.03,106.28,106.33,79.2,20 Oct 2023
2023-10-19,109.16,106.07,106.33,79.32,19 Oct 2023
2023-10-18,108.7,105.93,106.87,79.28,18 Oct 2023
2023-10-17,108.61,105.93,106.61,79.35,17 Oct 2023
2023-10-16,108.7,105.76,106.83,79.39,16 Oct 2023
2023-10-15,108.7,105.76,106.83,79.39,15 Oct 2023
2023-10-14,108.7,105.76,106.83,79.39,14 Oct 2023
2023-10-13,108.74,105.75,106.96,79.34,13 Oct 2023
2023-10-12,108.15,106.23,107.49,79.31,12 Oct 2023
2023-10-11,108.29,106.16,107.43,79.51,11 Oct 2023
2023-10-10,108.71,106.24,107.28,79.58,10 Oct 2023
2023-10-09,108.98,105.94,106.9,79.63,09 Oct 2023
2023-10-08,108.98,105.94,106.9,79.63,08 Oct 2023
2023-10-07,108.98,105.94,106.9,79.63,07 Oct 2023
2023-10-06,108.95,106.17,107.08,79.62,06 Oct 2023
2023-10-05,108.91,105.93,106.79,79.78,05 Oct 2023
2023-10-04,108.88,105.78,106.69,79.75,04 Oct 2023
2023-10-03,108.86,105.63,106.35,79.31,03 Oct 2023
2023-10-02,108.28,105.8,106.7,79.23,02 Oct 2023
2023-10-01,108.28,105.8,106.7,79.23,01 Oct 2023
2023-09-30,108.28,105.8,106.7,79.23,30 Sep 2023
2023-09-29,107.78,106.07,107.1,79.26,29 Sep 2023
2023-09-28,108.22,105.86,107.11,79.44,28 Sep 2023
2023-09-27,108.27,105.89,106.51,79.51,27 Sep 2023
2023-09-26,107.82,106.22,106.49,79.5,26 Sep 2023
2023-09-25,107.46,106.28,106.61,79.44,25 Sep 2023
2023-09-24,107.46,106.28,106.61,79.44,24 Sep 2023
2023-09-23,107.46,106.28,106.61,79.44,23 Sep 2023
2023-09-22,107.24,106.27,106.83,79.56,22 Sep 2023
2023-09-21,107.37,106.31,106.95,79.84,21 Sep 2023
2023-09-20,106.87,106.52,107.36,79.59,20 Sep 2023
2023-09-19,106.85,106.58,107.75,79.69,19 Sep 2023
2023-09-18,107.08,106.26,107.7,79.78,18 Sep 2023
2023-09-17,107.08,106.26,107.7,79.78,17 Sep 2023
2023-09-16,107.08,106.26,107.7,79.78,16 Sep 2023
2023-09-15,107.03,106.1,107.94,79.65,15 Sep 2023
2023-09-14,106.88,106.59,108.12,79.76,14 Sep 2023
2023-09-13,107.05,106.63,108.03,79.75,13 Sep 2023
2023-09-12,107.18,106.58,108.18,80.1,12 Sep 2023
2023-09-11,107.32,106.62,108.57,80.32,11 Sep 2023
2023-09-10,107.32,106.62,108.57,80.32,10 Sep 2023
2023-09-09,107.32,106.62,108.57,80.32,09 Sep 2023
2023-09-08,107.61,106.66,108.5,80.05,08 Sep 2023
2023-09-07,107.55,106.64,108.29,80.14,07 Sep 2023
2023-09-06,107.36,106.58,108.81,79.96,06 Sep 2023
2023-09-05,107.15,106.37,108.66,79.83,05 Sep 2023
2023-09-04,106.48,106.49,108.75,80.01,04 Sep 2023
2023-09-03,106.48,106.49,108.75,80.01,03 Sep 2023
2023-09-02,106.48,106.49,108.75,80.01,02 Sep 2023
2023-09-01,106.18,106.65,108.88,80.5,01 Sep 2023
2023-08-31,106,106.85,108.8,80.24,31 Aug 2023
2023-08-30,106.02,107.01,108.63,80.02,30 Aug 2023
2023-08-29,106.39,106.58,108.41,79.7,29 Aug 2023
2023-08-28,106.23,106.54,108.45,80.01,28 Aug 2023
2023-08-27,106.23,106.54,108.45,80.01,27 Aug 2023
2023-08-26,106.23,106.54,108.45,80.01,26 Aug 2023
2023-08-25,106.19,106.44,108.62,80.25,25 Aug 2023
2023-08-24,106.11,106.63,108.73,80.31,24 Aug 2023
2023-08-23,106.4,106.59,108.7,80.6,23 Aug 2023
2023-08-22,106.16,107,109.51,80.33,22 Aug 2023
2023-08-21,106.23,107.21,109.39,80.25,21 Aug 2023
2023-08-20,106.23,107.21,109.39,80.25,20 Aug 2023
2023-08-19,106.23,107.21,109.39,80.25,19 Aug 2023
2023-08-18,106.42,106.99,109.2,80.58,18 Aug 2023
2023-08-17,106.27,107.21,109.47,80.38,17 Aug 2023
2023-08-16,106.28,107.36,109.23,80.43,16 Aug 2023
2023-08-15,106.29,107.62,108.93,80.51,15 Aug 2023
2023-08-14,105.98,107.3,108.44,80.54,14 Aug 2023
2023-08-13,105.98,107.3,108.44,80.54,13 Aug 2023
2023-08-12,105.98,107.3,108.44,80.54,12 Aug 2023
2023-08-11,105.5,107.55,108.37,80.61,11 Aug 2023
2023-08-10,105.24,107.5,108.45,80.78,10 Aug 2023
2023-08-09,105.52,107.23,108.43,81.05,09 Aug 2023
2023-08-08,105.69,107.1,108.38,81.41,08 Aug 2023
2023-08-07,105.13,106.99,108.33,81.56,07 Aug 2023
2023-08-06,105.13,106.99,108.33,81.56,06 Aug 2023
2023-08-05,105.13,106.99,108.33,81.56,05 Aug 2023
2023-08-04,105.48,106.87,108.18,81.4,04 Aug 2023
2023-08-03,105.32,106.67,107.71,81.11,03 Aug 2023
2023-08-02,104.72,106.73,108.37,80.97,02 Aug 2023
2023-08-01,104.56,106.49,108.44,80.75,01 Aug 2023
2023-07-31,104.09,106.52,108.63,80.94,31 Jul 2023
2023-07-30,104.09,106.52,108.63,80.94,30 Jul 2023
2023-07-29,104.09,106.52,108.63,80.94,29 Jul 2023
2023-07-28,104.01,106.31,108.77,82.69,28 Jul 2023
2023-07-27,103.72,106.96,108.8,81.87,27 Jul 2023
2023-07-26,104.06,106.65,108.82,81.88,26 Jul 2023
2023-07-25,104,106.62,108.2,81.35,25 Jul 2023
2023-07-24,104.15,107.15,108.28,81.69,24 Jul 2023
2023-07-23,104.15,107.15,108.28,81.69,23 Jul 2023
2023-07-22,104.15,107.15,108.28,81.69,22 Jul 2023
2023-07-21,104.18,107.41,107.98,81.25,21 Jul 2023
2023-07-20,103.58,107.62,107.85,82.13,20 Jul 2023
2023-07-19,103.71,107.89,108.07,82.28,19 Jul 2023
2023-07-18,103.31,107.73,109.42,82.95,18 Jul 2023
2023-07-17,103.46,107.51,109.22,82.84,17 Jul 2023
2023-07-16,103.46,107.51,109.22,82.84,16 Jul 2023
2023-07-15,103.46,107.51,109.22,82.84,15 Jul 2023
2023-07-14,103.37,107.32,109.47,82.59,14 Jul 2023
2023-07-13,103.63,107.19,109.41,82.85,13 Jul 2023
2023-07-12,104.51,106.63,109.22,82.81,12 Jul 2023
2023-07-11,104.82,106.61,109.55,82.49,11 Jul 2023
2023-07-10,105.28,106.82,108.81,81.8,10 Jul 2023
2023-07-09,105.28,106.82,108.81,81.8,09 Jul 2023
2023-07-08,105.28,106.82,108.81,81.8,08 Jul 2023
2023-07-07,105.71,106.56,109.18,81.26,07 Jul 2023
2023-07-06,105.37,106.39,109.1,80.91,06 Jul 2023
2023-07-05,105.47,106.25,108.53,80.44,05 Jul 2023
2023-07-04,105.2,106.11,108.47,80.34,04 Jul 2023
2023-07-03,105.48,106.33,108.22,80.32,03 Jul 2023
2023-07-02,105.48,106.33,108.22,80.32,02 Jul 2023
2023-07-01,105.48,106.33,108.22,80.32,01 Jul 2023
2023-06-30,105.68,106.21,108.35,80.61,30 Jun 2023
2023-06-29,105.32,106.53,107.83,80.58,29 Jun 2023
2023-06-28,105.35,106.6,107.85,80.58,28 Jun 2023
2023-06-27,104.95,106.26,108.21,80.74,27 Jun 2023
2023-06-26,105.11,106.06,108.24,81.02,26 Jun 2023
2023-06-25,105.11,106.06,108.24,81.02,25 Jun 2023
2023-06-24,105.11,106.06,108.24,81.02,24 Jun 2023
2023-06-23,105.16,105.61,108.46,80.92,23 Jun 2023
2023-06-22,104.66,106.09,107.93,81.31,22 Jun 2023
2023-06-21,104.83,105.63,107.98,81.54,21 Jun 2023
2023-06-20,104.68,105.63,108.14,81.7,20 Jun 2023
2023-06-19,104.57,105.45,108.59,81.28,19 Jun 2023
2023-06-18,104.57,105.45,108.59,81.28,18 Jun 2023
2023-06-17,104.57,105.45,108.59,81.28,17 Jun 2023
2023-06-16,104.29,105.55,108.45,81.5,16 Jun 2023
2023-06-15,105.03,104.9,107.8,81.82,15 Jun 2023
2023-06-14,104.94,104.65,107.79,82.58,14 Jun 2023
2023-06-13,105.03,104.62,107.24,82.74,13 Jun 2023
2023-06-12,105.08,104.32,107.29,82.93,12 Jun 2023
2023-06-11,105.08,104.32,107.29,82.93,11 Jun 2023
2023-06-10,105.08,104.32,107.29,82.93,10 Jun 2023
2023-06-09,105.09,104.4,107.18,82.88,09 Jun 2023
2023-06-08,105.32,104.28,106.68,82.87,08 Jun 2023
2023-06-07,105.3,104.01,106.68,82.95,07 Jun 2023
2023-06-06,105.51,103.65,106.26,82.96,06 Jun 2023
2023-06-05,105.67,103.75,106.05,82.57,05 Jun 2023
2023-06-04,105.67,103.75,106.05,82.57,04 Jun 2023
2023-06-03,105.67,103.75,106.05,82.57,03 Jun 2023
2023-06-02,105.15,103.95,106.68,83.04,02 Jun 2023
2023-06-01,105.86,103.88,106.75,83.1,01 Jun 2023
2023-05-31,106.07,103.87,105.99,83.12,31 May 2023
2023-05-30,105.48,103.93,106.11,82.75,30 May 2023
2023-05-29,105.69,103.79,105.45,82.48,29 May 2023
2023-05-28,105.69,103.79,105.45,82.48,28 May 2023
2023-05-27,105.69,103.79,105.45,82.48,27 May 2023
2023-05-26,105.65,103.96,105.54,82.67,26 May 2023
2023-05-25,105.72,103.83,105.49,82.96,25 May 2023
2023-05-24,105.43,104.01,105.35,83.29,24 May 2023
2023-05-23,105.51,104,105.34,83.35,23 May 2023
2023-05-22,105.22,104.11,105.61,83.2,22 May 2023
2023-05-21,105.22,104.11,105.61,83.2,21 May 2023
2023-05-20,105.22,104.11,105.61,83.2,20 May 2023
2023-05-19,104.99,104,105.52,83.1,19 May 2023
2023-05-18,105.07,104.1,105.52,83.5,18 May 2023
2023-05-17,104.78,103.95,105.45,83.9,17 May 2023
