date,id,Value
2021-11-01,Prop. increasing,0.96875
2021-11-01,Volatility,3.2600849466225674
2021-11-01,Excl. energy & food,4.97320042820048
2021-10-01,Weighted median,3.1372292855573534
2021-10-01,Prop. increasing,0.953125
2021-10-01,Volatility,3.276552901144675
2021-10-01,Excl. energy & food,4.583704693998818
2021-09-01,Weighted median,2.897188198227413
2021-09-01,Prop. increasing,0.953125
2021-09-01,Volatility,3.2212868709330844
2021-09-01,Excl. energy & food,4.020081814801042
2021-08-01,Weighted median,2.568148527467809
2021-08-01,Prop. increasing,0.921875
2021-08-01,Volatility,3.1955541785632318
2021-08-01,Excl. energy & food,3.9505942844368307
2021-07-01,Weighted median,2.4375333617622696
2021-07-01,Prop. increasing,0.921875
2021-07-01,Volatility,3.128319641705506
2021-07-01,Excl. energy & food,4.203491003205272
2021-06-01,Weighted median,2.343990461476873
2021-06-01,Prop. increasing,0.84375
2021-06-01,Volatility,3.047824931002393
2021-06-01,Excl. energy & food,4.418463807041097
2021-05-01,Weighted median,2.1081815027933737
2021-05-01,Prop. increasing,0.859375
2021-05-01,Volatility,2.90730162835017
2021-05-01,Excl. energy & food,3.779462896621355
2021-04-01,Weighted median,2.045790450379692
2021-04-01,Prop. increasing,0.859375
2021-04-01,Volatility,2.4799934957719767
2021-04-01,Excl. energy & food,2.9605411669099717
2021-03-01,Weighted median,2.0057375448715122
2021-03-01,Prop. increasing,0.765625
2021-03-01,Volatility,1.948372782328582
2021-03-01,Excl. energy & food,1.6448994263633343
2021-02-01,Weighted median,2.014291866043123
2021-02-01,Prop. increasing,0.765625
2021-02-01,Volatility,1.8877628624656482
2021-02-01,Excl. energy & food,1.2756075122848751
2021-01-01,Weighted median,2.001177163037079
2021-01-01,Prop. increasing,0.734375
2021-01-01,Volatility,2.0098806585372486
2021-01-01,Excl. energy & food,1.3963359305281804
2020-12-01,Weighted median,2.1671132912446387
2020-12-01,Prop. increasing,0.71875
2020-12-01,Volatility,2.15726698241422
2020-12-01,Excl. energy & food,1.6239380497706914
2020-11-01,Weighted median,2.279626032054393
2020-11-01,Prop. increasing,0.703125
2020-11-01,Volatility,2.2840431253373974
2020-11-01,Excl. energy & food,1.6641059243526528
2020-10-01,Weighted median,2.499535883085134
2020-10-01,Prop. increasing,0.765625
2020-10-01,Volatility,2.343697431049145
2020-10-01,Excl. energy & food,1.6265992376495244
2020-09-01,Weighted median,2.4899909438242838
2020-09-01,Prop. increasing,0.78125
2020-09-01,Volatility,2.3695648617601814
2020-09-01,Excl. energy & food,1.7065827495952919
2020-08-01,Weighted median,2.7033142430811874
2020-08-01,Prop. increasing,0.734375
2020-08-01,Volatility,2.3859882352847315
2020-08-01,Excl. energy & food,1.7102665256918854
2020-07-01,Weighted median,2.795983054276582
2020-07-01,Prop. increasing,0.65625
2020-07-01,Volatility,2.3819861883341162
2020-07-01,Excl. energy & food,1.5546186569431852
2020-06-01,Weighted median,2.834815529565041
2020-06-01,Prop. increasing,0.671875
2020-06-01,Volatility,2.3367943942621263
2020-06-01,Excl. energy & food,1.1798781300073546
2020-05-01,Weighted median,3.0480807706978648
2020-05-01,Prop. increasing,0.640625
2020-05-01,Volatility,2.121640880267721
