Central bank,date,Policy rate,Today,Last month,Start of year
BoJ,19375,-0.1,,,
BoJ,19376,-0.1,,,
BoJ,19377,-0.1,,,
BoJ,19378,-0.1,,,
BoJ,19379,-0.1,,,
BoJ,19380,-0.1,,,
BoJ,19381,-0.1,,,
BoJ,19382,-0.1,,,
BoJ,19383,-0.1,,,
BoJ,19384,-0.1,,,
BoJ,19385,-0.1,,,
BoJ,19386,-0.1,,,
BoJ,19387,-0.1,,,
BoJ,19388,-0.1,,,
BoJ,19389,-0.1,,,
BoJ,19390,-0.1,,,
BoJ,19391,-0.1,,,
BoJ,19392,-0.1,,,
BoJ,19393,-0.1,,,
BoJ,19394,-0.1,,,
BoJ,19395,-0.1,,,
BoJ,19396,-0.1,,,
BoJ,19397,-0.1,,,
BoJ,19398,-0.1,,,
BoJ,19399,-0.1,,,
BoJ,19400,-0.1,,,
BoJ,19401,-0.1,,,
BoJ,19402,-0.1,,,
BoJ,19403,-0.1,,,
BoJ,19404,-0.1,,,
BoJ,19405,-0.1,,,
BoJ,19406,-0.1,,,
BoJ,19407,-0.1,,,
BoJ,19408,-0.1,,,
BoJ,19409,-0.1,,,
BoJ,19410,-0.1,,,
BoJ,19411,-0.1,,,
BoJ,19412,-0.1,,,
BoJ,19413,-0.1,,,
BoJ,19414,-0.1,,,
BoJ,19415,-0.1,,,
BoJ,19416,-0.1,,,
BoJ,19417,-0.1,,,
BoJ,19418,-0.1,,,
BoJ,19419,-0.1,,,
BoJ,19420,-0.1,,,
BoJ,19421,-0.1,,,
BoJ,19422,-0.1,,,
BoJ,19423,-0.1,,,
BoJ,19424,-0.1,,,
BoJ,19425,-0.1,,,
BoJ,19426,-0.1,,,
BoJ,19427,-0.1,,,
BoJ,19428,-0.1,,,
BoJ,19429,-0.1,,,
BoJ,19430,-0.1,,,
BoJ,19431,-0.1,,,
BoJ,19432,-0.1,,,
BoJ,19433,-0.1,,,
BoJ,19434,-0.1,,,
BoJ,19435,-0.1,,,
BoJ,19436,-0.1,,,
BoJ,19437,-0.1,,,
BoJ,19438,-0.1,,,
BoJ,19439,-0.1,,,
BoJ,19440,-0.1,,,
BoJ,19441,-0.1,,,
BoJ,19442,-0.1,,,
BoJ,19443,-0.1,,,
BoJ,19444,-0.1,,,
BoJ,19445,-0.1,,,
BoJ,19446,-0.1,,,
BoJ,19447,-0.1,,,
BoJ,19448,-0.1,,,
BoJ,19449,-0.1,,,
BoJ,19450,-0.1,,,
BoJ,19451,-0.1,,,
BoJ,19452,-0.1,,,
BoJ,19453,-0.1,,,
BoJ,19454,-0.1,,,
BoJ,19455,-0.1,,,
BoJ,19456,-0.1,,,
BoJ,19457,-0.1,,,
BoJ,19458,-0.1,,,
BoJ,19459,-0.1,,,
BoJ,19460,-0.1,,,
BoJ,19461,-0.1,,,
BoJ,19462,-0.1,,,
BoJ,19463,-0.1,,,
BoJ,19464,-0.1,,,
BoJ,19465,-0.1,,,
BoJ,19466,-0.1,,,
BoJ,19467,-0.1,,,
BoJ,19468,-0.1,,,
BoJ,19469,-0.1,,,
BoJ,19470,-0.1,,,
BoJ,19471,-0.1,,,
BoJ,19472,-0.1,,,
BoJ,19473,-0.1,,,
BoJ,19474,-0.1,,,
BoJ,19475,-0.1,,,
BoJ,19476,-0.1,,,
BoJ,19477,-0.1,,,
BoJ,19478,-0.1,,,
BoJ,19479,-0.1,,,
BoJ,19480,-0.1,,,
BoJ,19481,-0.1,,,
BoJ,19482,-0.1,,,
BoJ,19483,-0.1,,,
BoJ,19484,-0.1,,,
BoJ,19485,-0.1,,,
BoJ,19486,-0.1,,,
BoJ,19487,-0.1,,,
BoJ,19488,-0.1,,,
BoJ,19489,-0.1,,,
BoJ,19490,-0.1,,,
BoJ,19491,-0.1,,,
BoJ,19492,-0.1,,,
BoJ,19493,-0.1,,,
BoJ,19494,-0.1,,,
BoJ,19495,-0.1,,,
BoJ,19496,-0.1,,,
BoJ,19497,-0.1,,,
BoJ,19498,-0.1,,,
BoJ,19499,-0.1,,,
BoJ,19500,-0.1,,,
BoJ,19501,-0.1,,,
BoJ,19502,-0.1,,,
BoJ,19503,-0.1,,,
BoJ,19504,-0.1,,,
BoJ,19505,-0.1,,,
BoJ,19506,-0.1,,,
BoJ,19507,-0.1,,,
BoJ,19508,-0.1,,,
BoJ,19509,-0.1,,,
BoJ,19510,-0.1,,,
BoJ,19511,-0.1,,,
BoJ,19512,-0.1,,,
BoJ,19513,-0.1,,,
BoJ,19514,-0.1,,,
BoJ,19515,-0.1,,,
BoJ,19516,-0.1,,,
BoJ,19517,-0.1,,,
BoJ,19518,-0.1,,,
BoJ,19519,-0.1,,,
BoJ,19520,-0.1,,,
BoJ,19521,-0.1,,,
BoJ,19522,-0.1,,,
BoJ,19523,-0.1,,,
BoJ,19524,-0.1,,,
BoJ,19525,-0.1,,,
BoJ,19526,-0.1,,,
BoJ,19527,-0.1,,,
BoJ,19528,-0.1,,,
BoJ,19529,-0.1,,,
BoJ,19530,-0.1,,,
BoJ,19531,-0.1,,,
BoJ,19532,-0.1,,,
BoJ,19533,-0.1,,,
BoJ,19534,-0.1,,,
BoJ,19535,-0.1,,,
BoJ,19536,-0.1,,,
BoJ,19537,-0.1,,,
BoJ,19538,-0.1,,,
BoJ,19539,-0.1,,,
BoJ,19540,-0.1,,,
BoJ,19541,-0.1,,,
BoJ,19542,-0.1,,,
BoJ,19543,-0.1,,,
BoJ,19544,-0.1,,,
BoJ,19545,-0.1,,,
BoJ,19546,-0.1,,,
BoJ,19547,-0.1,,,
BoJ,19548,-0.1,,,
BoJ,19549,-0.1,,,
BoJ,19550,-0.1,,,
BoJ,19551,-0.1,,,
BoJ,19552,-0.1,,,
BoJ,19553,-0.1,,,
BoJ,19554,-0.1,,,
BoJ,19555,-0.1,,,
BoJ,19556,-0.1,,,
BoJ,19557,-0.1,,,
BoJ,19558,-0.1,,,
BoJ,19559,-0.1,,,
BoJ,19560,-0.1,,,
BoJ,19561,-0.1,,,
BoJ,19562,-0.1,,,
BoJ,19563,-0.1,,,
BoJ,19564,-0.1,,,
BoJ,19565,-0.1,,,
BoJ,19566,-0.1,,,
BoJ,19567,-0.1,,,
BoJ,19568,-0.1,,,
BoJ,19569,-0.1,,,
BoJ,19570,-0.1,,,
BoJ,19571,-0.1,,,
BoJ,19572,-0.1,,,
BoJ,19573,-0.1,,,
BoJ,19574,-0.1,,,
BoJ,19575,-0.1,,,
BoJ,19576,-0.1,,,
BoJ,19577,-0.1,,,
BoJ,19578,-0.1,,,
BoJ,19579,-0.1,,,
BoJ,19580,-0.1,,,
BoJ,19581,-0.1,,,
BoJ,19582,-0.1,,,
BoJ,19583,-0.1,,,
BoJ,19584,-0.1,,,
BoJ,19585,-0.1,,,
BoJ,19586,-0.1,,,
BoJ,19587,-0.1,,,
BoJ,19588,-0.1,,,
BoJ,19589,-0.1,,,
BoJ,19590,-0.1,,,
BoJ,19591,-0.1,,,
BoJ,19592,-0.1,,,
BoJ,19593,-0.1,,,
BoJ,19594,-0.1,,,
BoJ,19595,-0.1,,,
BoJ,19596,-0.1,,,
BoJ,19597,-0.1,,,
BoJ,19598,-0.1,,,
BoJ,19599,-0.1,,,
BoJ,19600,-0.1,,,
BoJ,19601,-0.1,,,
BoJ,19602,-0.1,,,
BoJ,19603,-0.1,,,
BoJ,19604,-0.1,,,
BoJ,19605,-0.1,,,
BoJ,19606,-0.1,,,
BoJ,19607,-0.1,,,
BoJ,19608,-0.1,,,
BoJ,19609,-0.1,,,
BoJ,19610,-0.1,,,
BoJ,19611,-0.1,,,
BoJ,19612,-0.1,,,
BoJ,19613,-0.1,,,
BoJ,19614,-0.1,,,
BoJ,19615,-0.1,,,
BoJ,19616,-0.1,,,
BoJ,19617,-0.1,,,
BoJ,19618,-0.1,,,
BoJ,19619,-0.1,,,
BoJ,19620,-0.1,,,
BoJ,19621,-0.1,,,
BoJ,19622,-0.1,,,
BoJ,19623,-0.1,,,
BoJ,19624,-0.1,,,
BoJ,19625,-0.1,,,
BoJ,19626,-0.1,,,
BoJ,19627,-0.1,,,
BoJ,19628,-0.1,,,
BoJ,19629,-0.1,,,
BoJ,19630,-0.1,,,
BoJ,19631,-0.1,,,
BoJ,19632,-0.1,,,
BoJ,19633,-0.1,,,
BoJ,19634,-0.1,,,
