date,id,id_weight,label,code,year,index,index_adjusted,One month,Three months,Six months,One year
2025-11-01,d7fn,icvx,Package holidays,09.6,2025,159.5,159.261064768881,2.0754500622568006,1.6264406583579305,1.7762375150775167,4.087133003125881
2025-10-01,d7fn,icvx,Package holidays,09.6,2025,159.431,158.988668784145,0.6494612721861248,1.073726411996323,2.35927449158706,4.114124507774396
2025-09-01,d7fn,icvx,Package holidays,09.6,2025,159.381,158.902922647538,2.1615297884679308,1.5906411379198238,6.823957314111873,4.296698622517424
2025-08-01,d7fn,icvx,Package holidays,09.6,2025,158.949,158.619996570464,0.41902280024965766,1.926255171602187,6.643724224213199,4.6095626707032284
2025-07-01,d7fn,icvx,Package holidays,09.6,2025,158.515,158.564734090681,2.20160711794235,3.6611733472261765,7.014784309789368,5.71049402475458
2025-06-01,d7fn,icvx,Package holidays,09.6,2025,157.975,158.277236823,3.1773784096162716,12.326861297735991,7.11458396579594,5.567212851835015
2025-05-01,d7fn,icvx,Package holidays,09.6,2025,157.525,157.865205429149,5.634589025453063,11.579532646056268,6.457681227627798,5.6867204744748365
2025-04-01,d7fn,icvx,Package holidays,09.6,2025,156.844,157.145725923118,30.03499201744704,10.47689015163149,5.911395031519584,5.426460802172472
2025-03-01,d7fn,icvx,Package holidays,09.6,2025,153.356,153.743779752076,1.1316823066018555,2.1441707318212933,1.8404028954797313,3.489556972703035
2025-02-01,d7fn,icvx,Package holidays,09.6,2025,153.411,153.599670684691,2.533753221345969,1.5709388953404124,2.622302718678693,3.8849086501347525
2025-01-01,d7fn,icvx,Package holidays,09.6,2025,153.252,153.279725271426,2.7748080022747645,1.534570552508785,4.417775868672202,4.188563542296946
2024-12-01,d7fn,icvx,Package holidays,09.6,2024,153.05,152.930517155273,-0.5614296125252438,1.5375384381341783,4.0291217758130715,4.600222800866616
2024-11-01,d7fn,icvx,Package holidays,09.6,2024,153.237,153.002285363147,2.423653392750902,3.6845492403660085,4.909121555974427,5.287857029977806
2024-10-01,d7fn,icvx,Package holidays,09.6,2024,153.131,152.697254768007,2.7838206801150456,7.382853524964994,4.936653235672672,5.853604584447985
2024-09-01,d7fn,icvx,Package holidays,09.6,2024,152.815,152.348260375879,5.880775079212652,6.5818449404376755,5.160942472857144,6.79045129910969
2024-08-01,d7fn,icvx,Package holidays,09.6,2024,151.945,151.624508764808,13.779220030186856,6.14815675315139,5.163058372023155,7.3899737788803295
2024-07-01,d7fn,icvx,Package holidays,09.6,2024,149.952,150.002153541337,0.5008273077844239,2.546177819196682,3.9645676228719173,7.490161501903195
2024-06-01,d7fn,icvx,Package holidays,09.6,2024,149.644,149.939718474556,4.593520764715442,3.758982854534909,5.182571753284448,8.6802428608779
2024-05-01,d7fn,icvx,Package holidays,09.6,2024,149.049,149.379600134358,2.5850356965541277,4.18710210744393,5.676262812138444,9.035245577843128
2024-04-01,d7fn,icvx,Package holidays,09.6,2024,148.771,149.06223366144,4.109011050090627,5.402576194188757,6.789145444555422,9.8605798342908475
2024-03-01,d7fn,icvx,Package holidays,09.6,2024,148.185,148.56286451178,5.893558017891598,6.625692506499892,8.453275091946534,10.975061783868794
2024-02-01,d7fn,icvx,Package holidays,09.6,2024,147.674,147.855608487697,6.217436446648472,7.186708297382105,9.67121798494388,11.179371353284411
2024-01-01,d7fn,icvx,Package holidays,09.6,2024,147.091,147.114275827332,7.775547586160081,8.193954991843455,11.137970023560717,11.48747489293971
2023-12-01,d7fn,icvx,Package holidays,09.6,2023,146.319,146.199133438153,7.573858964313707,10.312182755131193,12.283629034923639,11.450573556967223
2023-11-01,d7fn,icvx,Package holidays,09.6,2023,145.541,145.312364442571,9.240078457068668,12.213316794194728,12.489038044419743,11.60691691269506
2023-10-01,d7fn,icvx,Package holidays,09.6,2023,144.663,144.246096425085,14.230396082415941,14.162093269342503,13.009298600612285,11.213358241656875
2023-09-01,d7fn,icvx,Package holidays,09.6,2023,143.098,142.655634228172,13.232087059003582,14.290308054537192,13.55103425247246,10.7106936729231
2023-08-01,d7fn,icvx,Package holidays,09.6,2023,141.489,141.185946475745,15.030915249481458,12.765436774020579,12.704485522994924,10.525329063000445
2023-07-01,d7fn,icvx,Package holidays,09.6,2023,139.503,139.54799091863,14.615702981604706,11.868144709570982,11.838327132228477,12.402707275803712
2023-06-01,d7fn,icvx,Package holidays,09.6,2023,137.692,137.970607994259,8.760030689413822,12.816542358547856,10.625709550997286,12.54403530998407
2023-05-01,d7fn,icvx,Package holidays,09.6,2023,136.698,137.008486239136,12.306750812552103,12.643567216948792,10.731591743667778,13.089447036632585
2023-04-01,d7fn,icvx,Package holidays,09.6,2023,135.418,135.689730352541,17.555559108967334,11.808517502527582,9.44655676603665,12.682127195719644
2023-03-01,d7fn,icvx,Package holidays,09.6,2023,133.53,133.873119008716,8.260530753565277,8.477421465083278,7.943573886836952,11.856654603940488
2023-02-01,d7fn,icvx,Package holidays,09.6,2023,132.825,132.990576653845,9.827562232928933,8.852069523606199,8.391325563156249,11.583890587721351
2023-01-01,d7fn,icvx,Package holidays,09.6,2023,131.935,131.955731072326,7.358531947163782,7.134492572719187,12.980638059645466,10.83621761483921
2022-12-01,d7fn,icvx,Package holidays,09.6,2022,131.286,131.177256449921,9.386106165629826,7.412353521082826,14.494191448599626,10.521264774219622
