date,Period,All items,FT core,"All items, less fresh food and energy"
2024-08-01,One month,5.666933459402457,0.9103094089941292,5.759384310422466
2024-07-01,One month,4.527550628732535,0.49155674479879763,3.4298765242480878
2024-06-01,One month,1.115748680598716,0.28892167351966025,0
2024-05-01,One month,4.549001124378194,0.699498826639635,1.1325977658618536
2024-04-01,One month,5.742850946224931,1.4088620247116665,3.442996454445524
2024-03-01,One month,3.420102002000913,0.8773084077825822,3.452902454840645
2024-02-01,One month,0,0.45002420260468423,1.140130322432653
2024-01-01,One month,1.1293999097981011,0.6663849397502987,-1.1272778854426124
2023-12-01,One month,-1.1167869193384083,0.37183299685316956,0
2023-11-01,One month,-2.218023282503201,0.7509431776844997,1.140130322432653
2023-10-01,One month,10.65714194014129,0.9256219048789762,4.650349207097082
2023-09-01,One month,3.452902454840645,1.2051525162134897,2.305375256799036
2023-08-01,One month,2.2943562446889887,0.43270832082530253,3.4863380840028713
2023-07-01,One month,5.8549008920512735,0.931900602569661,5.900954462499142
2023-06-01,One month,1.1477637421352105,0.4566440217800264,1.156613775049209
2023-05-01,One month,0,1.1694996132045699,3.5169886076380052
2023-04-01,One month,8.349424361613277,1.6563686881397257,9.709365689948601
2023-03-01,One month,4.714280357390033,1.6257639254455754,7.247712586685484
2023-02-01,One month,-7.734382760011305,1.211644417157071,4.799106448190749
2023-01-01,One month,7.139946708801603,0.804372648985782,1.1816703248065386
2022-12-01,One month,2.334526266345094,0.5026089044923442,1.1828350790849873
2022-11-01,One month,2.339076595211931,1.097723171460583,3.597822238979731
2022-10-01,One month,7.211431120543121,1.3741965408130217,7.358780086178207
2022-09-01,One month,4.775239016960597,1.1490771361419274,2.4046959038973137
2022-08-01,One month,4.79431389745002,0.6659465957682784,3.63780975977277
2022-07-01,One month,6.055761966637041,0.8046103760429554,6.161449316585532
2022-06-01,One month,0,0.4600331847340999,0
2022-05-01,One month,3.605027185334908,0.7411406870104414,2.429032608494852
2022-04-01,One month,4.852463805273066,1.6307329294820103,4.932226921310923
2022-03-01,One month,4.872161787783735,0.8781148047388638,3.6900068334349445
2022-02-01,One month,4.892020315616796,0.5011826448259845,2.4513606657246667
2022-01-01,One month,2.424125941118649,0.4551998912067338,-1.204200213094675
2021-12-01,One month,0,-0.08672599902454586,-1.2029930240298192
2021-11-01,One month,2.429032608494852,0.0856000535050758,0
2021-10-01,One month,-2.3714298052380234,0.6848552249377529,-1.201788252881908
2021-09-01,One month,4.922113448977861,0.5359845027864066,0
2021-08-01,One month,0,-0.3949570837081194,-1.2005858923946233
2021-07-01,One month,2.438905772057076,0.055457767402706956,2.4463634751223484
2021-06-01,One month,1.2139458308975781,-0.11171767484015623,-1.201788252881908
2021-05-01,One month,3.693792566043852,0.30827487881671883,2.448859521207125
2021-04-01,One month,-9.197460419414515,-0.05850453757980134,-12.406638053015651
2021-03-01,One month,1.209053471538879,0.3842088714029655,1.205410002088092
2021-02-01,One month,0,-0.38857228658360177,-1.1910529309285933
2021-01-01,One month,6.212471200901648,0.6441535433343053,3.6637224125997347
2020-12-01,One month,-2.3855721693989085,-0.11735178008646807,0
2020-11-01,One month,-3.548169670089951,0.24238022659472355,0
2020-10-01,One month,-1.1946099978880964,0.3674732681209058,1.209053471538879
2020-09-01,One month,-2.3714298052380234,0.5984863555156282,0
2020-08-01,One month,1.2066220495791535,0.15597885788404928,-2.373775210528495
2020-07-01,One month,1.2078365369378785,0.074567076412123,0
2020-06-01,One month,-2.3714298052380234,0.3573145279565772,-2.369089029898863
2020-05-01,One month,-1.1910529309285933,-0.0843194517969987,1.205410002088092
2020-04-01,One month,-1.1898719445566197,0.2106908759426054,-1.1910529309285933
2020-03-01,One month,0,0.7561537988377948,1.205410002088092
2020-02-01,One month,-2.3620943469024436,0.12261244566181409,-1.1910529309285933
2020-01-01,One month,0,1.015377000777367,-1.1898719445566197
2019-12-01,One month,0,0.03369667768748865,0
2019-11-01,One month,1.2017884255163702,0.04777024318492247,1.2042003871191032
2019-10-01,One month,3.656281208643186,2.75266365955584,3.6637224125997347
2019-09-01,One month,1.2066220495791535,0.920942276239814,0
2019-08-01,One month,2.4314933980573494,0.42997641446168533,3.67494117721765
2019-07-01,One month,0,0.2515434983347583,0
2019-06-01,One month,-2.373775210528495,0.15980332879524106,-2.3784799660158007
2019-05-01,One month,0,0.3910756010078939,0
2019-04-01,One month,3.671193963551622,1.0218495815012025,3.6786960475023944
2019-03-01,One month,0,0.47435135404460715,1.2139458308975781
2019-02-01,One month,0,0.2899909077993863,1.2151751133736344
2019-01-01,One month,0,0.1860028416306404,-1.2005858923946233
2018-12-01,One month,-3.541190009678419,-0.10561220263833579,-1.1993859353392367
2018-11-01,One month,-2.369089029898863,0.14063308295056956,0
2018-10-01,One month,3.6637224125997347,0.31623551362278574,2.4438725118983484
2018-09-01,One month,1.209053471538879,0.8525938145925747,-1.2005858923946233
2018-08-01,One month,7.504447016471527,0.30417033771887214,3.693792566043852
2018-07-01,One month,0,-0.2543786540184334,0
2018-06-01,One month,-1.201788252881908,0.20815757195568882,-2.3903238480660116
2018-05-01,One month,2.448859521207125,0.17573544078260056,1.216406887968824
2018-04-01,One month,-1.2029930240298192,0.546166265634203,2.4513606657246667
2018-03-01,One month,-3.558690896184946,0.3033010086569129,0
2018-02-01,One month,0,-0.008446790528614606,1.220117240485341
2018-01-01,One month,1.2139458308975781,0.28164909008245975,-3.5692746971112577
2017-12-01,One month,3.693792566043852,0.6567491773631489,0
2017-11-01,One month,3.70519651003276,0.2996768912003457,0
2017-10-01,One month,0,0.40920232831883807,2.4513606657246667
2017-09-01,One month,3.716671079844236,0.44962388224281696,0
2017-08-01,One month,2.469012755033795,0.6675960398754672,2.4563783126687166
2017-07-01,One month,-2.409521365191858,-0.35323469709604216,-1.2066218741507817
2017-06-01,One month,-1.2102726832243782,0.4230108049372543,-1.205409827363102
2017-05-01,One month,1.2250997306060718,0.052565295740514564,1.220117240485341
2017-04-01,One month,5.004201670748687,0.7376038901200215,3.7128383354736227
2017-03-01,One month,0,0.4989421670499492,1.2250997306060718
2017-02-01,One month,-1.2151749329177508,0.12264860973689652,0
2017-01-01,One month,-2.4119427573667696,0.4537759899009799,-3.5834847389028313
2016-12-01,One month,-2.4071048296565034,-0.026695266733347704,-1.2066218741507817
2016-11-01,One month,0,0.05349087250748119,-1.205409827363102
2016-10-01,One month,7.599454847769249,0.86625437121012006,2.4563783126687166
2016-09-01,One month,1.232650234746746,0.7261666180277411,0
2016-08-01,One month,0,0.2801685974284079,1.2226034093282712
2016-07-01,One month,-2.419236220574783,-0.1675528139545614,-2.399884217219417
2016-06-01,One month,-1.2151749329177508,0.801564308580504,0
2016-05-01,One month,1.2301230802327368,0.019604661451776684,0
2016-04-01,One month,2.4792142701847375,1.3627835590839117,3.7128383354736227
2016-03-01,One month,1.2339177097834275,0.7697139324047366,2.4664754800594046
2016-02-01,One month,1.2351877940375955,0.5291936959075756,1.2276062666330079
2016-01-01,One month,-4.784714039756677,0.5250404506530825,-4.756272906473735
2015-12-01,One month,0,0.21566251128385475,0
2015-11-01,One month,-4.765715648636604,0.041885561958142734,0
2015-10-01,One month,0,0.5791198022602664,1.2238502970302712
2015-09-01,One month,1.2263517178613847,0.9602889986628519,2.4664754800594046
2015-08-01,One month,1.2276062666330079,0.4780910612496678,2.4715552553421727
2015-07-01,One month,-1.21271885398474,0.3175821197456324,0
2015-06-01,One month,-3.5870549440988886,0.5715833302995593,0
2015-05-01,One month,3.7205117445784808,0.30067493191812233,1.2301230802327368
2015-04-01,One month,6.303822074698351,1.3872046956641735,5.025153252970949
