date,index,code,label,One month,Three months,Six months,One year
2025-04-01,111.5,0001,All items,4.407020258502814,1.083511560268513,3.686328475219458,3.528319405756729
2025-04-01,124,0002,Food,-1.915344319466683,-2.226552945772975,6.069469431904695,6.529209621993122
2025-04-01,146.6,0003,Cereals,18.90318241204241,34.61807637283742,26.3900127968685,27.367506516072982
2025-04-01,131,0008,Fish & seafood,-6.1949437249084855,2.7959480839895967,6.566167461829964,4.716227018385297
2025-04-01,119.3,0013,Meats,0,-0.9995756650076681,1.86991276364874,4.925241864555844
2025-04-01,124.6,0016,Dairy products & eggs,13.41215133523901,13.189054500069952,6.920748609700222,3.402489626556012
2025-04-01,122.8,0021,Vegetables & seaweeds,-46.64574186013134,-41.974742356916664,-5.315688879624069,3.8038884192730347
2025-04-01,125.4,0027,Fruits,-53.2380147835914,-47.89916111246525,5.133750833205775,5.201342281879197
2025-04-01,119.4,0030,"Oils, fats & seasonings",2.032107372636238,2.035558176532559,1.1829216966448675,0.2518891687657526
2025-04-01,130.5,0033,Cakes & candies,13.818074151722648,7.707396364710117,7.95474714998583,7.7621800165152814
2025-04-01,122.9,0034,Cooked food,11.392290723849863,7.849540804639932,7.564029980950382,5.222602739726035
2025-04-01,122.4,0037,Beverages,9.260121343348416,4.709042914625061,4.912449011747011,6.713164777680909
2025-04-01,113.1,0041,Alcoholic beverages,62.77711842168294,15.916278047926657,7.467144312981544,3.7614678899082516
2025-04-01,115.6,0042,Meals outside the home,7.560711101972029,5.7333350536818095,5.026155625974527,4.144144144144139
2025-04-01,103.9,0045,Housing,3.5307847156135885,1.5548785345725236,0.9694562814032803,1.070038910505845
2025-04-01,100.7,0046,Rent,1.1993861065976663,0.39820757138402385,0.3984059800499873,0.29880478087649115
2025-04-01,122.3,0051,Repairs & maintenance,10.353947753893733,5.4087705133163855,3.5246995440211926,4.619332763045331
2025-04-01,117.9,0054,"Fuel, light & water charges",42.069162740267444,-4.612065305756429,12.615843042450091,8.363970588235302
2025-04-01,118.6,0056,Electricity,69.45950363947169,-10.982355065209482,18.39037118087703,13.49282296650717
2025-04-01,120.2,0057,Gas,42.56185556858176,0.33347199088542556,10.978192323261515,4.430929626411824
2025-04-01,155.7,0058,Other fuel & light,13.19615787445414,15.779503089443537,19.049966876668755,9.49367088607595
2025-04-01,105.5,0059,Water & sewerage charges,2.303162995570851,0.3800470779038889,0.18984333648990326,1.5399422521655382
2025-04-01,121.8,0060,Furniture & household utensils,19.561817146153395,7.563378472268023,0.8261014062413974,4.1025641025641
2025-04-01,124.5,0061,Household durable goods,52.467965491727384,19.00696622239524,0.16083632303220963,6.319385140905215
2025-04-01,119.8,0066,Interior furnishings,0,0.6705760259280602,2.552002909633422,2.131287297527707
2025-04-01,110.1,0070,Bedding,0,1.4665199924920325,0.5471946012123086,1.3812154696132597
2025-04-01,122.9,0073,Domestic utensils,0,0.9823913192176903,1.148944206192537,3.713080168776376
2025-04-01,125,0077,Domestic non-durable goods,6.971137107592629,2.2717147051757314,0.9669565037582428,3.135313531353133
2025-04-01,105.9,0081,Domestic services,9.526429199034038,3.4729054960433547,1.7216326530612447,1.3397129186602925
2025-04-01,111.6,0082,Clothes & footwear,17.631194613841352,11.516075542568815,2.930247933884278,2.6678932842686214
2025-04-01,112,0083,Clothes,2.167938258188107,13.123488563832119,3.4811883507768426,3.225806451612903
2025-04-01,105.7,0084,Japanese clothing,0,2.30316858734414,4.498221026678961,2.9211295034079843
2025-04-01,112.1,0085,Clothing,1.0767057416888548,13.11085208895899,3.2904573285254424,3.2228360957642725
2025-04-01,111.7,0089,"Shirts, sweaters & underwear",58.39319032398698,14.001329625500425,0.3590661384704985,1.9160583941605918
2025-04-01,111.1,0090,Shirts & sweaters,101.48063712395485,22.51818739337683,0.9062028913472187,2.0202020202020097
2025-04-01,113.1,0094,Underwear,2.1466095263564133,0,-0.17660040704717828,1.8001800180018002
2025-04-01,109.3,0098,Footwear,4.497857511357206,5.291877315645044,5.129818472380121,2.149532710280371
2025-04-01,108.2,0103,Other clothing,1.115748680598716,3.397527840677861,1.8743734684784963,1.7873941674506166
2025-04-01,118.2,0106,Services related to clothing,13.026265310465401,9.304632859617513,7.12793789738102,4.880212954747116
2025-04-01,104.2,0107,Medical care,0,1.1599685435609741,1.1616553122344886,2.2571148184494576
2025-04-01,110,0108,Medicines & health fortification,2.20782358908036,5.257109519330383,3.7379972565158015,3.286384976525822
2025-04-01,111,0109,Medical supplies & appliances,-1.0747769518097416,0,0.7246353115833992,2.6827012025901995
2025-04-01,98.9,0110,Medical services,-2.395094492748062,-0.8048248845383577,-0.20191817161512304,1.5400410677618068
2025-04-01,99.9,0111,Transportation & communication,4.932226921310923,3.268373053763396,4.5542880310603495,2.777777777777781
2025-04-01,105.3,0112,Public transportation,-4.4478185240083175,3.097544796084506,0.19020442683859162,0.765550239234447
2025-04-01,112.3,0113,Private transportation,4.374891443301965,3.2709712908934874,5.9522079240112324,3.597785977859771
2025-04-01,72.8,0117,Communication,10.440961999811549,2.7950798135516486,2.234567901234552,1.1111111111111072
2025-04-01,95.7,0118,Education,-50.642773652194336,-20.345563494975693,-10.750665825999405,-5.6213017751479315
2025-04-01,88.6,0119,School fees,-69.44105159633995,-32.64350678246415,-17.9289982895689,-9.499489274770184
2025-04-01,109.4,0120,School textbooks & reference books for study,14.151266606098956,4.510576863733173,2.2304146835633087,1.1090573012939027
2025-04-01,112.8,0121,Tutorial fees,29.4435202113132,11.385084365856478,5.539132252381385,2.825888787602547
