week,n,Mood (weekly),Mood,Week
2018-02-17,180,0.10859799821786924,0.05939989731077364,2018-02-17
2018-02-10,229,-0.00658511431846701,0.03214737277799719,2018-02-10
2018-02-03,242,0.08614679838265024,0.04157171071776298,2018-02-03
2018-01-27,311,0.04943990696104209,0.02607675886651891,2018-01-27
2018-01-20,250,-4.120999132365461e-4,-0.08162522602098883,2018-01-20
2018-01-13,195,0.03111223744059613,-0.0385971536144746,2018-01-13
2018-01-06,131,0.02416699097767397,-0.05703952308832785,2018-01-06
2017-12-30,68,-0.3813680325889889,-0.04806715105087292,2017-12-30
2017-12-23,170,0.1717001897128204,0.08033597544812743,2017-12-23
2017-12-16,211,-0.04265724045481693,0.01529177601466406,2017-12-16
2017-12-09,215,0.06005647912749375,-0.02525184235506193,2017-12-09
2017-12-02,217,0.13224447340701254,-0.06251376626657587,2017-12-02
2017-11-25,249,-0.0884766080210331,-0.11171513172746592,2017-11-25
2017-11-18,211,-0.20483171393372093,-0.08150862131199897,2017-11-18
2017-11-11,196,-0.08899121651856197,-0.04158763555977698,2017-11-11
2017-11-04,215,-0.06456098843654771,0.03028401450537436,2017-11-04
2017-10-28,192,0.03234943364083475,-0.01316733675449068,2017-10-28
2017-10-21,200,-0.045147770924833,0.01522338295643966,2017-10-21
2017-10-14,200,0.1984953837420434,1.776539808127052e-4,2017-10-14
2017-10-07,183,-0.23836639347600783,-0.06450429341368973,2017-10-07
2017-09-30,226,0.14591231248455613,-0.04936060525854401,2017-09-30
2017-09-23,177,-0.10533068682734086,-0.03426423468777954,2017-09-23
2017-09-16,183,-0.06023240583596633,0.00841878297385321,2017-09-16
2017-09-09,215,-0.177791640855425,0.04816733540797773,2017-09-09
2017-09-02,179,0.20629779476761403,0.06946023244185727,2017-09-02
2017-08-26,188,0.06540138381919013,0.00117215033962838,2017-08-26
2017-08-19,176,0.09876180390053178,-0.02237451370255934,2017-08-19
2017-08-12,161,-0.09262005271990686,-0.0845398778543481,2017-08-12
2017-08-05,205,-0.06685453364130152,-0.0798233586027613,2017-08-05
2017-07-29,227,-0.02878527234956078,-0.11080072211656145,2017-07-29
2017-07-22,206,-0.14989965270662323,-0.12089640261541096,2017-07-22
2017-07-15,227,-0.07375397571355966,-0.1028772298541532,2017-07-15
2017-07-08,227,-0.19076398769650205,-0.1043582648032512,2017-07-08
2017-07-01,202,-0.06916799434495893,-0.08729383430197102,2017-07-01
2017-06-24,198,-0.0778229616615922,-0.08065761070684344,2017-06-24
2017-06-17,212,-0.0796781155099516,-0.09514149467020964,2017-06-17
2017-06-10,175,-0.12250626569138132,-0.03411333101251843,2017-06-10
2017-06-03,209,-0.04262309996444865,-0.01012552556395752,2017-06-03
2017-05-27,183,-0.135758497515057,0.01701537971580814,2017-05-27
2017-05-20,202,0.1644345391208133,0.06549660692701753,2017-05-20
2017-05-13,204,-0.02655504389713772,0.00931030304405408,2017-05-13
2017-05-06,189,0.065940521154614,-0.03000144639982912,2017-05-06
2017-04-29,240,0.05816641132978057,-0.08402599304751603,2017-04-29
2017-04-22,169,-0.06031067641104051,-0.11799582317169362,2017-04-22
2017-04-15,174,-0.18380204167267056,-0.11360604575670297,2017-04-15
2017-04-08,240,-0.15015766543613362,-0.10340926840957344,2017-04-08
2017-04-01,215,-0.07771290916692979,-0.11967655731569928,2017-04-01
2017-03-25,191,-0.04275156675107781,-0.0726747443694069,2017-03-25
2017-03-18,227,-0.1430149322841525,-0.05018506538325827,2017-03-18
2017-03-11,301,-0.215226821060637,-0.026623533543757322,2017-03-11
2017-03-04,236,0.11029434261823973,-0.00789197337827361,2017-03-04
2017-02-25,200,0.04720714919351664,-0.0481352965710676,2017-02-25
2017-02-18,203,-0.04876880492614866,-0.08015026387087251,2017-02-18
2017-02-11,226,-0.1403005803987022,-0.08906748678493026,2017-02-11
2017-02-04,251,-0.0506789501529362,-0.06374566331568016,2017-02-04
2017-01-28,233,-0.08085272000570304,-0.06267999280622809,2017-01-28
2017-01-21,297,-0.08443769658237965,-0.1115387265197243,2017-01-21
2017-01-14,258,-0.03901328652170172,-0.08452963478087532,2017-01-14
2017-01-07,197,-0.04641626811512796,-0.08108797533513963,2017-01-07
2016-12-31,81,-0.27628765485968787,-0.12442774619521484,2016-12-31
2016-12-24,178,0.02359867037301629,-0.06418967899281676,2016-12-24
2016-12-17,265,-0.02524664873875896,-0.09264261180029924,2016-12-17
2016-12-10,226,-0.2197753515554288,-0.11853433151083378,2016-12-10
2016-12-03,242,-0.03533538605009558,-0.11137678011610942,2016-12-03
2016-11-26,277,-0.0902130608569136,-0.10832783279332128,2016-11-26
2016-11-19,251,-0.12881352758089715,-0.10578975518646232,2016-11-19
2016-11-12,235,-0.19114514597653137,-0.0851464936897585,2016-11-12
2016-11-05,235,-0.02313959675894298,-0.07825776694902933,2016-11-05
2016-10-29,238,-0.0800607504294777,-0.09044687277644012,2016-10-29
2016-10-22,226,-0.04624048159408194,-0.12596790883652798,2016-10-22
2016-10-15,205,-0.16359023901361466,-0.16790631661671415,2016-10-15
2016-10-08,265,-0.07189602006858627,-0.20493144896926757,2016-10-08
2016-10-01,223,-0.22214489466982895,-0.23908663559798407,2016-10-01
2016-09-24,233,-0.2139941127148267,-0.2410134751685257,2016-09-24
2016-09-17,212,-0.3116907684238283,-0.2219529570054068,2016-09-17
2016-09-10,231,-0.20851676658345228,-0.1645812445285766,2016-09-10
2016-09-03,241,-0.22985225295199552,-0.1530640885330851,2016-09-03
2016-08-27,198,-0.13775204006235123,-0.14641387041149273,2016-08-27
2016-08-20,192,-0.08220391851650728,-0.2006314672839133,2016-08-20
2016-08-13,206,-0.16244814260148635,-0.22971767927947712,2016-08-13
2016-08-06,209,-0.2032513804656261,-0.19942531568624433,2016-08-06
2016-07-30,234,-0.35462242755203344,-0.2488604908607217,2016-07-30
2016-07-23,217,-0.1985487664987627,-0.265299717216967,2016-07-23
2016-07-16,220,-0.04127868822855504,-0.25785399373098083,2016-07-16
2016-07-09,234,-0.4009920811635356,-0.3597404477749098,2016-07-09
2016-07-02,241,-0.42037933297701463,-0.3689899115412568,2016-07-02
2016-06-25,268,-0.168765872554818,-0.3353077316095152,2016-06-25
2016-06-18,198,-0.44882450440427113,-0.3280586273080137,2016-06-18
2016-06-11,211,-0.4379899362289236,-0.22748173510124073,2016-06-11
2016-06-04,192,-0.28565061325004804,-0.20847541442648257,2016-06-04
2016-05-28,249,-0.13976945534881222,-0.24052297428571945,2016-05-28
2016-05-21,231,-0.04651693557717911,-0.3102657374700706,2016-05-21
2016-05-14,222,-0.3619646535298908,-0.31233216620949233,2016-05-14
2016-05-07,213,-0.4138408526869957,-0.24958633270739833,2016-05-07
2016-04-30,250,-0.41874050808621655,-0.2162946992818299,2016-04-30
2016-04-23,209,-0.05478265053486632,-0.12320931264881475,2016-04-23
2016-04-16,363,-0.11098131952151476,-0.18358771611650368,2016-04-16
2016-04-09,378,-0.28067431898472195,-0.19976476677202432,2016-04-09
2016-04-02,321,-0.04639896155415604,-0.16825577410508802,2016-04-02
2016-03-26,280,-0.29629626440562196,-0.2068827258386165,2016-03-26
2016-03-19,445,-0.17568952214359748,-0.19013331250524473,2016-03-19
2016-03-12,394,-0.15463834831697668,-0.1937929548913793,2016-03-12
2016-03-05,344,-0.2009067684882699,-0.2374066776731818,2016-03-05
2016-02-27,361,-0.22929861107213484,-0.2485227378939892,2016-02-27
2016-02-20,327,-0.19032809168813572,-0.25444780407201045,2016-02-20
2016-02-13,364,-0.32909323944418684,-0.24925945821195583,2016-02-13
2016-02-06,390,-0.2453710093714992,-0.20961954251750192,2016-02-06
2016-01-30,437,-0.2529988757842199,-0.22905610620145023,2016-01-30
2016-01-23,538,-0.16957470824791746,-0.2211475510934139,2016-01-23
2016-01-16,366,-0.1705335766663711,-0.18467711253837835,2016-01-16
2016-01-09,314,-0.3231172641072923,-0.15901997036068913,2016-01-09
2016-01-02,102,-0.2213646553520749,-0.15136599845860188,2016-01-02
2015-12-26,159,-0.0236929540277752,-0.13739110416026576,2015-12-26
2015-12-19,407,-0.06790500795561412,-0.16546987990912385,2015-12-19
2015-12-12,272,-0.2925013764989433,-0.2229988198791276,2015-12-12
2015-12-05,269,-0.16546507815873038,-0.22416916147488605,2015-12-05
2015-11-28,284,-0.1360080570232076,-0.2019861472500012,2015-11-28
2015-11-21,240,-0.2980207678356291,-0.23095593695220407,2015-11-21
2015-11-14,225,-0.2971827428819771,-0.21183669151497772,2015-11-14
2015-11-07,248,-0.07673302125919115,-0.196594326052887,2015-11-07
2015-10-31,212,-0.25188721583201906,-0.22418387094458353,2015-10-31
2015-10-24,229,-0.2215437860867236,-0.2045577983726339,2015-10-24
2015-10-17,218,-0.23621328103361405,-0.2252181945840624,2015-10-17
2015-10-10,233,-0.18709120082597744,-0.22199512877587435,2015-10-10
2015-10-03,236,-0.17338292554422052,-0.21903132519373908,2015-10-03
2015-09-26,222,-0.3041853709324376,-0.22682654816716236,2015-09-26
2015-09-19,264,-0.22332101780086192,-0.2320295342751613,2015-09-19
2015-09-12,240,-0.17523598649743616,-0.23200126730154688,2015-09-12
2015-09-05,189,-0.20456381743791363,-0.2745292077140871,2015-09-05
2015-08-29,205,-0.3249973153644334,-0.2778217429122975,2015-08-29
2015-08-22,192,-0.2232079499064044,-0.22845255403525688,2015-08-22
2015-08-15,199,-0.34534774814759706,-0.2686564932887208,2015-08-15
2015-08-08,173,-0.2177339582307552,-0.2540675754051579,2015-08-08
2015-08-01,180,-0.1275205598562709,-0.26318741847205895,2015-08-01
2015-07-25,215,-0.3840237069202603,-0.2860325174241579,2015-07-25
2015-07-18,256,-0.28699207661334536,-0.22239096738162423,2015-07-18
2015-07-11,320,-0.2542133304983595,-0.17433251129972888,2015-07-11
2015-07-04,283,-0.2189009556646664,-0.1578523222851176,2015-07-04
2015-06-27,236,-0.12945750675012568,-0.14401265793127888,2015-06-27
2015-06-20,227,-0.0947582522857639,-0.1373445994486183,2015-06-20
2015-06-13,214,-0.18829257443991437,-0.14612518410055503,2015-06-13
2015-06-06,212,-0.16354229824931155,-0.14718947899905083,2015-06-06
2015-05-30,183,-0.10278527281948324,-0.1603733073653246,2015-05-30
2015-05-23,235,-0.129880590893511,-0.17609929222640897,2015-05-23
2015-05-16,223,-0.19254975403389757,-0.179741854786339,2015-05-16
2015-05-09,187,-0.21627761171440657,-0.2059903099449005,2015-05-09
2015-05-02,210,-0.1656892122638207,-0.1733310789410516,2015-05-02
2015-04-25,186,-0.14445084113323117,-0.175657133101106,2015-04-25
2015-04-18,221,-0.29754357466814363,-0.21867055731319293,2015-04-18
2015-04-11,182,-0.0856406876990109,-0.20710552302328983,2015-04-11
2015-04-04,203,-0.17499342890403835,-0.2350339763659173,2015-04-04
2015-03-28,211,-0.31650453798157885,-0.20768319028538937,2015-03-28
2015-03-21,330,-0.25128343750853116,-0.16908096477980838,2015-03-21
2015-03-14,264,-0.1973545010695209,-0.12139742071001056,2015-03-14
2015-03-07,234,-0.0655902845819265,-0.11112198955222916,2015-03-07
2015-02-28,219,-0.16209563595925489,-0.1370370962631859,2015-02-28
2015-02-21,236,-0.06054926122933989,-0.14222897101766013,2015-02-21
2015-02-14,248,-0.15625277643839533,-0.1726214014697497,2015-02-14
2015-02-07,253,-0.1692507114257534,-0.20675860993248169,2015-02-07
2015-01-31,270,-0.18286313497715195,-0.2158300938985131,2015-01-31
2015-01-24,319,-0.18211898303769808,-0.1952296494091829,2015-01-24
2015-01-17,256,-0.2928016102893233,-0.204894786857003,2015-01-17
2015-01-10,201,-0.2055366472898791,-0.17833298568141534,2015-01-10
2015-01-03,118,-0.10046135701983094,-0.17883759648023867,2015-01-03
2014-12-27,103,-0.2207795328289787,-0.20320084244908035,2014-12-27
2014-12-20,242,-0.18655440558697256,-0.1912082991176697,2014-12-20
2014-12-13,261,-0.2075550904851725,-0.17262520525744723,2014-12-13
2014-12-06,299,-0.1979143408951977,-0.15694209699170167,2014-12-06
2014-11-29,226,-0.17280935950333606,-0.1383435598452517,2014-11-29
2014-11-22,218,-0.11222203014608265,-0.1237276158767263,2014-11-22
2014-11-15,237,-0.1448226574221903,-0.16127277262601042,2014-11-15
2014-11-08,225,-0.12352019230939776,-0.2220046075895636,2014-11-08
2014-11-01,243,-0.11434558362923454,-0.25554891150636694,2014-11-01
2014-10-25,250,-0.26240265714321903,-0.31156840523487445,2014-10-25
2014-10-18,253,-0.387749997276403,-0.304879831647256,2014-10-18
2014-10-11,244,-0.2576974079766111,-0.2650158260119515,2014-10-11
2014-10-04,234,-0.3384235585432646,-0.2662703872326188,2014-10-04
2014-09-27,204,-0.2356483627927452,-0.2277774595412952,2014-09-27
2014-09-20,225,-0.2282939747351853,-0.21593050411708317,2014-09-20
2014-09-13,220,-0.26271565285928017,-0.21018683451603243,2014-09-13
2014-09-06,225,-0.18445184777797033,-0.23267905354360807,2014-09-06
2014-08-30,195,-0.18826054109589688,-0.2486834264722139,2014-08-30
2014-08-23,166,-0.20531929633098228,-0.27214567206716933,2014-08-23
2014-08-16,187,-0.35268452896958274,-0.22826731193924715,2014-08-16
2014-08-09,200,-0.24846933949239372,-0.166402111567053,2014-08-09
2014-08-02,228,-0.2821095234757185,-0.12663080208972247,2014-08-02
2014-07-26,235,-0.02980585581929366,-0.09513052694149252,2014-07-26
2014-07-19,202,-0.1052237274808062,-0.14554473834962578,2014-07-19
2014-07-12,217,-0.08938410158307152,-0.17335828215257146,2014-07-12
2014-07-05,216,-0.15610842288279866,-0.14658248053305842,2014-07-05
2014-06-28,244,-0.23146270145182685,-0.12235559990541188,2014-06-28
2014-06-21,241,-0.2164779026925888,-0.11698819777215376,2014-06-21
2014-06-14,228,0.01771910489498064,-0.09603005944972354,2014-06-14
2014-06-07,226,-0.05920090037221254,-0.15674390393430623,2014-06-07
2014-05-31,199,-0.20999309291879437,-0.1459487313531665,2014-05-31
2014-05-24,223,-0.1326453494028679,-0.092361165383919,2014-05-24
2014-05-17,228,-0.22513627304335015,-0.00599507282121622,2014-05-17
2014-05-10,211,-0.01602021004765348,0.04390343531994268,2014-05-10
2014-05-03,253,0.00435717095819552,0.03054301898494937,2014-05-03
2014-04-26,202,0.2128190208479432,0.00580239182049119,2014-04-26
2014-04-19,192,-0.02554224047871452,-0.08896663431495752,2014-04-19
2014-04-12,234,-0.06946187538762671,-0.11288793862332676,2014-04-12
2014-04-05,245,-0.0946053376996372,-0.10240982484102236,2014-04-05
2014-03-29,258,-0.16625708369385167,-0.1251061221035083,2014-03-29
2014-03-22,315,-0.12122745771219154,-0.11668023552907024,2014-03-22
2014-03-15,269,-0.02754942025840914,-0.16705555323689666,2014-03-15
2014-03-08,244,-0.18539052674958087,-0.17282982485291473,2014-03-08
2014-03-01,252,-0.13255353739609946,-0.12374262505723951,2014-03-01
2014-02-22,247,-0.3227287285434972,-0.09042994536511235,2014-02-22
2014-02-15,256,-0.05064650672248139,-0.06315521469926558,2014-02-15
2014-02-08,248,0.01095827243311999,-0.05711981200707912,2014-02-08
2014-02-01,305,6.971813724091984e-4,-0.07517505129217145,2014-02-01
2014-01-25,318,-0.2136298058801101,-0.07728568393346444,2014-01-25
2014-01-18,261,-0.02650489595373555,-0.04146665550393513,2014-01-18
2014-01-11,273,-0.06126268470724932,-0.04359205779475366,2014-01-11
2014-01-04,161,-0.00774534919276277,-0.04805203041302858,2014-01-04
2013-12-28,111,-0.0703536921619929,-0.04788220753118685,2013-12-28
2013-12-21,283,-0.03500650511700966,-0.05667637837983785,2013-12-21
2013-12-14,295,-0.07910257518034895,-0.0691546021796141,2013-12-14
2013-12-07,313,-0.00706605766539592,-0.05379099363258923,2013-12-07
2013-11-30,224,-0.10553037555659686,-0.08305282234957861,2013-11-30
2013-11-23,266,-0.08491940031611463,-0.06866020590419472,2013-11-23
2013-11-16,262,-0.0176481409922495,-0.05087251721972226,2013-11-16
2013-11-09,275,-0.12411337253335344,-0.04143994052785588,2013-11-09
2013-11-02,242,-0.04795990977506132,-0.03515414767342006,2013-11-02
2013-10-26,268,-0.013768645578224799,-0.0478741814842008,2013-10-26
2013-10-19,274,0.02008216577521605,-0.04798698546789326,2013-10-19
2013-10-12,330,-0.0989702011156102,-0.07911678650975365,2013-10-12
2013-10-05,286,-0.09884004501818426,-0.09039224109602396,2013-10-05
2013-09-28,265,-0.01421986151299464,-0.05137331914439436,2013-09-28
2013-09-21,317,-0.10443703839222548,-0.10070700519653115,2013-09-21
2013-09-14,273,-0.1440720194606914,-0.09966131342162074,2013-09-14
2013-09-07,294,0.05723564278833408,-0.04900690957536947,2013-09-07
2013-08-31,215,-0.21155460572154183,-0.10484898622583744,2013-08-31
2013-08-24,212,-0.10025427129258382,-0.08681343450186664,2013-08-24
2013-08-17,173,0.05854559592431367,-0.06505354847840228,2013-08-17
2013-08-10,198,-0.16613266381353772,-0.09374641108790518,2013-08-10
2013-08-03,249,-0.1394123988256587,-0.09033149792967313,2013-08-03
2013-07-27,229,-0.01321472719872633,-0.07783523023236436,2013-07-27
2013-07-20,238,-0.05622585451369796,-0.11151503714399132,2013-07-20
2013-07-13,266,-0.15247301118060944,-0.15416775943322247,2013-07-13
2013-07-06,289,-0.08942732803642368,-0.15905403792198963,2013-07-06
2013-06-29,335,-0.14793395484523422,-0.18275433368162575,2013-06-29
2013-06-22,283,-0.22683674367062256,-0.2061639031792296,2013-06-22
2013-06-15,298,-0.172018125135678,-0.19765584594540253,2013-06-15
2013-06-08,304,-0.1842285110749683,-0.16699093636008067,2013-06-08
2013-06-01,255,-0.24157223283564952,-0.17408398877702608,2013-06-01
2013-05-25,266,-0.19280451473531432,-0.14372965189358913,2013-05-25
2013-05-18,262,-0.04935848679439045,-0.15099712889339775,2013-05-18
2013-05-11,281,-0.21260072074275,-0.17376752331331005,2013-05-11
2013-05-04,274,-0.12015488530190178,-0.15104857942072708,2013-05-04
2013-04-27,292,-0.2218744227345488,-0.17892127625263068,2013-04-27
2013-04-20,293,-0.14044006447403953,-0.20300027748351832,2013-04-20
2013-04-13,283,-0.12172494517241812,-0.2194919299160358,2013-04-13
2013-04-06,249,-0.23164567262951632,-0.2534958289435128,2013-04-06
2013-03-30,245,-0.3181904276580995,-0.2677575222335942,2013-03-30
2013-03-23,409,-0.2064066742041092,-0.24704527311807048,2013-03-23
2013-03-16,300,-0.25774054128232615,-0.3002826406492524,2013-03-16
2013-03-09,275,-0.28869244578984216,-0.30273061456812117,2013-03-09
2013-03-02,269,-0.2353414311960043,-0.28331113810497993,2013-03-02
2013-02-23,290,-0.4193561443288371,-0.2530796401996552,2013-02-23
2013-02-16,264,-0.2675324369578012,-0.19373137073897628,2013-02-16
2013-02-09,251,-0.21101453993727712,-0.186536011343924,2013-02-09
2013-02-02,309,-0.11441543957470524,-0.16053678672494065,2013-02-02
2013-01-26,300,-0.1819630664861216,-0.18722320034093645,2013-01-26
2013-01-19,269,-0.238750999377592,-0.15150800870061443,2013-01-19
2013-01-12,268,-0.10701764146134372,-0.11178235967266112,2013-01-12
2013-01-05,152,-0.22116109403868855,-0.1188520832471892,2013-01-05
2012-12-29,100,-0.0391022999248335,-0.13417946037951,2012-12-29
2012-12-22,246,-0.07984840326577866,-0.15119219044708312,2012-12-22
2012-12-15,276,-0.13529653575945608,-0.1740202704562475,2012-12-15
2012-12-08,311,-0.2824706025679718,-0.2039081428571953,2012-12-08
2012-12-01,269,-0.10715322019512592,-0.20230380197369796,2012-12-01
2012-11-24,284,-0.17116072330243615,-0.22135079983795536,2012-11-24
2012-11-17,266,-0.25484802536324735,-0.231026231378191,2012-11-17
2012-11-10,295,-0.27605323903398254,-0.19586105024602088,2012-11-10
2012-11-03,277,-0.18334121165215528,-0.2206771046681844,2012-11-03
2012-10-27,262,-0.20986244946337873,-0.2449384260748776,2012-10-27
2012-10-20,294,-0.114187300834567,-0.24666751304511525,2012-10-20
2012-10-13,298,-0.3753174567226366,-0.2808735141477138,2012-10-13
2012-10-06,289,-0.280386497278928,-0.2318154695744468,2012-10-06
2012-09-29,300,-0.2167787973443293,-0.22984820629596112,2012-09-29
2012-09-22,332,-0.2510113052449611,-0.19315026260641355,2012-09-22
2012-09-15,330,-0.17908527842956884,-0.16022368205794446,2012-09-15
2012-09-08,280,-0.27251744416498536,-0.15899274671923888,2012-09-08
2012-09-01,237,-0.06998702258613884,-0.17713184959878026,2012-09-01
2012-08-25,226,-0.11930498305108488,-0.23199764995560557,2012-08-25
2012-08-18,222,-0.17416153707474644,-0.2748853356589803,2012-08-18
2012-08-11,222,-0.3450738556831508,-0.3252460611530189,2012-08-11
2012-08-04,265,-0.2894502240134403,-0.286295048153454,2012-08-04
2012-07-28,306,-0.29085572586458397,-0.2825977667155675,2012-07-28
2012-07-21,291,-0.3756044390509005,-0.2878028445494114,2012-07-21
2012-07-14,313,-0.18926980368489116,-0.2174808770376596,2012-07-14
2012-07-07,326,-0.2746610982618944,-0.21689327759677465,2012-07-07
2012-06-30,335,-0.3116760371999595,-0.2301954978700052,2012-06-30
2012-06-23,356,-0.09431656900389336,-0.22343854425177043,2012-06-23
2012-06-16,359,-0.18691940592135128,-0.2575934254146113,2012-06-16
2012-06-09,305,-0.3278699793548167,-0.2986964238424794,2012-06-09
2012-06-02,318,-0.2846482227270203,-0.2559800965469623,2012-06-02
2012-05-26,316,-0.23093609365525672,-0.25999152458157393,2012-05-26
2012-05-19,313,-0.35133139963282395,-0.2482999245713056,2012-05-19
2012-05-12,281,-0.15700467017274838,-0.2034175136324134,2012-05-12
2012-05-05,249,-0.30069393486546675,-0.18777016871824304,2012-05-05
2012-04-28,295,-0.1841696936141833,-0.14589240246722024,2012-04-28
2012-04-21,274,-0.17180175587725507,-0.12746141147995463,2012-04-21
2012-04-14,272,-0.09441529051606706,-0.13139133615881957,2012-04-14
2012-04-07,277,-0.1331828698613755,-0.1289610703350088,2012-04-07
2012-03-31,318,-0.11044572966512094,-0.1269018649887377,2012-03-31
2012-03-24,381,-0.18752145459271477,-0.12048970820104482,2012-03-24
2012-03-17,354,-0.08469422722082401,-0.09370760951296912,2012-03-17
2012-03-10,361,-0.12494604847629104,-0.1051503862746623,2012-03-10
2012-03-03,373,-0.08479710251434945,-0.1073271632000824,2012-03-03
2012-02-25,353,-0.0803930598404119,-0.13222896693969982,2012-02-25
2012-02-18,404,-0.13046533426759685,-0.14850973700838743,2012-02-18
2012-02-11,381,-0.1336531561779714,-0.13492565482600186,2012-02-11
2012-02-04,490,-0.18440431747281913,-0.12211696222893348,2012-02-04
2012-01-28,461,-0.1455161401151623,-0.12621035029470476,2012-01-28
2012-01-21,398,-0.07612900553805461,-0.16439751158519225,2012-01-21
2012-01-14,411,-0.0824183857896979,-0.2108158222959755,2012-01-14
2012-01-07,311,-0.20077786973590425,-0.26848134764105597,2012-01-07
2011-12-31,129,-0.29826478527711225,-0.2854984828020237,2011-12-31
2011-12-24,319,-0.2618022483811878,-0.2381797730155391,2011-12-24
2011-12-17,414,-0.3130804871700195,-0.25069155326322634,2011-12-17
2011-12-10,428,-0.26884641037977536,-0.2450472382808737,2011-12-10
2011-12-03,521,-0.10898994613117367,-0.24714270472658903,2011-12-03
2011-11-26,422,-0.31184936937193686,-0.3106731097256037,2011-11-26
2011-11-19,456,-0.2905032272406089,-0.2517506539732028,2011-11-19
2011-11-12,426,-0.2772282761626368,-0.243165451770747,2011-11-12
2011-11-05,444,-0.3631115661272323,-0.23220990070502984,2011-11-05
2011-10-29,439,-0.07615954636233321,-0.21493740078104612,2011-10-29
2011-10-22,391,-0.2561624184307857,-0.2727570538830293,2011-10-22
2011-10-15,393,-0.23340607189976817,-0.2770422095169704,2011-10-15
2011-10-08,441,-0.29402156643129734,-0.27049674024432674,2011-10-08
2011-10-01,370,-0.30743815877026603,-0.26944051414670267,2011-10-01
2011-09-24,387,-0.27330304096655,-0.2734269581870209,2011-09-24
2011-09-17,404,-0.20722419480919357,-0.24370496599945016,2011-09-17
2011-09-10,395,-0.2897966620408011,-0.25274605018368157,2011-09-10
2011-09-03,296,-0.3233839349315388,-0.24932321405876504,2011-09-03
2011-08-27,281,-0.15441507221626713,-0.2540836247415521,2011-08-27
2011-08-20,317,-0.2433885315461194,-0.32023311811931465,2011-08-20
2011-08-13,398,-0.276105317541135,-0.2653153747228607,2011-08-13
2011-08-06,381,-0.34242557766268694,-0.2592956077446486,2011-08-06
2011-07-30,330,-0.41901304572731746,-0.1828230650244378,2011-07-30
2011-07-23,375,-0.02371755796030334,-0.08215857040542957,2011-07-23
2011-07-16,340,-0.2520262496282867,-0.1558474055241039,2011-07-16
2011-07-09,182,-0.03653540678184374,-0.16176598157613165,2011-07-09
2011-07-02,215,-0.01635506725128448,-0.1854656096791667,2011-07-02
2011-06-25,201,-0.31847289843500065,-0.1960562700060538,2011-06-25
2011-06-18,142,-0.27570055383639774,-0.1983172448864532,2011-06-18
2011-06-11,117,-0.13133391919398393,-0.17928582672201496,2011-06-11
2011-06-04,196,-0.05871770855883283,-0.15799310442180148,2011-06-04
2011-05-28,318,-0.3275167979565984,-0.18642314711789612,2011-05-28
2011-05-21,309,-0.19957488117864475,-0.12267075365511546,2011-05-21
2011-05-14,309,-0.04616302999312995,-0.08951267397233165,2011-05-14
2011-05-07,242,-0.1724378793432114,-0.11582298777040304,2011-05-07
2011-04-30,222,-0.0725072241054757,-0.07829753890948551,2011-04-30
2011-04-23,210,-0.06694256244750948,-0.1050321621070896,2011-04-23
2011-04-16,265,-0.15140428518541557,-0.0995751669956636,2011-04-16
2011-04-09,283,-0.02233608389954133,-0.0764783618235325,2011-04-09
2011-04-02,278,-0.17944571689589195,-0.11015953138281118,2011-04-02
2011-03-26,426,-0.04511458200180553,-0.07178021038469261,2011-03-26
2011-03-19,303,-0.05901706449689119,-0.07295894976171052,2011-03-19
2011-03-12,339,-0.157060762136656,-0.06644575608476516,2011-03-12
2011-03-05,319,-0.02592843290341766,-0.00583186077488692,2011-03-05
2011-02-26,286,-0.04982953950987724,-0.01348920014475157,2011-02-26
2011-02-19,355,-0.03296428978910974,-0.03155565426141869,2011-02-19
2011-02-12,299,0.08539481910285697,-0.04302230250997891,2011-02-12
2011-02-05,334,-0.05655779038287626,-0.03771716909000199,2011-02-05
2011-01-29,401,-0.12209535597654572,-0.02413768287792202,2011-01-29
2011-01-22,340,-0.07883088278335065,-0.03362335725739614,2011-01-22
2011-01-15,367,0.10661535278276468,-0.0263533516469817,2011-01-15
2011-01-08,263,-0.00223984553455642,-0.07865109517825411,2011-01-08
2011-01-01,114,-0.16003805349444214,-0.08101223286159191,2011-01-01
2010-12-25,229,-0.04975086034169292,-0.0306290595806612,2010-12-25
2010-12-18,384,-0.10257562134232497,-0.03043867852198503,2010-12-18
2010-12-11,357,-0.01168439626790763,-0.05181499756443011,2010-12-11
2010-12-04,405,0.04149463962928067,-0.08735222421854005,2010-12-04
2010-11-27,380,-0.0489893361069882,-0.07671027250088508,2010-11-27
2010-11-20,435,-0.1880808975121053,-0.07788295571155637,2010-11-20
2010-11-13,386,-0.15383330288434735,-0.06391528464574418,2010-11-13
2010-11-06,417,0.08406244649990055,-0.01733317806520799,2010-11-06
2010-10-30,361,-0.05368006894967335,-0.0911192438359063,2010-10-30
2010-10-23,411,-0.13221021324885657,-0.11107158957723325,2010-10-23
2010-10-16,380,0.03249512343779738,-0.11238272392302408,2010-10-16
2010-10-09,345,-0.21108181658289263,-0.12653635272388475,2010-10-09
2010-10-02,339,-0.1334894519149811,-0.11784290912346088,2010-10-02
2010-09-25,334,-0.1374547506320199,-0.11259726612389773,2010-09-25
2010-09-18,378,-0.02411939176564533,-0.1410094242351543,2010-09-18
2010-09-11,306,-0.17630804218119717,-0.1608408512624118,2010-09-11
2010-09-04,248,-0.11250687991672842,-0.17881631894988434,2010-09-04
