date,Period,Personal consumption expenditures (PCE),PCE excluding food and energy,FT core
2023-11-01,Six months,2.1376152910803414,1.9220098383892603,2.5368291900297892
2023-10-01,Six months,2.3760550757563115,2.327918630295356,2.7065776800205628
2023-09-01,Six months,2.9275009949486286,2.6603659922477263,3.0305174030697932
2023-08-01,Six months,2.3879001413912526,2.6745190612487812,3.083541616043716
2023-07-01,Six months,2.301961301234101,3.2111105654492045,3.426252851805586
2023-06-01,Six months,3.190288375439443,4.011444612885673,4.174789126698444
2023-05-01,Six months,3.2709165215929925,4.458629292592753,4.373737051723982
2023-04-01,Six months,3.51122431615174,4.450312181518656,4.487497154638405
2023-03-01,Six months,3.8135764521308735,4.533063478474486,4.534794930155837
2023-02-01,Six months,4.316278646020666,4.788622639704898,4.708353162382741
2023-01-01,Six months,4.337481442666258,5.17645556972226,5.174400109019322
2022-12-01,Six months,3.2065533315748906,4.549403875714497,4.795923832914292
2022-11-01,Six months,4.65775958554322,4.9175335000176235,5.043563745294456
2022-10-01,Six months,5.390063069168161,5.076619929030102,5.2222475480326
2022-09-01,Six months,5.074770337099466,5.033444603025439,5.302208240801548
2022-08-01,Six months,6.070253262655068,4.900474750741002,5.326130486902654
2022-07-01,Six months,6.633185066105418,4.626627963417662,5.301047973179788
2022-06-01,Six months,7.725682780166632,5.181822574131223,5.421245758293997
2022-05-01,Six months,7.21481157136874,5.263472997174712,5.232186035188974
2022-04-01,Six months,7.314476772753031,5.575685596377689,5.323505019612965
2022-03-01,Six months,8.058306141235327,5.912554112221335,5.459289591016718
2022-02-01,Six months,6.962414965020436,5.515377403492994,5.146377657371293
2022-01-01,Six months,6.600711989256425,5.297464434551324,4.892964375254522
2021-12-01,Six months,6.511585761940064,5.20334257784949,4.741266522349987
2021-11-01,Six months,6.167668520804992,4.8859873028730405,4.540346437344437
2021-10-01,Six months,5.929603314228737,4.935168582869953,4.61597682858744
2021-09-01,Six months,5.740150852062942,5.187852950998173,4.571034366454144
2021-08-01,Six months,6.133207117016215,5.634056412826527,4.829216847699453
2021-07-01,Six months,5.994246026000205,5.441572481930601,4.749518258474193
2021-06-01,Six months,5.850026309660206,5.272688449482521,4.5978799515827085
2021-05-01,Six months,5.80446693309935,5.016281421909996,4.558688525471696
2021-04-01,Six months,4.886871431056727,4.068241225987124,3.9664009607952018
2021-03-01,Six months,3.878956587798532,2.972714290230072,2.9806185410774098
2021-02-01,Six months,3.1773502656962993,2.4283491468905405,2.8886811731125404
2021-01-01,Six months,3.0921940606776888,2.5978426232794893,2.83296666455548
2020-12-01,Six months,2.915406328425263,2.642387699906945,2.54399309326287
2020-11-01,Six months,2.53195000735702,2.289604924965505,2.3416709320944076
2020-10-01,Six months,2.575234948071281,2.3797547192048185,2.309137942004175
2020-09-01,Six months,1.5601740725050606,1.5434003714872802,1.8527554952017686
2020-08-01,Six months,0.6092406784618642,1.0825594264399774,1.731528972398716
2020-07-01,Six months,0.15897868037983987,0.8402357186403808,1.4964421217436068
2020-06-01,Six months,-0.1591204030830018,0.47621266252759753,1.4892269585249684
2020-05-01,Six months,-0.205669308043388,0.5735334720953444,1.3808942014254437
2020-04-01,Six months,-0.3171748280123565,0.36362382045000974,1.4605732048801277
2020-03-01,Six months,0.9351521889361836,1.346317927174523,1.7832383885365557
2020-02-01,Six months,1.7245070505802484,1.6501227980213695,2.0126907596764814
2020-01-01,Six months,1.6475304993219142,1.4885370985073143,1.911886635826315
2019-12-01,Six months,1.577659093306405,1.342494385946269,1.7382044786929771
2019-11-01,Six months,1.1072190827115858,1.3295855073904406,1.5768185008333337
2019-10-01,Six months,1.1447770478914432,1.5045421311100426,1.6599586011181346
2019-09-01,Six months,1.359190697868562,1.6369370183288545,1.7070499189250419
2019-08-01,Six months,1.5595714484549106,1.6618755214479863,1.693773300332799
2019-07-01,Six months,1.7483314629039848,1.616151216663475,1.7018592534870227
2019-06-01,Six months,1.5011958192936214,1.6635510916408025,1.7467987106524294
2019-05-01,Six months,1.5572189314434048,1.6153483151086778,1.8018283354732167
2019-04-01,Six months,1.5184652739693272,1.7818944575898499,1.9935854018587134
2019-03-01,Six months,1.2497552583021987,1.6584019163320196,2.035227082958567
2019-02-01,Six months,1.2838376257126694,1.8572741139782467,2.1541195624768874
2019-01-01,Six months,1.133046429473339,1.7170110646524739,1.9737861608493308
2018-12-01,Six months,1.321610557522801,1.7014595092264662,1.91099528723027
2018-11-01,Six months,1.3563304471237103,1.5306705121233222,1.592762428242724
2018-10-01,Six months,1.6358637947663235,1.5095617470925582,1.6455630791119402
2018-09-01,Six months,1.768914133460875,1.556011715075667,1.6226337788368541
2018-08-01,Six months,1.5679824283709287,1.6231664933157752,1.664544777312798
2018-07-01,Six months,1.8623644468650724,1.9878627354853906,1.9698929380923453
2018-06-01,Six months,2.4106821098974995,2.375814494867301,2.4612028096502474
2018-05-01,Six months,2.530836949917603,2.492085109621023,2.502908800875767
2018-04-01,Six months,2.472045128701539,2.233539322480138,2.2488414055789128
2018-03-01,Six months,2.251577117823511,2.366188277025816,2.30377168686553
2018-02-01,Six months,2.7965329383460302,2.1690907256455505,2.3369190303700287
2018-01-01,Six months,2.8170762677034666,2.0037387222181513,2.0576337398754774
2017-12-01,Six months,2.1261315035911332,1.4985127312817204,1.6827261332319576
2017-11-01,Six months,2.0022591304242665,1.4722691868667592,1.7149218153577852
2017-10-01,Six months,1.6229774622754878,1.5360928380360184,1.7051846190110287
2017-09-01,Six months,1.7456344049864736,1.4542183253492214,1.432298026125331
2017-08-01,Six months,0.887627673553748,1.122041934076834,1.0525032165439856
2017-07-01,Six months,0.7091390532830921,1.2616898144547806,1.2926468384344605
2017-06-01,Six months,1.407955449931797,1.655300797542969,1.4749591785506282
2017-05-01,Six months,1.585593057311696,1.6185364767293597,1.6542027316309675
2017-04-01,Six months,1.741138266722353,1.5459296109679777,1.7570772529328789
2017-03-01,Six months,1.76925557993437,1.3909662738519124,1.6822781309052166
2017-02-01,Six months,2.2608309990792552,1.7461053616661726,1.7940758405613613
2017-01-01,Six months,2.2681114500099353,1.7451072827909364,1.8251725214050833
2016-12-01,Six months,1.5231731140643356,1.497647980097816,1.5057950848691946
2016-11-01,Six months,1.529958661480335,1.472558272144875,1.4786937418849917
2016-10-01,Six months,1.793814923592052,1.727794436298269,1.6706044855266335
2016-09-01,Six months,2.0436511729907236,1.9671592661144155,1.833067741785581
2016-08-01,Six months,2.1334823662952695,1.988589156665177,1.7985180819243352
2016-07-01,Six months,1.7429853307740162,1.9816999756966602,1.8401936177515092
2016-06-01,Six months,1.7913199165694893,2.043269786853008,1.9719926358192312
2016-05-01,Six months,1.2650225752557365,1.9657578905397433,1.8714669025951824
2016-04-01,Six months,1.0615134597055764,1.8370516033785478,1.7041355856061018
2016-03-01,Six months,0.40255045110573207,1.404129179620317,1.4699751524881217
2016-02-01,Six months,-0.3418783419843918,1.4061616590512305,1.4684810545921088
2016-01-01,Six months,-0.22322450148923867,1.2183972823782474,1.2489973134533103
2015-12-01,Six months,-0.12301887175566462,1.063899369820298,1.1028335518351011
2015-11-01,Six months,0.43405985728419694,1.1732536486296352,1.1616981841618308
2015-10-01,Six months,0.7904822065873063,1.2038331596409213,1.197416831579464
2015-09-01,Six months,0.9692679492092404,1.5107946781359294,1.4794736401883664
2015-08-01,Six months,1.6322197655766368,1.525645452639468,1.4093963728798942
2015-07-01,Six months,1.9775250879594974,1.5944318322781204,1.6153780975337613
2015-06-01,Six months,0.8171485402321599,1.319663628557044,1.4145299029561373
2015-05-01,Six months,0.07401848152672752,1.2201558885669872,1.4607963294055728
2015-04-01,Six months,-0.5946935928334618,1.1521507962567012,1.3669674421277023
2015-03-01,Six months,-0.8297826674375508,0.9542199658964634,1.137214393505527
2015-02-01,Six months,-1.1345857239908552,0.9177764177202619,1.1935610113241617
2015-01-01,Six months,-1.5077602662205258,0.7651673356224853,0.9135593208420432
2014-12-01,Six months,-0.2733263894995841,1.1886874999087915,1.3647453722766458
2014-11-01,Six months,0.2966776634589996,1.2742535809954436,1.5296109544185312
2014-10-01,Six months,0.8203419559756897,1.4367949394378021,1.6644849377365911
2014-09-01,Six months,1.2391609604193388,1.6085165464553297,1.5586219668030914
2014-08-01,Six months,1.4932218510842699,1.6384689464232993,1.579908006194528
2014-07-01,Six months,1.6149304210304471,1.6562165565439768,1.6530774706526887
2014-06-01,Six months,1.7479837209818605,1.5242828717612733,1.7069246670681735
2014-05-01,Six months,1.8810492349133456,1.511041738929353,1.7424837997975737
2014-04-01,Six months,1.8481540038361777,1.5050452013495752,1.7434618627935792
2014-03-01,Six months,1.7559956072378924,1.5012079177535886,1.6192677329031828
2014-02-01,Six months,1.5192675716947601,1.4411241385962947,1.5190229897391454
2014-01-01,Six months,1.7235819879797054,1.5644468083660046,1.4068799649942132
2013-12-01,Six months,1.5550250778222363,1.6028220803471438,1.4165835437455812
2013-11-01,Six months,1.651412884820025,1.736395707540761,1.635063869013927
2013-10-01,Six months,1.4983744585582048,1.6375296969641795,1.502442340463486
2013-09-01,Six months,1.0247297752894902,1.393666733879173,1.3481796736095855
2013-08-01,Six months,0.670478144278075,1.3391371033863342,1.275606861004773
2013-07-01,Six months,1.0882240329457948,1.34059966841662,1.2749916484731956
2013-06-01,Six months,1.2214496859699997,1.4919319774273854,1.3091314713961648
2013-05-01,Six months,0.7415730981172208,1.2926087644485884,1.3940597424146215
2013-04-01,Six months,0.45652674835408025,1.2724350550279206,1.5229552524523433
2013-03-01,Six months,1.2579755946011684,1.6649665917293222,1.6852469560382013
2013-02-01,Six months,2.144454718903721,1.7277365200419892,1.844259580320624
2013-01-01,Six months,2.1045433618122944,1.6355361146389358,1.7491516637588331
2012-12-01,Six months,1.7903602546669228,1.4353780032704488,1.5751727097266999
2012-11-01,Six months,1.7188458288373454,1.4933242164129723,1.763557679152842
2012-10-01,Six months,1.6293270791554404,1.481798291097891,1.562197204927869
2012-09-01,Six months,1.2960138070984506,1.2968570505121457,1.655651957631972
2012-08-01,Six months,1.0676137809014552,1.3928029289008492,1.595362225818255
2012-07-01,Six months,0.8410050814542824,1.5476563057678305,1.6435042497570485
2012-06-01,Six months,1.458676067701692,1.9449907868863914,1.840445366761887
2012-05-01,Six months,1.6793615963722308,2.073640978946445,2.0767739862252665
2012-04-01,Six months,2.325616464219782,2.2987376584043373,2.1155045829161696
2012-03-01,Six months,2.0613684504612317,2.0878853424259436,2.03495747305731
2012-02-01,Six months,1.9580739086851429,1.8796251077722648,1.9114052174258047
2012-01-01,Six months,1.9822580357570008,2.000577709209117,2.0564071672808684
2011-12-01,Six months,1.6334384699330462,1.6936812420574876,2.0412578839574285
2011-11-01,Six months,1.4746225258359447,1.5804455829712794,1.9041771343453715
2011-10-01,Six months,1.6751181459975228,1.633022926651151,1.9441425930276064
2011-09-01,Six months,2.535235256778634,2.001823649788248,2.2083149050971076
2011-08-01,Six months,3.0712561076014167,2.1722803287765657,2.3938778254743625
2011-07-01,Six months,3.159746199279767,2.1224170917248486,2.3926331614863274
2011-06-01,Six months,3.427660901287566,2.257018585683568,2.6827703986548714
2011-05-01,Six months,3.938676588950285,2.075880198487723,2.493777377530731
2011-04-01,Six months,3.7223493212669156,1.8565437677146024,2.198564203821754
2011-03-01,Six months,3.50510820438259,1.7000438296308706,2.0591168301644394
2011-02-01,Six months,2.882290174222746,1.5080637353645843,1.7601136688412833
2011-01-01,Six months,2.5924355882725125,1.3479603162269482,1.5084153183783742
2010-12-01,Six months,2.1531934809530195,0.9200384772552139,1.2517951123046782
2010-11-01,Six months,1.6070427001827925,0.9742306128214251,1.3168424771258123
2010-10-01,Six months,1.2685308852818489,0.9349506283931497,1.319697121849041
2010-09-01,Six months,0.7347734064034439,0.7314143759000746,1.1625876196274052
2010-08-01,Six months,0.8182289414583988,0.9166091159305223,1.2552291919760474
2010-07-01,Six months,0.5376871941266348,0.8994263192117824,1.1282135592599003
2010-06-01,Six months,0.8066100712575741,1.1936435099438425,1.60834991866809
2010-05-01,Six months,1.0082357829212185,1.2691427753695805,1.496350822659165
2010-04-01,Six months,1.4483886249309519,1.2228170231673108,1.5911675491389565
2010-03-01,Six months,2.1089841902606876,1.8654160360731753,2.067934653106592
2010-02-01,Six months,2.1509367373544475,1.9211246836127183,2.099234525363056
2010-01-01,Six months,2.749121737222948,2.0449833306548815,2.2543323828890545
2009-12-01,Six months,2.3234913363432863,1.9187922310314631,2.162641391330896
2009-11-01,Six months,3.422965178421422,2.005904163272332,2.4195773050443194
2009-10-01,Six months,3.122708114799333,1.9845600880642689,2.0669135954699933
2009-09-01,Six months,2.637129056598342,1.6886004280649347,1.7667597233198353
2009-08-01,Six months,2.0817353541314976,1.4766685425624093,1.7959148104299365
2009-07-01,Six months,1.8562676154004087,1.3380526920535596,1.6986879711808736
2009-06-01,Six months,1.8564792892036275,1.1018823505990705,1.9144243312956493
2009-05-01,Six months,-0.46450735445298097,0.744969716910937,1.3769851203752288
2009-04-01,Six months,-3.002186330367451,0.5006762694545364,1.3224934103184216
2009-03-01,Six months,-4.5521209607085495,-0.2291118890423105,1.2558524278980012
2009-02-01,Six months,-4.182797487150225,-0.16806147173241692,1.2192001873546958
2009-01-01,Six months,-4.6799222980641435,-0.08187772582557429,1.3635812791897597
2008-12-01,Six months,-3.8125730764321686,0.33985069965820625,1.5461701184392986
2008-11-01,Six months,-1.3121061364913644,0.8996949965482282,1.8195666579236418
2008-10-01,Six months,1.9281463604903681,1.3569752289638526,2.063008106925521
2008-09-01,Six months,3.670465795343758,1.763883874359351,2.413057678420492
2008-08-01,Six months,4.091616909457296,1.9549068418583282,2.638590590965284
2008-07-01,Six months,4.6767047818678575,1.9034996176271024,2.624694803825331
