date,Period,geo,Headline,Core,Goods,Services
2023-11-01,One year,Japan,2.89017341040462,3.83104125736739,3.29972502291477,2.33502538071066
2023-10-01,One year,Japan,3.38164251207729,3.94088669950739,4.43213296398892,2.13197969543147
2023-09-01,One year,Japan,3.10378273520854,4.25321463897133,4.08921933085502,2.13414634146341
2023-08-01,One year,Japan,3.21637426900586,4.26587301587301,4.30308699719363,2.13631739572737
2023-07-01,One year,Japan,3.32355816226785,4.27435387673957,4.51552210724365,2.03458799593082
2023-06-01,One year,Japan,3.23529411764706,4.29141716566866,4.92424242424243,1.62932790224032
2023-05-01,One year,Japan,3.24165029469548,4.3,4.65337132003799,1.7329255861366
2023-04-01,One year,Japan,3.44827586206897,4.10821643286574,5.05243088655862,1.63265306122448
2023-03-01,One year,Japan,3.15893385982231,3.81526104417672,4.78468899521531,1.43003064351378
2023-02-01,One year,Japan,3.27056491575817,3.52112676056338,5.00481231953801,1.32924335378323
2023-01-01,One year,Japan,4.28713858424726,3.22255790533736,7.28862973760933,1.12474437627813
2022-12-01,One year,Japan,3.996003996004,3.02724520686176,7.03124999999999,0.817995910020447
2022-11-01,One year,Japan,3.8,2.72452068617558,6.75146771037181,0.715746421267897
2022-10-01,One year,Japan,3.70741482965932,2.52525252525253,6.59448818897638,0.818833162743088
2022-09-01,One year,Japan,2.997002997003,1.81268882175226,5.69744597249509,0.203665987780044
2022-08-01,One year,Japan,2.9087261785356,1.61290322580645,5.63241106719368,0.101832993890015
2022-07-01,One year,Japan,2.60782347041123,1.3091641490433,5.35183349851337,-0.304259634888435
2022-06-01,One year,Japan,2.40963855421687,1.00806451612903,4.76190476190476,-0.304568527918779
2022-05-01,One year,Japan,2.51762336354481,0.908173562058533,4.98504486540379,-0.304878048780499
2022-04-01,One year,Japan,2.52525252525253,0.808080808080805,5.21564694082247,-0.305188199389621
2022-03-01,One year,Japan,1.3,-0.796812749003995,4.91967871485944,-2.49003984063745
2022-02-01,One year,Japan,1.001001001001,-0.99601593625498,4.63242698892247,-2.68656716417911
2022-01-01,One year,Japan,0.501002004008016,-1.09561752988049,3.72983870967742,-2.68656716417911
2021-12-01,One year,Japan,0.704225352112665,-0.701402805611225,3.32996972754794,-1.90571715145437
2021-11-01,One year,Japan,0.603621730382288,-0.601805416248755,3.0241935483871,-1.80722891566265
2021-10-01,One year,Japan,0.100300902708119,-0.702106318956873,1.90571715145435,-1.80904522613065
2021-09-01,One year,Japan,0.200200200200189,-0.501002004008016,1.8,-1.40562248995983
2021-08-01,One year,Japan,-0.399600399600391,-0.501504513540622,0.496524329692155,-1.30653266331658
2021-07-01,One year,Japan,-0.399600399600391,-0.700000000000003,0.69860279441118,-1.4985014985015
2021-06-01,One year,Japan,-0.4995004995005,-0.899100899100891,0.799999999999997,-1.59840159840159
2021-05-01,One year,Japan,-0.799200799200796,-0.999000999000999,0.299999999999997,-1.79640718562874
2021-04-01,One year,Japan,-1.19760479041916,-1,-0.499001996007984,-1.7982017982018
2021-03-01,One year,Japan,-0.398406374501998,0,-0.697906281156533,-0.198807157057643
2021-02-01,One year,Japan,-0.49800796812749,0.0997008973080843,-0.898203592814377,0
2021-01-01,One year,Japan,-0.696517412935326,0,-1.29353233830845,-0.0994035785288214
2020-12-01,One year,Japan,-1.09452736318407,-0.498504486540379,-1.29482071713149,-0.79601990049751
2020-11-01,One year,Japan,-0.99601593625498,-0.499001996007984,-0.998003992015968,-0.895522388059707
