Central bank,date,Policy rate,Today,Last month,Start of year
ECB,19445,3,,,
ECB,19446,3,,,
ECB,19447,3,,,
ECB,19448,3,,,
ECB,19449,3,,,
ECB,19450,3,,,
ECB,19451,3,,,
ECB,19452,3,,,
ECB,19453,3,,,
ECB,19454,3,,,
ECB,19455,3,,,
ECB,19456,3,,,
ECB,19457,3,,,
ECB,19458,3,,,
ECB,19459,3,,,
ECB,19460,3,,,
ECB,19461,3,,,
ECB,19462,3,,,
ECB,19463,3,,,
ECB,19464,3,,,
ECB,19465,3,,,
ECB,19466,3,,,
ECB,19467,3,,,
ECB,19468,3,,,
ECB,19469,3,,,
ECB,19470,3,,,
ECB,19471,3,,,
ECB,19472,3,,,
ECB,19473,3,,,
ECB,19474,3,,,
ECB,19475,3,,,
ECB,19476,3,,,
ECB,19477,3,,,
ECB,19478,3,,,
ECB,19479,3,,,
ECB,19480,3,,,
ECB,19481,3.25,,,
ECB,19482,3.25,,,
ECB,19483,3.25,,,
ECB,19484,3.25,,,
ECB,19485,3.25,,,
ECB,19486,3.25,,,
ECB,19487,3.25,,,
ECB,19488,3.25,,,
ECB,19489,3.25,,,
ECB,19490,3.25,,,
ECB,19491,3.25,,,
ECB,19492,3.25,,,
ECB,19493,3.25,,,
ECB,19494,3.25,,,
ECB,19495,3.25,,,
ECB,19496,3.25,,,
ECB,19497,3.25,,,
ECB,19498,3.25,,,
ECB,19499,3.25,,,
ECB,19500,3.25,,,
ECB,19501,3.25,,,
ECB,19502,3.25,,,
ECB,19503,3.25,,,
ECB,19504,3.25,,,
ECB,19505,3.25,,,
ECB,19506,3.25,,,
ECB,19507,3.25,,,
ECB,19508,3.25,,,
ECB,19509,3.25,,,
ECB,19510,3.25,,,
ECB,19511,3.25,,,
ECB,19512,3.25,,,
ECB,19513,3.25,,,
ECB,19514,3.25,,,
ECB,19515,3.25,,,
ECB,19516,3.25,,,
ECB,19517,3.25,,,
ECB,19518,3.25,,,
ECB,19519,3.25,,,
ECB,19520,3.25,,,
ECB,19521,3.25,,,
ECB,19522,3.25,,,
ECB,19523,3.5,,,
ECB,19524,3.5,,,
ECB,19525,3.5,,,
ECB,19526,3.5,,,
ECB,19527,3.5,,,
ECB,19528,3.5,,,
ECB,19529,3.5,,,
ECB,19530,3.5,,,
ECB,19531,3.5,,,
ECB,19532,3.5,,,
ECB,19533,3.5,,,
ECB,19534,3.5,,,
ECB,19535,3.5,,,
ECB,19536,3.5,,,
ECB,19537,3.5,,,
ECB,19538,3.5,,,
ECB,19539,3.5,,,
ECB,19540,3.5,,,
ECB,19541,3.5,,,
ECB,19542,3.5,,,
ECB,19543,3.5,,,
ECB,19544,3.5,,,
ECB,19545,3.5,,,
ECB,19546,3.5,,,
ECB,19547,3.5,,,
ECB,19548,3.5,,,
ECB,19549,3.5,,,
ECB,19550,3.5,,,
ECB,19551,3.5,,,
ECB,19552,3.5,,,
ECB,19553,3.5,,,
ECB,19554,3.5,,,
ECB,19555,3.5,,,
ECB,19556,3.5,,,
ECB,19557,3.5,,,
ECB,19558,3.5,,,
ECB,19559,3.5,,,
ECB,19560,3.5,,,
ECB,19561,3.5,,,
ECB,19562,3.5,,,
ECB,19563,3.5,,,
ECB,19564,3.5,,,
ECB,19565,3.75,,,
ECB,19566,3.75,,,
ECB,19567,3.75,,,
ECB,19568,3.75,,,
ECB,19569,3.75,,,
ECB,19570,3.75,,,
ECB,19571,3.75,,,
ECB,19572,3.75,,,
ECB,19573,3.75,,,
ECB,19574,3.75,,,
ECB,19575,3.75,,,
ECB,19576,3.75,,,
ECB,19577,3.75,,,
ECB,19578,3.75,,,
ECB,19579,3.75,,,
ECB,19580,3.75,,,
ECB,19581,3.75,,,
ECB,19582,3.75,,,
ECB,19583,3.75,,,
ECB,19584,3.75,,,
ECB,19585,3.75,,,
ECB,19586,3.75,,,
ECB,19587,3.75,,,
ECB,19588,3.75,,,
ECB,19589,3.75,,,
ECB,19590,3.75,,,
ECB,19591,3.75,,,
ECB,19592,3.75,,,
ECB,19593,3.75,,,
ECB,19594,3.75,,,
ECB,19595,3.75,,,
ECB,19596,3.75,,,
ECB,19597,3.75,,,
ECB,19598,3.75,,,
ECB,19599,3.75,,,
ECB,19600,3.75,,,
ECB,19601,3.75,,,
ECB,19602,3.75,,,
ECB,19603,3.75,,,
ECB,19604,3.75,,,
ECB,19605,3.75,,,
ECB,19606,3.75,,,
ECB,19607,3.75,,,
ECB,19608,3.75,,,
ECB,19609,3.75,,,
ECB,19610,3.75,,,
ECB,19611,3.75,,,
ECB,19612,3.75,,,
ECB,19613,3.75,,,
ECB,19614,4,,,
ECB,19615,4,,,
ECB,19616,4,,,
ECB,19617,4,,,
ECB,19618,4,,,
ECB,19619,4,,,
ECB,19620,4,,,
ECB,19621,4,,,
ECB,19622,4,,,
ECB,19623,4,,,
ECB,19624,4,,,
ECB,19625,4,,,
ECB,19626,4,,,
ECB,19627,4,,,
ECB,19628,4,,,
ECB,19629,4,,,
ECB,19630,4,,,
ECB,19631,4,,,
ECB,19632,4,,,
ECB,19633,4,,,
ECB,19634,4,,,
ECB,19635,4,,,
ECB,19636,4,,,
ECB,19637,4,,,
ECB,19638,4,,,
ECB,19639,4,,,
ECB,19640,4,,,
ECB,19641,4,,,
ECB,19642,4,,,
ECB,19643,4,,,
ECB,19644,4,,,
ECB,19645,4,,,
ECB,19646,4,,,
ECB,19647,4,,,
ECB,19648,4,,,
ECB,19649,4,,,
ECB,19650,4,,,
ECB,19651,4,,,
ECB,19652,4,,,
ECB,19653,4,,,
ECB,19654,4,,,
ECB,19655,4,,,
ECB,19656,4,,,
ECB,19657,4,,,
ECB,19658,4,,,
ECB,19659,4,,,
ECB,19660,4,,,
ECB,19661,4,,,
ECB,19662,4,,,
ECB,19663,4,,,
ECB,19664,4,,,
ECB,19665,4,,,
ECB,19666,4,,,
ECB,19667,4,,,
ECB,19668,4,,,
ECB,19669,4,,,
ECB,19670,4,,,
ECB,19671,4,,,
ECB,19672,4,,,
ECB,19673,4,,,
ECB,19674,4,,,
ECB,19675,4,,,
ECB,19676,4,,,
ECB,19677,4,,,
ECB,19678,4,,,
ECB,19679,4,,,
ECB,19680,4,,,
ECB,19681,4,,,
ECB,19682,4,,,
ECB,19683,4,,,
ECB,19684,4,,,
ECB,19685,4,,,
ECB,19686,4,,,
ECB,19687,4,,,
ECB,19688,4,,,
ECB,19689,4,,,
ECB,19690,4,,,
ECB,19691,4,,,
ECB,19692,4,,,
ECB,19693,4,,,
ECB,19694,4,,,
ECB,19695,4,,,
ECB,19696,4,,,
ECB,19697,4,,,
ECB,19698,4,,,
ECB,19699,4,,,
ECB,19700,4,,,
ECB,19701,4,,,
ECB,19702,4,,,
ECB,19703,4,,,
ECB,19704,4,,,
ECB,19705,4,,,
ECB,19706,4,,,
ECB,19707,4,,,
ECB,19708,4,,,
ECB,19709,4,,,
ECB,19710,4,,,
ECB,19711,4,,,
ECB,19712,4,,,
ECB,19713,4,,,
ECB,19714,4,,,
ECB,19715,4,,,
ECB,19716,4,,,
ECB,19717,4,,,
ECB,19718,4,,,
ECB,19719,4,,,
ECB,19720,4,,,
ECB,19721,4,,,
ECB,19722,4,,,
ECB,19723,4,,,
ECB,19724,4,,,
ECB,19725,4,,,
ECB,19726,4,,,
ECB,19727,4,,,
ECB,19728,4,,,
ECB,19729,4,,,
ECB,19730,4,,,
ECB,19731,4,,,
ECB,19732,4,,,
ECB,19733,4,,,
ECB,19734,4,,,
ECB,19735,4,,,
ECB,19736,4,,,
ECB,19737,4,,,
ECB,19738,4,,,
ECB,19739,4,,,
ECB,19740,4,,,
ECB,19741,4,,,
ECB,19742,4,,,
ECB,19743,4,,,
ECB,19744,4,,,
ECB,19745,4,,,
ECB,19746,4,,,
ECB,19747,4,,,
ECB,19748,4,,,
ECB,19749,4,,,
ECB,19750,4,,,
ECB,19751,4,,,
ECB,19752,4,,,
ECB,19753,4,,,
ECB,19754,4,,,
ECB,19755,4,,,
ECB,19756,4,,,
ECB,19757,4,,,
ECB,19758,4,,,
ECB,19759,4,,,
ECB,19760,4,,,
ECB,19761,4,,,
ECB,19762,4,,,
ECB,19763,4,,,
ECB,19764,4,,,
ECB,19765,4,,,
ECB,19766,4,,,
ECB,19767,4,,,
ECB,19768,4,,,
ECB,19769,4,,,
ECB,19770,4,,,
ECB,19771,4,,,
ECB,19772,4,,,
ECB,19773,4,,,
ECB,19774,4,,,
ECB,19775,4,,,
ECB,19776,4,,,
ECB,19777,4,,,
ECB,19778,4,,,
ECB,19779,4,,,
ECB,19780,4,,,
ECB,19781,4,,,
ECB,19782,4,,,
ECB,19783,4,,,
ECB,19784,4,,,
ECB,19785,4,,,
ECB,19786,4,,,
ECB,19787,4,,,
ECB,19788,4,,,
ECB,19789,4,,,
ECB,19790,4,,,
ECB,19791,4,,,
ECB,19792,4,,,
ECB,19793,4,,,
ECB,19794,4,,,
ECB,19795,4,,,
ECB,19796,4,,,
ECB,19797,4,,,
ECB,19798,4,,,
ECB,19799,4,,,
ECB,19800,4,,,
ECB,19801,4,,,
ECB,19802,4,,,
ECB,19803,4,,,
ECB,19804,4,,,
ECB,19805,4,,,
ECB,19806,4,,,
ECB,19807,4,,,
ECB,19808,4,,,
ECB,19809,4,,,
ECB,19810,4,,,
ECB,19811,4,,,
ECB,19812,4,,,
ECB,19813,4,,,
ECB,19814,4,,,
ECB,19815,4,,,
ECB,19816,4,,,
ECB,19817,4,,,
ECB,19818,4,,,
ECB,19819,4,,,
ECB,19820,4,,,
ECB,19821,4,,,
ECB,19822,4,,,
ECB,19823,4,,,
ECB,19824,4,,,
ECB,19825,4,,,
ECB,19826,4,,,
ECB,19827,4,,,
ECB,19828,4,,,
ECB,19829,4,,,
ECB,19830,4,,,
ECB,19831,4,,,
ECB,19832,4,,,
ECB,19833,4,,,
ECB,19834,4,,,
ECB,19835,4,,,
ECB,19836,4,,,
ECB,19837,4,,,
ECB,19838,4,,,
ECB,19839,4,,,
ECB,19840,4,,,
ECB,19841,4,,,
ECB,19842,4,,,
ECB,19843,4,,,
ECB,19844,4,,,
ECB,19845,4,,,
ECB,19846,4,,,
ECB,19847,4,,,
ECB,19848,4,,,
ECB,19849,4,,,
ECB,19850,4,,,
ECB,19851,4,,,
ECB,19852,4,,,
ECB,19853,4,,,
ECB,19854,4,,,
ECB,19855,4,,,
ECB,19856,4,,,
ECB,19857,4,,,
ECB,19858,4,,,
ECB,19859,4,,,
ECB,19860,4,,,
ECB,19861,4,,,
ECB,19862,4,,,
ECB,19863,4,,,
ECB,19864,4,,,
ECB,19865,4,,,
ECB,19866,4,,,
ECB,19867,4,,,
ECB,19868,4,,,
ECB,19869,4,,,
ECB,19870,4,,,
ECB,19871,4,,,
ECB,19872,4,,,
ECB,19873,4,,,
ECB,19874,4,,,
ECB,19875,4,,,
ECB,19876,4,,,
ECB,19877,4,,,
ECB,19878,4,,,
ECB,19879,4,,,
ECB,19880,3.75,,,
ECB,19881,3.75,,,
ECB,19882,3.75,,,
ECB,19883,3.75,,,
ECB,19884,3.75,,,
ECB,19885,3.75,,,
ECB,19886,3.75,,,
ECB,19887,3.75,,,
ECB,19888,3.75,,,
ECB,19889,3.75,,,
ECB,19890,3.75,,,
ECB,19891,3.75,,,
ECB,19892,3.75,,,
ECB,19893,3.75,,,
ECB,19894,3.75,,,
ECB,19895,3.75,,,
ECB,19896,3.75,,,
ECB,19897,3.75,,,
ECB,19898,3.75,,,
ECB,19899,3.75,,,
ECB,19900,3.75,,,
ECB,19901,3.75,,,
ECB,19902,3.75,,,
ECB,19903,3.75,,,
ECB,19904,3.75,,,
ECB,19905,3.75,,,
ECB,19906,3.75,,,
ECB,19907,3.75,,,
ECB,19908,3.75,,,
ECB,19909,3.75,,,
ECB,19910,3.75,,,
ECB,19911,3.75,,,
ECB,19912,3.75,,,
ECB,19913,3.75,,,
ECB,19914,3.75,,,
ECB,19915,3.75,,,
ECB,19916,3.75,,,
ECB,19917,3.75,,,
ECB,19918,3.75,,,
ECB,19919,3.75,,,
ECB,19920,3.75,,,
ECB,19921,3.75,,,
ECB,19922,3.75,,,
ECB,19923,3.75,,,
ECB,19924,3.75,,,
ECB,19925,3.75,,,
ECB,19926,3.75,,,
ECB,19927,3.75,,,
ECB,19928,3.75,,,
ECB,19929,3.75,,,
ECB,19930,3.75,,,
ECB,19931,3.75,,,
ECB,19932,3.75,,,
ECB,19933,3.75,,,
ECB,19934,3.75,,,
ECB,19935,3.75,,,
ECB,19936,3.75,,,
ECB,19937,3.75,,,
ECB,19938,3.75,,,
ECB,19939,3.75,,,
ECB,19940,3.75,,,
ECB,19941,3.75,,,
ECB,19942,3.75,,,
ECB,19943,3.75,,,
ECB,19944,3.75,,,
ECB,19945,3.75,,,
ECB,19946,3.75,,,
ECB,19947,3.75,,,
ECB,19948,3.75,,,
ECB,19949,3.75,,,
ECB,19950,3.75,,,
ECB,19951,3.75,,,
ECB,19952,3.75,,,
ECB,19953,3.75,,,
ECB,19954,3.75,,,
ECB,19955,3.75,,,
ECB,19956,3.75,,,
ECB,19957,3.75,,,
ECB,19958,3.75,,,
ECB,19959,3.75,,,
ECB,19960,3.75,,,
ECB,19961,3.75,,,
ECB,19962,3.75,,,
ECB,19963,3.75,,,
ECB,19964,3.75,,,
ECB,19965,3.75,,,
ECB,19966,3.75,,,
ECB,19967,3.75,,,
ECB,19968,3.75,,,
ECB,19969,3.75,,,
ECB,19970,3.75,,,
ECB,19971,3.75,,,
ECB,19972,3.75,,,
ECB,19973,3.75,,,
ECB,19974,3.75,,,
ECB,19975,3.75,,,
ECB,19976,3.75,,,
ECB,19977,3.75,,,
ECB,19978,3.5,,,
ECB,19979,3.5,,,
ECB,19980,3.5,,,
ECB,19981,3.5,,,
ECB,19982,3.5,,,
ECB,19983,3.5,,,
ECB,19984,3.5,,,
ECB,19985,3.5,,,
ECB,19986,3.5,,,
ECB,19987,3.5,,,
ECB,19988,3.5,,,
ECB,19989,3.5,,,
ECB,19990,3.5,,,
ECB,19991,3.5,,,
ECB,19992,3.5,,,
ECB,19993,3.5,,,
ECB,19994,3.5,,,
ECB,19995,3.5,,,
ECB,19996,3.5,,,
ECB,19997,3.5,,,
ECB,19998,3.5,,,
ECB,19999,3.5,,,
ECB,20000,3.5,,,
ECB,20001,3.5,,,
ECB,20002,3.5,,,
ECB,20003,3.5,,,
ECB,20004,3.5,,,
ECB,20005,3.5,,,
ECB,20006,3.5,,,
ECB,20007,3.5,,,
ECB,20008,3.5,,,
ECB,20009,3.5,,,
ECB,20010,3.5,,,
ECB,20011,3.5,,,
ECB,20012,3.5,,,
ECB,20013,3.25,,,
ECB,20014,3.25,,,
ECB,20015,3.25,,,
ECB,20016,3.25,,,
ECB,20017,3.25,,,
ECB,20018,3.25,,,
ECB,20019,3.25,,,
ECB,20020,3.25,,,
ECB,20021,3.25,,,
ECB,20022,3.25,,,
ECB,20023,3.25,,,
ECB,20024,3.25,,,
ECB,20025,3.25,,,
ECB,20026,3.25,,,
ECB,20027,3.25,,,
ECB,20028,3.25,,,
