Central bank,date,Policy rate,Today,Last month,Start of year
ECB,20029,3.25,,,
ECB,20030,3.25,,,
ECB,20031,3.25,,,
ECB,20057,,2.9024963378906,2.935,
ECB,20088,,2.7399978637695,2.77500000000001,2.3425
ECB,20119,,2.5274963378906,2.5925,
ECB,20147,,2.3525009155273,2.425,
ECB,20178,,2.2574996948242,2.2975,2.11499999999999
ECB,20208,,2.1425018310547,,
ECB,20269,,2.04750061035161,2.0575,1.98999999999999
