date,geo,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Policy rate
2024-08-25,Fed,,,,,,,,,,,,,,,,,,5.375
2024-08-26,Fed,,,,,,,,,,,,,,,,,,5.375
2024-08-27,Fed,,,,,,,,,,,,,,,,,,5.375
2024-08-28,Fed,,,,,,,,,,,,,,,,,,5.375
2024-08-29,Fed,,,,,,,,,,,,,,,,,,5.375
2024-08-30,Fed,,,,,,,,,,,,,,,,,,5.375
2024-08-31,Fed,,,,,,,,,,,,,,,,,,5.375
2024-08-31,Fed,,,,,,,,,,,,,,,,,,5.375
2024-08-31,Fed,,,,,,,,,,,,,,,,,,5.375
2024-08-31,Fed,,,,,,,,,,,,,,,,,,5.375
2024-08-31,Fed,,,,,,,,,,,,,,,,,,5.375
2024-08-31,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-01,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-02,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-03,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-04,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-05,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-06,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-07,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-08,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-09,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-10,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-11,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-12,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-13,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-14,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-15,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-16,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-17,Fed,,,,,,,,,,,,,,,,,,5.375
2024-09-18,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-19,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-20,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-21,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-22,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-23,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-24,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-25,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-26,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-27,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-28,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-29,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-30,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-30,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-30,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-30,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-30,Fed,,,,,,,,,,,,,,,,,,4.875
2024-09-30,Fed,2.505,2.58499999999999,3.79000000000001,3.505,3.29000000000001,4.37,4.91,4.095,4.86499999999999,5.15000000000001,,,,,,,,
2024-10-01,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-02,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-03,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-04,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-05,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-06,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-07,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-08,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-09,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-10,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-11,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-12,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-13,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-14,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-15,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-16,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-17,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-18,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-19,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-20,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-21,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-22,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-23,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-24,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-25,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-26,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-27,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-28,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-29,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-30,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-31,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-31,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-31,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-31,Fed,,,,,,,,,,,,,,,,,,4.875
2024-10-31,Fed,,,,,,,,,,,,,,,,,,4.875
2024-11-01,Fed,,,,,,,,,,,,,,,,,,4.875
2024-11-02,Fed,,,,,,,,,,,,,,,,,,4.875
2024-11-03,Fed,,,,,,,,,,,,,,,,,,4.875
2024-11-04,Fed,,,,,,,,,,,,,,,,,,4.875
2024-11-05,Fed,,,,,,,,,,,,,,,,,,4.875
2024-11-06,Fed,,,,,,,,,,,,,,,,,,4.875
2024-11-07,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-08,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-09,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-10,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-11,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-12,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-13,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-14,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-15,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-16,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-17,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-18,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-19,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-20,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-21,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-22,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-23,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-24,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-25,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-26,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-27,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-28,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-29,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-30,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-30,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-30,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-30,Fed,,,,,,,,,,,,,,,,,,4.625
2024-11-30,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-01,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-02,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-03,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-04,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-05,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-06,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-07,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-08,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-09,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-10,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-11,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-12,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-13,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-14,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-15,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-16,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-17,Fed,,,,,,,,,,,,,,,,,,4.625
2024-12-18,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-19,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-20,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-21,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-22,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-23,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-24,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-25,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-26,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-27,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-28,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-29,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-30,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-31,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-31,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-31,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-31,Fed,,,,,,,,,,,,,,,,,,4.375
2024-12-31,Fed,2.44499999999999,2.575,3.685,3.345,3.125,4.02500000000001,4.59,3.73,4.56999999999999,4.855,4.0275,,,,,,,
2025-01-01,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-02,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-03,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-04,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-05,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-06,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-07,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-08,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-09,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-10,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-11,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-12,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-13,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-14,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-15,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-16,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-17,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-18,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-19,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-20,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-21,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-22,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-23,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-24,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-25,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-26,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-27,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-28,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-29,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-30,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-01-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-01,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-02,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-03,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-04,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-05,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-06,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-07,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-08,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-09,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-10,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-11,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-12,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-13,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-14,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-15,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-16,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-17,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-18,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-19,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-20,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-21,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-22,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-23,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-24,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-25,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-26,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-27,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-28,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-28,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-28,Fed,,,,,,,,,,,,,,,,,,4.375
2025-02-28,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-01,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-02,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-03,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-04,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-05,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-06,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-07,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-08,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-09,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-10,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-11,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-12,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-13,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-14,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-15,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-16,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-17,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-18,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-19,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-20,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-21,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-22,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-23,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-24,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-25,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-26,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-27,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-28,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-29,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-30,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-03-31,Fed,2.345,2.56,3.62,3.26000000000001,3.035,3.79000000000001,4.30500000000001,3.42,4.3,4.565,3.50749999999999,4.175,,,,,,
2025-04-01,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-02,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-03,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-04,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-05,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-06,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-07,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-08,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-09,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-10,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-11,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-12,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-13,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-14,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-15,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-16,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-17,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-18,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-19,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-20,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-21,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-22,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-23,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-24,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-25,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-26,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-27,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-28,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-29,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-30,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-30,Fed,,,,,,,,,,,,,,,,,,4.375
2025-04-30,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-01,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-02,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-03,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-04,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-05,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-06,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-07,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-08,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-09,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-10,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-11,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-12,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-13,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-14,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-15,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-16,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-17,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-18,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-19,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-20,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-21,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-22,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-23,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-24,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-25,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-26,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-27,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-28,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-29,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-30,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-05-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-01,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-02,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-03,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-04,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-05,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-06,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-07,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-08,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-09,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-10,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-11,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-12,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-13,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-14,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-15,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-16,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-17,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-18,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-19,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-20,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-21,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-22,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-23,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-24,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-25,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-26,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-27,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-28,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-29,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-30,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-30,Fed,,,,,,,,,,,,,,,,,,4.375
2025-06-30,Fed,2.25,2.575,3.58499999999999,3.215,2.98999999999999,3.64,4.11499999999999,3.20999999999999,4.065,4.315,3.2075,4.045,4.08,,,,,
2025-07-01,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-02,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-03,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-04,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-05,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-06,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-07,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-08,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-09,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-10,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-11,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-12,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-13,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-14,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-15,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-16,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-17,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-18,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-19,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-20,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-21,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-22,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-23,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-24,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-25,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-26,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-27,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-28,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-29,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-30,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-07-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-01,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-02,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-03,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-04,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-05,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-06,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-07,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-08,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-09,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-10,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-11,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-12,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-13,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-14,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-15,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-16,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-17,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-18,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-19,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-20,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-21,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-22,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-23,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-24,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-25,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-26,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-27,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-28,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-29,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-30,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-08-31,Fed,,,,,,,,,,,,,,,,,,4.375
2025-09-01,Fed,,,,,,,,,,,,,,,,,,4.375
2025-09-02,Fed,,,,,,,,,,,,,,,,,,4.375
2025-09-03,Fed,,,,,,,,,,,,,,,,,,4.375
2025-09-04,Fed,,,,,,,,,,,,,,,,,,4.375
2025-09-05,Fed,,,,,,,,,,,,,,,,,,4.375
2025-09-06,Fed,,,,,,,,,,,,,,,,,,4.375
2025-09-07,Fed,,,,,,,,,,,,,,,,,,4.375
2025-09-08,Fed,,,,,,,,,,,,,,,,,,4.375
2025-09-09,Fed,,,,,,,,,,,,,,,,,,4.375
2025-09-09,Fed,,,,,,,,,,,,,,,,,,4.375
2025-09-30,Fed,2.175,2.605,3.56,3.19,2.95999999999999,3.54000000000001,4.005,3.09999999999999,3.88,4.12,3.0675,3.98,3.81,4.01000000000001,4.235,4.095,4.0074996948242,
2025-12-31,Fed,2.13,2.65000000000001,3.545,3.185,2.935,3.47499999999999,3.955,3.065,3.755,3.97,3.0025,3.94499999999999,3.625,3.67,4.03,3.77,3.6149978637695,
