date,Week,Macro Mood (week),Macro Mood
2010-01-02,2010-01-02,-0.03548969844259389,-0.04746851557538117
2009-12-26,2009-12-26,-0.03539673794288998,-0.05249566140769187
2009-12-19,2009-12-19,-0.05098712254654855,-0.05745422234757383
2009-12-12,2009-12-12,-0.06800050336949229,-0.05691442034186807
2009-12-05,2009-12-05,-0.05559828177183665,-0.04871007562552332
2009-11-28,2009-11-28,-0.05523098170241784,-0.04302709230148205
2009-11-21,2009-11-21,-0.04882791452372552,-0.04193461038204466
2009-11-14,2009-11-14,-0.03518312450411329,-0.04121533889787814
2009-11-07,2009-11-07,-0.03286634847567154,-0.04301331951413411
2009-10-31,2009-10-31,-0.05086105402466826,-0.04640821888182323
2009-10-24,2009-10-24,-0.04595082858705948,-0.04818300674703747
2009-10-17,2009-10-17,-0.04237504696913716,-0.05078047095062992
2009-10-10,2009-10-10,-0.04644594594642804,-0.05034984159566001
2009-10-03,2009-10-03,-0.0579602054855252,-0.04568367535977431
2009-09-26,2009-09-26,-0.05634068540142931,-0.04380115771908939
2009-09-19,2009-09-19,-0.04065252954925751,-0.03825557571995332
2009-09-12,2009-09-12,-0.02778128100288524,-0.03900258134382907
2009-09-05,2009-09-05,-0.05043013492278551,-0.04274790656341783
2009-08-29,2009-08-29,-0.034158357404885,-0.03844779692150655
2009-08-22,2009-08-22,-0.04364055204476054,-0.0398786247855062
2009-08-15,2009-08-15,-0.04276258188124029,-0.03988421775305195
2009-08-08,2009-08-08,-0.03322969635514036,-0.0390065671734877
2009-08-01,2009-08-01,-0.03988166886088363,-0.04678585471290329
2009-07-25,2009-07-25,-0.04366292391494352,-0.0493255775391488
2009-07-18,2009-07-18,-0.03925197956298328,-0.05286887212682176
2009-07-11,2009-07-11,-0.06434684651280276,-0.05698010780324436
2009-07-04,2009-07-04,-0.05004056016586563,-0.05234027453290424
2009-06-27,2009-06-27,-0.0578361022656354,-0.05352879155254309
2009-06-20,2009-06-20,-0.05569692226867363,-0.05144255263359824
2009-06-13,2009-06-13,-0.04578751343144226,-0.05308435040822518
2009-06-06,2009-06-06,-0.05479462824442108,-0.05859104134586466
2009-05-30,2009-05-30,-0.049491146589856,-0.05780849334864377
2009-05-23,2009-05-23,-0.06226411336718136,-0.06040211949076217
2009-05-16,2009-05-16,-0.0678142771820002,-0.06481333608633588
2009-05-09,2009-05-09,-0.05166443625553754,-0.06291346156883502
2009-05-02,2009-05-02,-0.05986565115832956,-0.06808996963971459
2009-04-25,2009-04-25,-0.07990897974947624,-0.07023225265114824
2009-04-18,2009-04-18,-0.06021477911199675,-0.06859960605690235
2009-04-11,2009-04-11,-0.07237046853905582,-0.0727905213692783
2009-04-04,2009-04-04,-0.06843478320406417,-0.07310830970691923
2009-03-28,2009-03-28,-0.07337839337249266,-0.07702505592219573
2009-03-21,2009-03-21,-0.07697844036150057,-0.08106550136528498
2009-03-14,2009-03-14,-0.07364162188961947,-0.08704543941906603
2009-03-07,2009-03-07,-0.08410176806517022,-0.09465928955759456
2009-02-28,2009-02-28,-0.08954017514484963,-0.0953285510212909
2009-02-21,2009-02-21,-0.1008981925766248,-0.09523449176912424
2009-02-14,2009-02-14,-0.10409702244373362,-0.09509766829765288
2009-02-07,2009-02-07,-0.08677881391995557,-0.09389915226689596
2009-01-31,2009-01-31,-0.08916393813618297,-0.09199099117355795
2009-01-24,2009-01-24,-0.10035089869073932,-0.0906285819151791
2009-01-17,2009-01-17,-0.09930295832070596,-0.0880304382399333
2009-01-10,2009-01-10,-0.07914616954660351,-0.0862858899336795
2009-01-03,2009-01-03,-0.08371430110266759,-0.08920206092135843
2008-12-27,2008-12-27,-0.0899583239897561,-0.09364455211319084
2008-12-20,2008-12-20,-0.09232476509569074,-0.09359289654911064
2008-12-13,2008-12-13,-0.09081085349731936,-0.0972814849911406
2008-12-06,2008-12-06,-0.10148426586999716,-0.1000962728873942
2008-11-29,2008-11-29,-0.08975170173343526,-0.09473788251873644
2008-11-22,2008-11-22,-0.10707911886381058,-0.09512610851952756
2008-11-15,2008-11-15,-0.1020700050823337,-0.09499763682127954
2008-11-08,2008-11-08,-0.08005070439536623,-0.09355191012717638
2008-11-01,2008-11-01,-0.09130460573659978,-0.10148314834020024
2008-10-25,2008-10-25,-0.1065652320708185,-0.10305805308611424
2008-10-18,2008-10-18,-0.09628709830592104,-0.09737593261169206
2008-10-11,2008-10-11,-0.11177565724746168,-0.09442579764408512
2008-10-04,2008-10-04,-0.09760422472025568,-0.08354249118925386
2008-09-27,2008-09-27,-0.08383675017312979,-0.07710671919193487
2008-09-20,2008-09-20,-0.08448655843549335,-0.07028450540901308
2008-09-13,2008-09-13,-0.06824243142813657,-0.06158075038906177
2008-09-06,2008-09-06,-0.0718611367309798,-0.06249943874745664
2008-08-30,2008-08-30,-0.05654789504144263,-0.06021131392643884
2008-08-23,2008-08-23,-0.04967153835568809,-0.05966876801423394
2008-08-16,2008-08-16,-0.07191718486171605,-0.05888405868840792
2008-08-09,2008-08-09,-0.0627086374469086,-0.05806196738887852
2008-08-02,2008-08-02,-0.05437771139262303,-0.05868206561468552
2008-07-26,2008-07-26,-0.04653270105238398,-0.06190450902526689
2008-07-19,2008-07-19,-0.06862881966359846,-0.06630399158427779
2008-07-12,2008-07-12,-0.06518903035013662,-0.06431636175888492
2008-07-05,2008-07-05,-0.06726748503494848,-0.06253899124107012
2008-06-28,2008-06-28,-0.06413063128842757,-0.05940658332116667
2008-06-21,2008-06-21,-0.06067830036202697,-0.05471138276455688
2008-06-14,2008-06-14,-0.05807954827887744,-0.05358259066934426
2008-06-07,2008-06-07,-0.05473785335533474,-0.0506281640807659
2008-05-31,2008-05-31,-0.04534982906198835,-0.05067159694530791
2008-05-24,2008-05-24,-0.05616313198117649,-0.05254567684910471
2008-05-17,2008-05-17,-0.04626184192456403,-0.05359355517180561
2008-05-10,2008-05-10,-0.05491158481350274,-0.05729319737979425
2008-05-03,2008-05-03,-0.05284614867717557,-0.05918046743859336
2008-04-26,2008-04-26,-0.06035464527198007,-0.06045574801356698
2008-04-19,2008-04-19,-0.06106041075651862,-0.05976661598173014
2008-04-12,2008-04-12,-0.06246066504869916,-0.06020849169133764
2008-04-05,2008-04-05,-0.05794727097707006,-0.0608579853548962
2008-03-29,2008-03-29,-0.05759811714463268,-0.06210733416083087
2008-03-22,2008-03-22,-0.06282791359494866,-0.06090595850094389
2008-03-15,2008-03-15,-0.06505863970293344,-0.05783604170291007
2008-03-08,2008-03-08,-0.06294466620080871,-0.05538271589922824
2008-03-01,2008-03-01,-0.05279261450508474,-0.05443925907021654
2008-02-23,2008-02-23,-0.0505482464028134,-0.05717408128811476
2008-02-16,2008-02-16,-0.05524533648820611,-0.06013639889596163
2008-02-09,2008-02-09,-0.0591708388847619,-0.06286233342585323
2008-02-02,2008-02-02,-0.06373190337667764,-0.06182142956730626
2008-01-26,2008-01-26,-0.06239751683420087,-0.05908561656930322
2008-01-19,2008-01-19,-0.06614907460777254,-0.05486212523708929
2008-01-12,2008-01-12,-0.05500722345057398,-0.05371221767365611
2008-01-05,2008-01-05,-0.0527886513846655,-0.051774615005978
2007-12-29,2007-12-29,-0.04550355150534512,-0.0520320272442167
2007-12-22,2007-12-22,-0.06154944435403984,-0.05225366161600286
2007-12-15,2007-12-15,-0.04725681277986156,-0.05314924125752712
2007-12-08,2007-12-08,-0.05381830033762024,-0.05427490506705713
2007-12-01,2007-12-01,-0.04639008899248978,-0.05549327379165613
2007-11-24,2007-11-24,-0.065131762920136907,-0.05601925902559041
2007-11-17,2007-11-17,-0.05175946801798158,-0.05140481183546237
2007-11-10,2007-11-10,-0.05869177523601627,-0.0515491374493406
2007-11-03,2007-11-03,-0.04849402992822687,-0.04721913161064957
2007-10-27,2007-10-27,-0.04667397415962474,-0.04441379031245729
2007-10-20,2007-10-20,-0.05233677047349452,-0.04563642002405475
2007-10-13,2007-10-13,-0.04137175188125212,-0.04349717276402064
2007-10-06,2007-10-06,-0.03727266473545776,-0.04557782190887743
2007-09-29,2007-09-29,-0.05156449300601462,-0.04821384075674459
2007-09-22,2007-09-22,-0.04377978143335805,-0.04678228009356711
2007-09-15,2007-09-15,-0.0496943484606793,-0.04672359883055928
2007-09-08,2007-09-08,-0.04781674012692638,-0.04918277012769993
2007-09-01,2007-09-01,-0.0458382503533047,-0.04842646477765951
2007-08-25,2007-08-25,-0.04354505638132675,-0.04591538617760917
2007-08-18,2007-08-18,-0.0595310336492419,-0.04359117538558585
2007-08-11,2007-08-11,-0.04479151872676467,-0.03453146735859364
2007-08-04,2007-08-04,-0.03579393595310337,-0.03008219140983844
2007-07-28,2007-07-28,-0.03424821321323346,-0.02531078868326889
2007-07-21,2007-07-21,-0.02329220154127303,-0.02578974662771541
2007-07-14,2007-07-14,-0.02699441493174389,-0.02769903889342425
2007-07-07,2007-07-07,-0.01670832504682517,-0.02683516106135821
2007-06-30,2007-06-30,-0.03616404499101958,-0.02964229282296795
2007-06-23,2007-06-23,-0.03092937060410838,-0.0263206642050091
2007-06-16,2007-06-16,-0.02353890360347971,-0.02299558081777175
2007-06-09,2007-06-09,-0.02793685209326412,-0.02199139761370113
2007-06-02,2007-06-02,-0.02287753051918419,-0.0211962645177406
2007-05-26,2007-05-26,-0.01762903705515897,-0.02119380596691415
2007-05-19,2007-05-19,-0.01952217078719725,-0.02278810868297094
2007-05-12,2007-05-12,-0.02475631970942199,-0.02344074413841366
2007-05-05,2007-05-05,-0.02286769631587842,-0.02496682884825504
2007-04-28,2007-04-28,-0.02400624791938611,-0.0245265609236561
2007-04-21,2007-04-21,-0.02213271260896814,-0.02705282728014536
2007-04-14,2007-04-14,-0.0308606585487875,-0.02791080230897964
2007-04-07,2007-04-07,-0.02110662461748264,-0.02880347005419306
2007-03-31,2007-03-31,-0.03411131334534315,-0.02827526298402713
2007-03-24,2007-03-24,-0.02556461272430529,-0.02805878124260084
2007-03-17,2007-03-17,-0.03443132952964118,-0.02825096788778129
2007-03-10,2007-03-10,-0.0189937963368189,-0.0248650740777401
2007-03-03,2007-03-03,-0.03324538637963799,-0.02575999605795058
2007-02-24,2007-02-24,-0.0263333593050271,-0.02325541475879568
2007-02-17,2007-02-17,-0.02088775428947639,-0.02254025859552362
2007-02-10,2007-02-10,-0.02257348425766082,-0.02361705446651478
2007-02-03,2007-02-03,-0.02322706118301842,-0.02378840936780132
2007-01-27,2007-01-27,-0.02347273465193882,-0.02271866396650854
2007-01-20,2007-01-20,-0.02519493777344104,-0.0160079568633673
2007-01-13,2007-01-13,-0.023258903862807,-0.01616322354504104
2007-01-06,2007-01-06,-0.01894807957784732,-0.01486553041155723
2006-12-30,2006-12-30,0.00337009376062616,-0.0177577403170129
2006-12-23,2006-12-23,-0.025816004500136,-0.02573525717717601
2006-12-16,2006-12-16,-0.01806813132887175,-0.02439995311193494
2006-12-09,2006-12-09,-0.03051691919967002,-0.02428924082762956
2006-12-02,2006-12-02,-0.02853997368002629,-0.02150703924884235
2006-11-25,2006-11-25,-0.02047478823917168,-0.02021510167087065
2006-11-18,2006-11-18,-0.01762528219165025,-0.02076394540182935
2006-11-11,2006-11-11,-0.01938811288452117,-0.02132733362626929
2006-11-04,2006-11-04,-0.02337222336813947,-0.02249865085918325
2006-10-28,2006-10-28,-0.02267016316300649,-0.02106982267913268
2006-10-21,2006-10-21,-0.01987883508941002,-0.02124098490200201
2006-10-14,2006-10-14,-0.02407338181617702,-0.02445788129758497
2006-10-07,2006-10-07,-0.01765691064793718,-0.02706019204724927
2006-09-30,2006-09-30,-0.02335481205448381,-0.02940823521363638
2006-09-23,2006-09-23,-0.03274642067174185,-0.02882410635639813
2006-09-16,2006-09-16,-0.03448262481483424,-0.02869753338058781
2006-09-09,2006-09-09,-0.02704908331348561,-0.02358782213366041
2006-09-02,2006-09-02,-0.02101829662553082,-0.02441996406714024
2006-08-26,2006-08-26,-0.03224012876850055,-0.02295443263533596
2006-08-19,2006-08-19,-0.01404377982712465,-0.01973384328297989
2006-08-12,2006-08-12,-0.03037765104740491,-0.0222643029282997
2006-08-05,2006-08-05,-0.01515617089831372,-0.02044780882651916
2006-07-29,2006-07-29,-0.01935777135907628,-0.02177908020945774
2006-07-22,2006-07-22,-0.02416561840840388,-0.02201621764630651
2006-07-15,2006-07-15,-0.02311167464028277,-0.02169747569859889
2006-07-08,2006-07-08,-0.02048125643006805,-0.02551276366539103
2006-07-01,2006-07-01,-0.02030632110647134,-0.02943411948559908
2006-06-24,2006-06-24,-0.0228906506175734,-0.03176829253916377
2006-06-17,2006-06-17,-0.03837282650745132,-0.0339296589636485
2006-06-10,2006-06-10,-0.03616667971090026,-0.03344129256138389
2006-06-03,2006-06-03,-0.02964301332073012,-0.03142804845963091
2006-05-27,2006-05-27,-0.0315361163155123,-0.02957308952710384
2006-05-20,2006-05-20,-0.036419360898392913,-0.02748067522420072
2006-05-13,2006-05-13,-0.0281137033038883,-0.02338629434124545
2006-05-06,2006-05-06,-0.02222317759062187,-0.02396414412616132
2006-04-29,2006-04-29,-0.02316645910389979,-0.02562481393956192
2006-04-22,2006-04-22,-0.02004183736657184,-0.02584510098599415
2006-04-15,2006-04-15,-0.0304251024435518,-0.02987525692435266
2006-04-08,2006-04-08,-0.02886585684422424,-0.02872202379915618
2006-04-01,2006-04-01,-0.02404760728962872,-0.0292761172301557
2006-03-25,2006-03-25,-0.03616246112000588,-0.02812269928699996
2006-03-18,2006-03-18,-0.02581216994276589,-0.02265910302069966
2006-03-11,2006-03-11,-0.03108223056822232,-0.0208600976655637
2006-03-04,2006-03-04,-0.01943393551700573,-0.02160607865383421
2006-02-25,2006-02-25,-0.0143080760548047,-0.02416816760143714
2006-02-18,2006-02-18,-0.01861614852222203,-0.02527643619904481
2006-02-11,2006-02-11,-0.03406615452130436,-0.03025205748092904
2006-02-04,2006-02-04,-0.02968229130741748,-0.02625667147383222
2006-01-28,2006-01-28,-0.01874115044523538,-0.02218124241895691
2006-01-21,2006-01-21,-0.03851863364975892,-0.02038205125807481
2006-01-14,2006-01-14,-0.0180846104929171,-0.01551829593840465
2006-01-07,2006-01-07,-0.01338057508791624,-0.01867380638604808
2005-12-31,2005-12-31,-0.01154438580170699,-0.024621232813104
2005-12-24,2005-12-24,-0.01906361237107829,-0.02732729729906818
2005-12-17,2005-12-17,-0.03070665228349079,-0.02924178587116595
2005-12-10,2005-12-10,-0.03717028079613992,-0.02860006925795547
2005-12-03,2005-12-03,-0.02236864374556371,-0.02515017663072096
2005-11-26,2005-11-26,-0.0267215666594694,-0.02381707536077965
2005-11-19,2005-11-19,-0.02813978583064884,-0.02242892343670888
2005-11-12,2005-11-12,-0.02337071028720191,-0.02282083973444768
2005-11-05,2005-11-05,-0.01703623866579843,-0.02416545273678903
2005-10-29,2005-10-29,-0.02116895896318632,-0.02642664552136548
2005-10-22,2005-10-22,-0.02970745102160404,-0.02822421557516495
2005-10-15,2005-10-15,-0.02874916229656733,-0.0313487805448543
2005-10-08,2005-10-08,-0.02608100980410423,-0.03221947167002469
2005-10-01,2005-10-01,-0.02835923917838419,-0.03339227338028136
2005-09-24,2005-09-24,-0.04220571090036145,-0.03691095474531217
2005-09-17,2005-09-17,-0.03223192679724886,-0.03303324805351848
2005-09-10,2005-09-10,-0.03077221664513094,-0.03068541519703625
2005-09-03,2005-09-03,-0.04243396463850746,-0.0261113161232322
2005-08-27,2005-08-27,-0.02669488413318666,-0.01985820847635042
2005-08-20,2005-08-20,-0.02284059537131996,-0.01573185153838398
2005-08-13,2005-08-13,-0.01247582034991471,-0.01562823181934396
2005-08-06,2005-08-06,-0.01742153405098033,-0.01759267777902502
2005-07-30,2005-07-30,-0.0101894563813209,-0.02178145551905154
2005-07-23,2005-07-23,-0.0224261164951599,-0.02742680287369655
2005-07-16,2005-07-16,-0.02033360418863892,-0.03093062933942485
2005-07-09,2005-07-09,-0.03417664501108642,-0.03288772399611645
2005-07-02,2005-07-02,-0.03277084579990096,-0.03561506741652186
2005-06-25,2005-06-25,-0.03644142235807313,-0.04076209658101702
2005-06-18,2005-06-18,-0.02816198281540527,-0.04104052556216325
2005-06-11,2005-06-11,-0.04508601869270808,-0.0414636098502877
2005-06-04,2005-06-04,-0.05335896245788158,-0.04137283158087218
2005-05-28,2005-05-28,-0.03755513828265806,-0.03871453537238691
2005-05-21,2005-05-21,-0.02985431996790305,-0.0403963721398944
2005-05-14,2005-05-14,-0.04472290561504601,-0.04134096380407226
2005-05-07,2005-05-07,-0.04272577762394049,-0.04288981498209103
2005-04-30,2005-04-30,-0.04428248535268803,-0.04200348093216434
2005-04-23,2005-04-23,-0.03363268662461453,-0.04213647067793493
2005-04-16,2005-04-16,-0.05091831032712105,-0.04274803797439656
2005-04-09,2005-04-09,-0.03918044142423375,-0.03873992417056027
2005-04-02,2005-04-02,-0.04481444433577038,-0.03605051236638509
2005-03-26,2005-03-26,-0.03607895581046108,-0.03076772060895216
2005-03-19,2005-03-19,-0.03488585511177584,-0.02911876507345379
2005-03-12,2005-03-12,-0.02842279420753302,-0.02674420591909956
2005-03-05,2005-03-05,-0.0236832773060387,-0.02661303366119956
2005-02-26,2005-02-26,-0.02948313366846761,-0.02633521004350796
2005-02-19,2005-02-19,-0.02538761849435888,-0.02576483989399317
2005-02-12,2005-02-12,-0.02789810517593305,-0.02832029205303049
2005-02-05,2005-02-05,-0.02257198283527229,-0.02766016986279271
2005-01-29,2005-01-29,-0.02720165307040847,-0.03100127254697358
2005-01-22,2005-01-22,-0.03560942713050817,-0.03184958038393327
2005-01-15,2005-01-15,-0.02525761641498193,-0.02994174175266319
2005-01-08,2005-01-08,-0.03593639357199578,-0.02939737059334334
2005-01-01,2005-01-01,-0.03059488441824722,-0.02998989368031889
2004-12-25,2004-12-25,-0.02797807260542782,-0.03105822243247386
2004-12-18,2004-12-18,-0.02308013177770256,-0.03219782667191009
2004-12-11,2004-12-11,-0.03830648591989795,-0.0349679376771797
2004-12-04,2004-12-04,-0.03486819942686712,-0.03169280507844904
2004-11-27,2004-11-27,-0.03253648956317273,-0.02968379554914262
2004-11-20,2004-11-20,-0.034160575798781,-0.02980865746094584
2004-11-13,2004-11-13,-0.02520595552497532,-0.03220182976249001
2004-11-06,2004-11-06,-0.02683216130964142,-0.03737030963261306
2004-10-30,2004-10-30,-0.03303593721038561,-0.04021132334836985
2004-10-23,2004-10-23,-0.04373326500495767,-0.04041353781782311
2004-10-16,2004-10-16,-0.04587987500546754,-0.03862905250845747
2004-10-09,2004-10-09,-0.03819621617266859,-0.03363130806675908
2004-10-02,2004-10-02,-0.03384479508819862,-0.03055977958797761
2004-09-25,2004-09-25,-0.03659532376749511,-0.02985229875580398
2004-09-18,2004-09-18,-0.025888897238674,-0.02635628131095475
2004-09-11,2004-09-11,-0.02591010225754273,-0.02489473853416766
2004-09-04,2004-09-04,-0.03101487175950408,-0.02630880826345456
2004-08-28,2004-08-28,-0.0226112539880982,-0.02570591359043534
2004-08-21,2004-08-21,-0.02004272613152566,-0.02486075475347841
2004-08-14,2004-08-14,-0.03156638117469032,-0.02619909134731313
2004-08-07,2004-08-07,-0.02860329306742717,-0.02545177771621177
2004-07-31,2004-07-31,-0.01923061864027048,-0.0273922045809795
2004-07-24,2004-07-24,-0.02539607250686457,-0.02883460861103713
2004-07-17,2004-07-17,-0.02857712665028487,-0.02958456457767448
2004-07-10,2004-07-10,-0.03636500052649807,-0.03047820803665393
2004-07-03,2004-07-03,-0.02500023476050101,-0.0272623154645253
2004-06-26,2004-06-26,-0.02839589637341398,-0.0281589477239586
2004-06-19,2004-06-19,-0.03215170048620269,-0.02458807747308183
2004-06-12,2004-06-12,-0.02350143023798353,-0.02148529646935779
2004-06-05,2004-06-05,-0.02858676379823421,-0.02270491804434363
2004-05-29,2004-05-29,-0.01411241536990691,-0.02063889926530573
2004-05-22,2004-05-22,-0.01974057647130653,-0.02282009629129777
2004-05-15,2004-05-15,-0.02837991653792687,-0.02217473215750754
2004-05-08,2004-05-08,-0.02032268868208261,-0.01972940060189236
2004-05-01,2004-05-01,-0.02283720347387504,-0.02110642346531606
2004-04-24,2004-04-24,-0.01715911993614564,-0.02057586390959716
2004-04-17,2004-04-17,-0.01859859031546616,-0.02225150816352863
2004-04-10,2004-04-10,-0.0258307801357774,-0.02476283253643699
2004-04-03,2004-04-03,-0.02071496525099945,-0.02589478426604388
2004-03-27,2004-03-27,-0.02386169695187154,-0.02630819919718585
2004-03-20,2004-03-20,-0.02864388780709959,-0.0263682876753378
2004-03-13,2004-03-13,-0.03035858705420494,-0.02249419378229863
2004-03-06,2004-03-06,-0.0223686249755673,-0.02108058306166278
2004-02-28,2004-02-28,-0.02410205086447938,-0.02197645189284956
2004-02-21,2004-02-21,-0.0131475122349429,-0.02293031189573493
2004-02-14,2004-02-14,-0.02470414417166154,-0.02460987102069335
2004-02-07,2004-02-07,-0.02595210030031441,-0.02489574931229211
2004-01-31,2004-01-31,-0.02791749087602085,-0.02471456222535476
2004-01-24,2004-01-24,-0.01986574873477658,-0.01903135838532547
2004-01-17,2004-01-17,-0.02584765733805661,-0.01904007159631373
2004-01-10,2004-01-10,-0.02522735195256501,-0.01715576338191547
2004-01-03,2004-01-03,-0.00518467551590367,-0.01766088882439129
2003-12-27,2003-12-27,-0.01990060157872961,-0.02370139927088496
2003-12-20,2003-12-20,-0.01831042448046359,-0.02488111627900109
2003-12-13,2003-12-13,-0.02724785372246826,-0.02906950334479007
2003-12-06,2003-12-06,-0.02934671730187837,-0.02815095355748209
2003-11-29,2003-11-29,-0.02461946961119415,-0.02457310265184973
2003-11-22,2003-11-22,-0.0350639727436195,-0.02165350455901713
2003-11-15,2003-11-15,-0.02357365457323636,-0.01894744886586282
2003-11-08,2003-11-08,-0.01503531367934891,-0.01721301200612916
2003-11-01,2003-11-01,-0.01294107723986376,-0.01853653214958956
2003-10-25,2003-10-25,-0.02423974997100224,-0.02158480772087404
2003-10-18,2003-10-18,-0.01663590713430172,-0.02468907238319555
2003-10-11,2003-10-11,-0.02032939425319053,-0.02678099788074864
2003-10-04,2003-10-04,-0.02513417952500167,-0.02949977332604052
2003-09-27,2003-09-27,-0.03665680862028828,-0.02741881516306105
2003-09-20,2003-09-20,-0.02500360912451408,-0.0236117783530907
2003-09-13,2003-09-13,-0.03120449603435804,-0.02335087730096687
2003-09-06,2003-09-06,-0.01681034687308382,-0.02008000082199201
2003-08-30,2003-08-30,-0.02142866138040685,-0.02312650608209064
2003-08-23,2003-08-23,-0.02396000491601877,-0.02183833244776556
2003-08-16,2003-08-16,-0.0181209901184586,-0.02269220879889158
2003-08-09,2003-08-09,-0.02899636791347836,-0.02561680932821902
2003-08-02,2003-08-02,-0.01627596684310652,-0.02499939490278164
2003-07-26,2003-07-26,-0.02737551032052285,-0.02891278724187565
2003-07-19,2003-07-19,-0.02981939223576834,-0.02983691283237867
2003-07-12,2003-07-12,-0.02652671021172884,-0.02956208522107615
2003-07-05,2003-07-05,-0.03192953619948259,-0.03196989624304636
2003-06-28,2003-06-28,-0.03107201268253491,-0.03248499765732032
2003-06-21,2003-06-21,-0.02872008179055827,-0.03239184952831864
2003-06-14,2003-06-14,-0.03615795429960967,-0.03531897066141489
2003-06-07,2003-06-07,-0.03398994185657841,-0.03562488026954642
2003-05-31,2003-05-31,-0.03069942016652819,-0.03642820881341951
2003-05-24,2003-05-24,-0.04042856632294329,-0.03590041041797712
2003-05-17,2003-05-17,-0.03738159273213582,-0.03562967623009499
2003-05-10,2003-05-10,-0.03720325603207072,-0.03481699884204011
2003-05-03,2003-05-03,-0.02858822658475866,-0.03654125038596134
2003-04-26,2003-04-26,-0.03934562957141476,-0.04112109605666198
2003-04-19,2003-04-19,-0.0341308831799163,-0.04251166297445617
2003-04-12,2003-04-12,-0.04410026220775564,-0.04303704210503181
2003-04-05,2003-04-05,-0.04690760926756122,-0.04430353204117426
2003-03-29,2003-03-29,-0.04490789724259152,-0.0446405084188619
2003-03-22,2003-03-22,-0.03623239970221884,-0.04461681826147939
2003-03-15,2003-03-15,-0.04916622195232546,-0.04595499635934227
2003-03-08,2003-03-08,-0.04825551477831174,-0.04433306394269509
2003-03-01,2003-03-01,-0.04481313661306153,-0.04319850889005263
2003-02-22,2003-02-22,-0.04158511209367038,-0.04324927389544957
2003-02-15,2003-02-15,-0.04267849228573674,-0.04374468434468115
2003-02-08,2003-02-08,-0.04371729456774188,-0.04266973538219558
2003-02-01,2003-02-01,-0.04501619663464928,-0.04291040054681101
2003-01-25,2003-01-25,-0.04356675389059671,-0.03995406663060504
2003-01-18,2003-01-18,-0.03837869643579444,-0.03789812626417368
2003-01-11,2003-01-11,-0.04467995522620364,-0.03716057630174066
2003-01-04,2003-01-04,-0.03319086096982537,-0.03786996224756453
2002-12-28,2002-12-28,-0.03534299242487127,-0.03995945374909327
2002-12-21,2002-12-21,-0.03542849658606237,-0.04128001377961161
2002-12-14,2002-12-14,-0.0475174990094991,-0.04298340310019659
2002-12-07,2002-12-07,-0.04154882697594036,-0.04249198448535642
2002-11-30,2002-11-30,-0.04062523254694459,-0.04035402253460024
2002-11-23,2002-11-23,-0.04224205386840232,-0.03950598907164052
2002-11-16,2002-11-16,-0.04555182455013838,-0.03904981316852126
2002-11-09,2002-11-09,-0.03299697917291565,-0.03756657567370185
2002-11-02,2002-11-02,-0.03723309869510571,-0.04309510858674696
2002-10-26,2002-10-26,-0.04041735025592529,-0.04736255895290078
2002-10-19,2002-10-19,-0.03961887457086077,-0.05059535799701077
2002-10-12,2002-10-12,-0.05511111082509611,-0.05140097189939612
2002-10-05,2002-10-05,-0.05430290015972094,-0.04922814991742207
2002-09-28,2002-09-28,-0.05334854643236529,-0.04749285421744372
2002-09-21,2002-09-21,-0.04284133018040215,-0.0436531554308873
2002-09-14,2002-09-14,-0.0464198228971999,-0.04219903619364228
2002-09-07,2002-09-07,-0.04736171735980752,-0.04136840689806932
2002-08-31,2002-08-31,-0.0379897512861396,-0.03939104639575224
2002-08-24,2002-08-24,-0.03702485323142206,-0.04098387784218749
2002-08-17,2002-08-17,-0.04309730571490811,-0.04384450268861617
2002-08-10,2002-08-10,-0.03945227535053919,-0.04360145663839288
2002-08-03,2002-08-03,-0.04436107707188058,-0.04552456958154613
2002-07-27,2002-07-27,-0.04846735261713679,-0.04557134962744364
2002-07-20,2002-07-20,-0.04212512151401491,-0.04623797945083355
2002-07-13,2002-07-13,-0.04714472712315228,-0.04609982314788751
2002-07-06,2002-07-06,-0.04454819725547056,-0.04470756256291204
2002-06-29,2002-06-29,-0.05113387191069646,-0.043463219202532
2002-06-22,2002-06-22,-0.04157249630223075,-0.03899206381303787
2002-06-15,2002-06-15,-0.04157568478325038,-0.03739980697647782
2002-06-08,2002-06-08,-0.03957082381395042,-0.03501599464882219
2002-06-01,2002-06-01,-0.03324925035271992,-0.03255396132363099
2002-05-25,2002-05-25,-0.03520346895599059,-0.03327701979297831
2002-05-18,2002-05-18,-0.03204043547262783,-0.03419153594307914
2002-05-11,2002-05-11,-0.02972269051318564,-0.0339179500093866
2002-05-04,2002-05-04,-0.03614148423010921,-0.03654319492255039
2002-04-27,2002-04-27,-0.03886153355639389,-0.03489020423359248
2002-04-20,2002-04-20,-0.03094609173785763,-0.03206006230833286
2002-04-13,2002-04-13,-0.04022367016584083,-0.03129275192482458
2002-04-06,2002-04-06,-0.02952952147427755,-0.03066465954004044
2002-03-30,2002-03-30,-0.02754096585535543,-0.02951592296451625
2002-03-23,2002-03-23,-0.02787685020382449,-0.02856082355225504
2002-03-16,2002-03-16,-0.03771130062670427,-0.03183183790782609
2002-03-09,2002-03-09,-0.02493457517218081,-0.03230818786791643
2002-03-02,2002-03-02,-0.02372056820631061,-0.03790073861704084
2002-02-23,2002-02-23,-0.04096090762610865,-0.04213362796065114
